"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2006-05-02_PRI","TC2_Adams_26_1",NA,"Frederick A. Schurger","DEM",1103,"1.00"
"2","IN_2006-05-02_PRI","DA_Adams_26_1",NA,"Christopher E. Harvey","DEM",1095,"1.00"
"3","IN_2006-05-02_PRI","DA_Allen_38_1",NA,"Karen Richards","REP",21084,"1.00"
"4","IN_2006-05-02_PRI","TC1_Bartholomew_1_1",NA,"Eric Hayes","DEM",2574,"0.23"
"5","IN_2006-05-02_PRI","TC1_Bartholomew_1_1",NA,"Chris D. Monroe","REP",5859,"0.53"
"6","IN_2006-05-02_PRI","TC1_Bartholomew_1_1",NA,"David A. Nowak","REP",2599,"0.24"
"7","IN_2006-05-02_PRI","DA_Bartholomew_9_1",NA,"William M. (Bill) Nash","REP",7023,"1.00"
"8","IN_2006-05-02_PRI","DA_Benton_76_1",NA,"Jud Barce","REP",916,"0.36"
"9","IN_2006-05-02_PRI","DA_Benton_76_1",NA,"William B. Weist","REP",1626,"0.64"
"10","IN_2006-05-02_PRI","TC2_Blackford_71_1",NA,"Dean A. Young","REP",802,"1.00"
"11","IN_2006-05-02_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","REP",795,"1.00"
"12","IN_2006-05-02_PRI","TC2_Boone_20_1",NA,"Steve David","REP",6775,"1.00"
"13","IN_2006-05-02_PRI","DA_Boone_20_1",NA,"Todd J. Meyer","REP",6570,"1.00"
"14","IN_2006-05-02_PRI","TC2_Brown_88_1",NA,"Judith A. Stewart","DEM",1526,"1.00"
"15","IN_2006-05-02_PRI","DA_Brown_88_1",NA,"James R. Oliver","DEM",1295,"0.51"
"16","IN_2006-05-02_PRI","DA_Brown_88_1",NA,"Andrew Szakaly","REP",1225,"0.49"
"17","IN_2006-05-02_PRI","TC2_Carroll_74_1",NA,"Don Currie","REP",2735,"1.00"
"18","IN_2006-05-02_PRI","DA_Carroll_74_1",NA,"Robert T. Ives","REP",1279,"0.38"
"19","IN_2006-05-02_PRI","DA_Carroll_74_1",NA,"Tricia L. Thompson","REP",2061,"0.62"
"20","IN_2006-05-02_PRI","TC2_Cass_29_1",NA,"Patrick E. McNarny","REP",843,"0.20"
"21","IN_2006-05-02_PRI","TC2_Cass_29_1",NA,"Robert Leirer Justice","REP",1473,"0.35"
"22","IN_2006-05-02_PRI","TC2_Cass_29_1",NA,"Sheryl M. Pherson","REP",1900,"0.45"
"23","IN_2006-05-02_PRI","TC1_Cass_1_2",NA,"Rick Maughmer","REP",3697,"1.00"
"24","IN_2006-05-02_PRI","DA_Cass_29_1",NA,"Kevin S. Enyeart","REP",3625,"1.00"
"25","IN_2006-05-02_PRI","TC1_Clark_1_1",NA,"Jerome F. (Jerry) Jacobi","DEM",6768,"0.40"
"26","IN_2006-05-02_PRI","TC1_Clark_1_1",NA,"Vicki Carmichael","DEM",7963,"0.47"
"27","IN_2006-05-02_PRI","TC1_Clark_1_1",NA,"Steven P. (Steve) Langdon","REP",2109,"0.13"
"28","IN_2006-05-02_PRI","DA_Clark_4_1",NA,"Steven D. Stewart","DEM",11129,"1.00"
"29","IN_2006-05-02_PRI","TC2_Clay_13_1",NA,"Joseph Dom Trout","DEM",2114,"0.57"
"30","IN_2006-05-02_PRI","TC2_Clay_13_1",NA,"Robert Alex Pell","REP",1615,"0.43"
"31","IN_2006-05-02_PRI","TC1_Clay_1_1",NA,"J. Blaine Akers","DEM",2179,"1.00"
"32","IN_2006-05-02_PRI","DA_Clay_13_1",NA,"B. Lee Reberger, Jr.","REP",1624,"1.00"
"33","IN_2006-05-02_PRI","TC2_Clinton_45_1",NA,"Linley E. Pearson","REP",3486,"1.00"
"34","IN_2006-05-02_PRI","DA_Clinton_45_1",NA,"Louis D. Evans","DEM",849,"0.19"
"35","IN_2006-05-02_PRI","DA_Clinton_45_1",NA,"Anthony J. Sommer","REP",2015,"0.44"
"36","IN_2006-05-02_PRI","DA_Clinton_45_1",NA,"F. Scott Stuard","REP",1692,"0.37"
"37","IN_2006-05-02_PRI","DA_Crawford_77_1",NA,"Cheryl Hillenburg","DEM",1467,"0.60"
"38","IN_2006-05-02_PRI","DA_Crawford_77_1",NA,"Jimmie L. Montgomery","DEM",990,"0.40"
"39","IN_2006-05-02_PRI","DA_Daviess_49_1",NA,"G. Byron Overton","REP",2264,"1.00"
"40","IN_2006-05-02_PRI","TC1_Dearborn_1_2",NA,"Sally A. Blankenship","REP",3152,"1.00"
"41","IN_2006-05-02_PRI","DA_Dearborn_7_1",NA,"Aaron Negangard","REP",3168,"1.00"
"42","IN_2006-05-02_PRI","TC2_Decatur_69_1",NA,"John A. Westhafer","REP",2698,"1.00"
"43","IN_2006-05-02_PRI","DA_Decatur_69_1",NA,"William O. Smith","DEM",525,"1.00"
"44","IN_2006-05-02_PRI","TC1_DeKalb_1_2",NA,"Monte L. Brown","REP",3681,"1.00"
"45","IN_2006-05-02_PRI","DA_DeKalb_75_1",NA,"ClaraMary Winebrenner","REP",2481,"0.56"
"46","IN_2006-05-02_PRI","DA_DeKalb_75_1",NA,"Gregory J. Kenner","REP",1970,"0.44"
"47","IN_2006-05-02_PRI","TC2_Delaware_46_2",NA,"Richard A. Dailey","DEM",8867,"1.00"
"48","IN_2006-05-02_PRI","DA_Delaware_46_1",NA,"Mark R. McKinney","DEM",8860,"0.62"
"49","IN_2006-05-02_PRI","DA_Delaware_46_1",NA,"Mark A. Delgado","REP",5336,"0.38"
"50","IN_2006-05-02_PRI","DA_Dubois_57_1",NA,"Michael A. Fritch","DEM",3650,"1.00"
"51","IN_2006-05-02_PRI","TC1_Elkhart_1_2",NA,"Stephen E. Platt","REP",5299,"0.43"
"52","IN_2006-05-02_PRI","TC1_Elkhart_1_2",NA,"Stephen R. Bowers","REP",7097,"0.57"
"53","IN_2006-05-02_PRI","TC1_Elkhart_1_6",NA,"David C. Bonfiglio","REP",10808,"1.00"
"54","IN_2006-05-02_PRI","DA_Elkhart_34_1",NA,"Curtis T. Hill, Jr.","REP",11056,"1.00"
