"","election_id","office_id","district","office_local","office","seat","contested","n_winners","selection_method","retention_method","open_seat"
"1","IN_2016-05-03_PRI","TC2_Bartholomew_9_1","Bartholomew_9","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"2","IN_2016-05-03_PRI","TC2_Bartholomew_9_1","Bartholomew_9","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"3","IN_2016-05-03_PRI","TC2_Crawford_77_1","Crawford_77","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"4","IN_2016-05-03_PRI","TC2_Crawford_77_1","Crawford_77","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"5","IN_2016-05-03_PRI","TC2_Crawford_77_1","Crawford_77","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"6","IN_2016-05-03_PRI","TC2_Crawford_77_1","Crawford_77","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"7","IN_2016-05-03_PRI","TC2_Dearborn_7_1","Dearborn_7","Judge of the Circuit Court","TC2","1",0,NA,NA,NA,NA
"8","IN_2016-05-03_PRI","TC1_Blackford_1_1","Blackford_1","Judge of the Superior Court","TC1","1",0,NA,NA,NA,NA
"9","IN_2016-05-03_PRI","TC2_DeKalb_75_1","DeKalb_75","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"10","IN_2016-05-03_PRI","TC2_DeKalb_75_1","DeKalb_75","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"11","IN_2016-05-03_PRI","TC2_Delaware_46_1","Delaware_46","Judge of the Circuit Court","TC2","1",0,NA,NA,NA,NA
"12","IN_2016-05-03_PRI","TC1_Cass_1_1","Cass_1","Judge of the Superior Court","TC1","1",0,NA,NA,NA,NA
"13","IN_2016-05-03_PRI","TC2_Elkhart_34_1","Elkhart_34","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"14","IN_2016-05-03_PRI","TC2_Elkhart_34_1","Elkhart_34","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"15","IN_2016-05-03_PRI","TC2_Elkhart_34_1","Elkhart_34","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"16","IN_2016-05-03_PRI","TC2_Elkhart_34_1","Elkhart_34","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
