"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2014-05-06_PRI","TC1_Adams_1_1",NA,"Patrick R. Miller","REP",2701,"1.00"
"2","IN_2014-05-06_PRI","DA_Adams_26_1",NA,"Christopher E. Harvey","DEM",422,"0.14"
"3","IN_2014-05-06_PRI","DA_Adams_26_1",NA,"Jeremy W. Brown","REP",2622,"0.86"
"4","IN_2014-05-06_PRI","TC2_Allen_38_1",NA,"Thomas J. Felts","REP",21499,"1.00"
"5","IN_2014-05-06_PRI","DA_Allen_38_1",NA,"J. Michael (Mike) Loomis","REP",8569,"0.34"
"6","IN_2014-05-06_PRI","DA_Allen_38_1",NA,"Karen Richards","REP",16711,"0.66"
"7","IN_2014-05-06_PRI","TC1_Bartholomew_1_2",NA,"Gregory E. (Greg) Long","REP",2962,"0.34"
"8","IN_2014-05-06_PRI","TC1_Bartholomew_1_2",NA,"Jeffrey L. (Jeff) Logston","REP",2077,"0.24"
"9","IN_2014-05-06_PRI","TC1_Bartholomew_1_2",NA,"Kathleen (Kitty) Tighe Coriden","REP",3766,"0.43"
"10","IN_2014-05-06_PRI","DA_Bartholomew_9_1",NA,"William M. (Bill) Nash","REP",7637,"1.00"
"11","IN_2014-05-06_PRI","TC2_Benton_76_1",NA,"Rex W. Kepner","REP",1411,"1.00"
"12","IN_2014-05-06_PRI","DA_Benton_76_1",NA,"John C. Wright","REP",1308,"1.00"
"13","IN_2014-05-06_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","REP",777,"1.00"
"14","IN_2014-05-06_PRI","TC1_Boone_1_1",NA,"Matt Kincaid","REP",5478,"1.00"
"15","IN_2014-05-06_PRI","TC1_Boone_1_2",NA,"Bruce Petit","REP",3338,"0.52"
"16","IN_2014-05-06_PRI","TC1_Boone_1_2",NA,"Jim Holden","REP",3027,"0.48"
"17","IN_2014-05-06_PRI","DA_Boone_20_1",NA,"Todd J. Meyer","REP",5469,"1.00"
"18","IN_2014-05-06_PRI","DA_Brown_88_1",NA,"James R. Oliver","DEM",921,"1.00"
"19","IN_2014-05-06_PRI","TC1_Carroll_1_1",NA,"Kurtis Glenn Fouts","REP",1802,"1.00"
"20","IN_2014-05-06_PRI","DA_Carroll_74_1",NA,"Robert T. (Rob) Ives","REP",1702,"1.00"
"21","IN_2014-05-06_PRI","DA_Cass_29_1",NA,"Mark Kelly Leeman","DEM",690,"0.27"
"22","IN_2014-05-06_PRI","DA_Cass_29_1",NA,"Lisa L. Swaim","REP",1848,"0.73"
"23","IN_2014-05-06_PRI","TC2_Clark_4_1",NA,"Andrew (Drew) Adams","DEM",4210,"0.52"
"24","IN_2014-05-06_PRI","TC2_Clark_4_1",NA,"Dan Moore","DEM",3883,"0.48"
"25","IN_2014-05-06_PRI","TC2_Clark_4_2",NA,"Jerome F. Jerry Jacobi","DEM",3476,"0.44"
"26","IN_2014-05-06_PRI","TC2_Clark_4_2",NA,"Laura A. Harbison","DEM",4499,"0.56"
"27","IN_2014-05-06_PRI","TC2_Clark_4_3",NA,"Joe P. Weber","DEM",5980,"1.00"
"28","IN_2014-05-06_PRI","DA_Clark_4_1",NA,"Robert G. Bottorff II","DEM",6063,"0.73"
"29","IN_2014-05-06_PRI","DA_Clark_4_1",NA,"Jeremy Mull","REP",2222,"0.27"
"30","IN_2014-05-06_PRI","DA_Clay_13_1",NA,"B. Lee Reberger, Jr.","REP",1422,"0.45"
"31","IN_2014-05-06_PRI","DA_Clay_13_1",NA,"Robert Alex Pell","REP",1762,"0.55"
"32","IN_2014-05-06_PRI","TC1_Clinton_1_1",NA,"Justin H. Hunter","REP",2974,"1.00"
"33","IN_2014-05-06_PRI","DA_Clinton_45_1",NA,"Anthony J. Sommer","REP",2844,"1.00"
"34","IN_2014-05-06_PRI","DA_Crawford_77_1",NA,"Cheryl J. Hillenburg","DEM",1006,"0.51"
"35","IN_2014-05-06_PRI","DA_Crawford_77_1",NA,"Lester V. Shelton","REP",259,"0.13"
"36","IN_2014-05-06_PRI","DA_Crawford_77_1",NA,"Nicholas W. Haverstock","REP",706,"0.36"
"37","IN_2014-05-06_PRI","TC2_Daviess_49_1",NA,"Gregory A. Smith","REP",4113,"1.00"
"38","IN_2014-05-06_PRI","TC1_Daviess_1_1",NA,"Dean A. Sobecki","REP",4077,"1.00"
"39","IN_2014-05-06_PRI","DA_Daviess_49_1",NA,"Dan Murrie","REP",3828,"1.00"
"40","IN_2014-05-06_PRI","TC1_Dearborn_1_1",NA,"Jonathan N. Cleary","REP",2368,"1.00"
"41","IN_2014-05-06_PRI","DA_Dearborn_7_1",NA,"Aaron Negangard","REP",2177,"1.00"
"42","IN_2014-05-06_PRI","TC1_Decatur_1_1",NA,"Matthew D. Bailey","REP",1631,"1.00"
"43","IN_2014-05-06_PRI","DA_Decatur_69_1",NA,"Christopher M. Tebbe","DEM",416,"0.22"
"44","IN_2014-05-06_PRI","DA_Decatur_69_1",NA,"Nathan W. Harter IV","REP",1470,"0.78"
"45","IN_2014-05-06_PRI","TC1_DeKalb_1_1",NA,"Kevin P. Wallace","DEM",298,"1.00"
"46","IN_2014-05-06_PRI","DA_DeKalb_75_1",NA,"ClaraMary Winebrenner","REP",1432,"1.00"
"47","IN_2014-05-06_PRI","TC2_Delaware_46_3",NA,"Linda Ralu Wolf","DEM",4370,"1.00"
"48","IN_2014-05-06_PRI","TC2_Delaware_46_4",NA,"John M. Feick","REP",3763,"1.00"
"49","IN_2014-05-06_PRI","TC2_Delaware_46_5",NA,"Thomas A. Cannon Jr.","DEM",4241,"1.00"
"50","IN_2014-05-06_PRI","DA_Delaware_46_1",NA,"Jeffrey L. Arnold","REP",3810,"1.00"
"51","IN_2014-05-06_PRI","TC2_Dubois_57_1",NA,"Nathan A.  Verkamp","DEM",1581,"0.43"
"52","IN_2014-05-06_PRI","TC2_Dubois_57_1",NA,"Kevin D. Crouse","REP",2089,"0.57"
"53","IN_2014-05-06_PRI","DA_Dubois_57_1",NA,"Anthony D. Quinn","DEM",1244,"1.00"
"54","IN_2014-05-06_PRI","TC1_Elkhart_1_1",NA,"Evan S. Roberts","REP",10903,"1.00"
"55","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"Andrew M. Hicks","REP",2802,"0.22"
"56","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"David Francisco","REP",3742,"0.29"
"57","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"Fay Schwartz","REP",2061,"0.16"
"58","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"Teresa L. Cataldo","REP",4135,"0.32"
"59","IN_2014-05-06_PRI","TC1_Elkhart_1_4",NA,"Gretchen S. Lund","REP",10515,"1.00"
"60","IN_2014-05-06_PRI","TC1_Elkhart_1_5",NA,"Charles Carter Wicks","REP",10577,"1.00"
"61","IN_2014-05-06_PRI","DA_Elkhart_34_1",NA,"Curtis T. Hill, Jr.","REP",11230,"1.00"
