"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"37","Allen (38th District)","Allen","IN_2002-05-07_PRI","DA_Allen_38_1",NA,"Mike Loomis","Mike","Loomis",NA,NA,NA,NA,NA,NA,NA
"38","Allen (38th District)","Allen","IN_2002-05-07_PRI","DA_Allen_38_1",NA,"Nikos (Nick) Nakos","Nikos","Nakos",NA,NA,NA,NA,NA,NA,NA
"39","Bartholomew (9th Circuit)","Bartholomew","IN_2002-05-07_PRI","DA_Bartholomew_9_1",NA,"Joseph R. Koenig","Joseph","Koenig",NA,NA,NA,NA,NA,NA,NA
"40","Bartholomew (9th Circuit)","Bartholomew","IN_2002-05-07_PRI","DA_Bartholomew_9_1",NA,"William M. Nash","William","Nash",NA,NA,NA,NA,NA,NA,NA
"41","Benton (76th Circuit) ","Benton","IN_2002-05-07_PRI","DA_Benton_76_1",NA,"Jud Barce","Jud","Barce",NA,NA,NA,NA,NA,NA,NA
"42","Blackford (71st Circuit) ","Blackford","IN_2002-05-07_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","Kevin","Basey",NA,NA,NA,NA,NA,NA,NA
"43","Boone (20th Circuit) ","Boone","IN_2002-05-07_PRI","DA_Boone_20_1",NA,"John B. Buchanan","John","Buchanan",NA,NA,NA,NA,NA,NA,NA
"44","Brown (88th Circuit)","Brown","IN_2002-05-07_PRI","DA_Brown_88_1",NA,"Jim Oliver","Jim","Oliver",NA,NA,NA,NA,NA,NA,NA
"45","Brown (88th Circuit)","Brown","IN_2002-05-07_PRI","DA_Brown_88_1",NA,"James T. Roberts","James","Roberts",NA,NA,NA,NA,NA,NA,NA
"46","Carroll (74th Circuit) ","Carroll","IN_2002-05-07_PRI","DA_Carroll_74_1",NA,"James R. Huffer","James","Huffer",NA,NA,NA,NA,NA,NA,NA
"47","Carroll (74th Circuit) ","Carroll","IN_2002-05-07_PRI","DA_Carroll_74_1",NA,"Robert T. Ives","Robert","Ives",NA,NA,NA,NA,NA,NA,NA
"48","Cass (29th Circuit)","Cass","IN_2002-05-07_PRI","DA_Cass_29_1",NA,"James H. Austen","James","Austen",NA,NA,NA,NA,NA,NA,NA
"49","Cass (29th Circuit)","Cass","IN_2002-05-07_PRI","DA_Cass_29_1",NA,"Kevin S. Enyeart","Kevin","Enyeart",NA,NA,NA,NA,NA,NA,NA
"50","Clark (4th Circt), No. 1","Clark","IN_2002-05-07_PRI","DA_Clark_4_1",NA,"Steven D. Stewart","Steven","Stewart",NA,NA,NA,NA,NA,NA,NA
"51","Clay (13th Circuit)","Clay","IN_2002-05-07_PRI","DA_Clay_13_1",NA,"David O. Thomas","David","Thomas",NA,NA,NA,NA,NA,NA,NA
"52","Clinton (45th Circuit)","Clinton","IN_2002-05-07_PRI","DA_Clinton_45_1",NA,"Louis D. Evans","Louis","Evans",NA,NA,NA,NA,NA,NA,NA
"53","Crawford (77th Circuit)","Crawford","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Brent Welke","Brent","Welke",NA,NA,NA,NA,NA,NA,NA
"54","Crawford (77th Circuit)","Crawford","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Jimmie L. Montgomery","Jimmie","Montgomery",NA,NA,NA,NA,NA,NA,NA
"55","Crawford (77th Circuit)","Crawford","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Lester V. Shelton","Lester","Shelton",NA,NA,NA,NA,NA,NA,NA
"56","Crawford (77th Circuit)","Crawford","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"DeWayne H. Gofourth","DeWayne","Gofourth",NA,NA,NA,NA,NA,NA,NA
"57","Crawford (77th Circuit)","Crawford","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Steven L. Owen","Steven","Owen",NA,NA,NA,NA,NA,NA,NA
"58","Daviess (49th Circuit)","Daviess","IN_2002-05-07_PRI","DA_Daviess_49_1",NA,"Daniel M. (Dan) Steiner","Daniel","Steiner",NA,NA,NA,NA,NA,NA,NA
"59","Daviess (49th Circuit)","Daviess","IN_2002-05-07_PRI","DA_Daviess_49_1",NA,"G. Byron Overton","G.","Overton",NA,NA,NA,NA,NA,NA,NA
"60","Dearborn/Ohio (7th Cir.)","Dearborn","IN_2002-05-07_PRI","DA_Dearborn_7_1",NA,"Sally A. Blankenship","Sally","Blankenship",NA,NA,NA,NA,NA,NA,NA
"61","Decatur (69th Circuit)","Decatur","IN_2002-05-07_PRI","DA_Decatur_69_1",NA,"William O. Smith","William","Smith",NA,NA,NA,NA,NA,NA,NA
"62","DeKalb (75th Circuit)","DeKalb","IN_2002-05-07_PRI","DA_DeKalb_75_1",NA,"Monte L. Brown","Monte","Brown",NA,NA,NA,NA,NA,NA,NA
"63","Delaware Ct. 2(46th Cir.)","Delaware","IN_2002-05-07_PRI","DA_Delaware_46_2",NA,"Richard W. (Rick) Reed","Richard","Reed",NA,NA,NA,NA,NA,NA,NA
"64","Dubois (57th Circuit)","Dubois","IN_2002-05-07_PRI","DA_Dubois_57_1",NA,"Michael A. Fritch","Michael","Fritch",NA,NA,NA,NA,NA,NA,NA
"65","Elkhart (34th Circuit)","Elkhart","IN_2002-05-07_PRI","DA_Elkhart_34_1",NA,"Rosy Meza de Nuttle","Rosy","Nuttle",NA,NA,NA,NA,NA,NA,NA
"66","Elkhart (34th Circuit)","Elkhart","IN_2002-05-07_PRI","DA_Elkhart_34_1",NA,"Curtis T. Hill, Jr.","Curtis","Hill",NA,NA,NA,NA,NA,NA,NA
"67","Elkhart (34th Circuit)","Elkhart","IN_2002-05-07_PRI","DA_Elkhart_34_1",NA,"Michael A. Christofeno","Michael","Christofeno",NA,NA,NA,NA,NA,NA,NA
