"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"56","Elkhart","Elkhart","IN_2018-11-06_GEN","CK2_Elkhart_1_1",NA,"CHRISTOPHER ANDERSON","CHRISTOPHER","ANDERSON",NA,NA,NA,NA,NA,NA,NA
"57","Clark","Clark","IN_2018-11-06_GEN","CK2_Clark_1_1",NA,"Darci  Schiller","Darci","Schiller",NA,NA,NA,NA,NA,NA,NA
"58","Adams","Adams","IN_2018-11-06_GEN","CK2_Adams_1_1",NA,"JAMES (Jim) J VOGLEWEDE Jr.","JAMES","VOGLEWEDE",NA,NA,NA,NA,NA,NA,NA
"59","Daviess","Daviess","IN_2018-11-06_GEN","CK2_Daviess_1_1",NA,"Janice M. Williams","Janice","Williams",NA,NA,NA,NA,NA,NA,NA
"60","Bartholomew","Bartholomew","IN_2018-11-06_GEN","CK2_Bartholomew_1_1",NA,"Jay Phelps","Jay","Phelps",NA,NA,NA,NA,NA,NA,NA
"61","Boone","Boone","IN_2018-11-06_GEN","CK2_Boone_1_1",NA,"JESSICA J FOUTS","JESSICA","FOUTS",NA,NA,NA,NA,NA,NA,NA
"62","Brown","Brown","IN_2018-11-06_GEN","CK2_Brown_1_1",NA,"Kathy (Grimes) Smith","Kathy","Smith",NA,NA,NA,NA,NA,NA,NA
"63","Benton","Benton","IN_2018-11-06_GEN","CK2_Benton_1_1",NA,"NATALIE J. KIDD","NATALIE","KIDD",NA,NA,NA,NA,NA,NA,NA
"64","Clinton","Clinton","IN_2018-11-06_GEN","CK2_Clinton_1_1",NA,"RHEA A COPAS","RHEA","COPAS",NA,NA,NA,NA,NA,NA,NA
"65","Delaware","Delaware","IN_2018-11-06_GEN","CK2_Delaware_1_1",NA,"RICK SPANGLER","RICK","SPANGLER",NA,NA,NA,NA,NA,NA,NA
"66","Crawford","Crawford","IN_2018-11-06_GEN","CK2_Crawford_1_1",NA,"WENDY MARPLES","WENDY","MARPLES",NA,NA,NA,NA,NA,NA,NA
"67","Cass","Cass","IN_2018-11-06_GEN","SF_Cass_1_1",NA,"Dale Campbell","Dale","Campbell",NA,NA,NA,NA,NA,NA,NA
"68","Decatur","Decatur","IN_2018-11-06_GEN","SF_Decatur_1_1",NA,"DAVE DURANT","DAVE","DURANT",NA,NA,NA,NA,NA,NA,NA
"69","Clark","Clark","IN_2018-11-06_GEN","SF_Clark_1_1",NA,"Dwight T Ingle","Dwight","Ingle",NA,NA,NA,NA,NA,NA,NA
"70","Adams","Adams","IN_2018-11-06_GEN","SF_Adams_1_1",NA,"JAMES P FRANZE","JAMES","FRANZE",NA,NA,NA,NA,NA,NA,NA
"71","Blackford","Blackford","IN_2018-11-06_GEN","SF_Blackford_1_1",NA,"John M Rains","John","Rains",NA,NA,NA,NA,NA,NA,NA
"72","Allen","Allen","IN_2018-11-06_GEN","SF_Allen_1_1",NA,"Philip R Davis","Philip","Davis",NA,NA,NA,NA,NA,NA,NA
"73","Delaware","Delaware","IN_2018-11-06_GEN","SF_Delaware_1_1",NA,"RAY DUDLEY","RAY","DUDLEY",NA,NA,NA,NA,NA,NA,NA
"74","Crawford","Crawford","IN_2018-11-06_GEN","SF_Crawford_1_1",NA,"SHAWN SCOTT","SHAWN","SCOTT",NA,NA,NA,NA,NA,NA,NA
"75","Dubois","Dubois","IN_2018-11-06_GEN","SF_Dubois_1_1",NA,"Tim D Lampert","Tim","Lampert",NA,NA,NA,NA,NA,NA,NA
"76","Crawford","Crawford","IN_2018-11-06_GEN","SF_Crawford_1_1",NA,"GLEN H LAWS","GLEN","LAWS",NA,NA,NA,NA,NA,NA,NA
"77","Clark","Clark","IN_2018-11-06_GEN","SF_Clark_1_1",NA,"Christopher (Chris) Kaelin","Christopher","Kaelin",NA,NA,NA,NA,NA,NA,NA
"78","Adams","Adams","IN_2018-11-06_GEN","SF_Adams_1_1",NA,"DAN MAWHORR","DAN","MAWHORR",NA,NA,NA,NA,NA,NA,NA
"79","DeKalb","DeKalb","IN_2018-11-06_GEN","SF_DeKalb_1_1",NA,"David (Dave) Cserep","David","Cserep",NA,NA,NA,NA,NA,NA,NA
"80","Allen","Allen","IN_2018-11-06_GEN","SF_Allen_1_1",NA,"David J Gladieux","David","Gladieux",NA,NA,NA,NA,NA,NA,NA
"81","Benton","Benton","IN_2018-11-06_GEN","SF_Benton_1_1",NA,"DON MUNSON","DON","MUNSON",NA,NA,NA,NA,NA,NA,NA
"82","Cass","Cass","IN_2018-11-06_GEN","SF_Cass_1_1",NA,"Edward (Ed) C. Schroder","Edward","Schroder",NA,NA,NA,NA,NA,NA,NA
"83","Daviess","Daviess","IN_2018-11-06_GEN","SF_Daviess_1_1",NA,"Gary W. Allison","Gary","Allison",NA,NA,NA,NA,NA,NA,NA
"84","Clark","Clark","IN_2018-11-06_GEN","SF_Clark_1_1",NA,"Jamey J Noel","Jamey","Noel",NA,NA,NA,NA,NA,NA,NA
"85","Elkhart","Elkhart","IN_2018-11-06_GEN","SF_Elkhart_1_1",NA,"JEFF A SIEGEL","JEFF","SIEGEL",NA,NA,NA,NA,NA,NA,NA
"86","Crawford","Crawford","IN_2018-11-06_GEN","SF_Crawford_1_1",NA,"Jeff Howell","Jeff","Howell",NA,NA,NA,NA,NA,NA,NA
"87","Blackford","Blackford","IN_2018-11-06_GEN","SF_Blackford_1_1",NA,"Jeffrey C Sones","Jeffrey","Sones",NA,NA,NA,NA,NA,NA,NA
"88","Bartholomew","Bartholomew","IN_2018-11-06_GEN","SF_Bartholomew_1_1",NA,"Matthew A. Myers","Matthew","Myers",NA,NA,NA,NA,NA,NA,NA
"89","Boone","Boone","IN_2018-11-06_GEN","SF_Boone_1_1",NA,"MICHAEL T. (Mike)  NIELSEN","MICHAEL","NIELSEN",NA,NA,NA,NA,NA,NA,NA
"90","Clay","Clay","IN_2018-11-06_GEN","SF_Clay_1_1",NA,"Paul B Harden","Paul","Harden",NA,NA,NA,NA,NA,NA,NA
"91","Clinton","Clinton","IN_2018-11-06_GEN","SF_Clinton_1_1",NA,"Richard Rich Kelly","Richard","Kelly",NA,NA,NA,NA,NA,NA,NA
"92","Brown","Brown","IN_2018-11-06_GEN","SF_Brown_1_1",NA,"Scott Southerland","Scott","Southerland",NA,NA,NA,NA,NA,NA,NA
"93","Dearborn","Dearborn","IN_2018-11-06_GEN","SF_Dearborn_1_1",NA,"Shane McHenry","Shane","McHenry",NA,NA,NA,NA,NA,NA,NA
"94","Dubois","Dubois","IN_2018-11-06_GEN","SF_Dubois_1_1",NA,"Thomas J Kleinhelter","Thomas","Kleinhelter",NA,NA,NA,NA,NA,NA,NA
"95","Carroll","Carroll","IN_2018-11-06_GEN","SF_Carroll_1_1",NA,"Tobe Leazenby","Tobe","Leazenby",NA,NA,NA,NA,NA,NA,NA
"96","Delaware","Delaware","IN_2018-11-06_GEN","SF_Delaware_1_1",NA,"TONY SKINNER","TONY","SKINNER",NA,NA,NA,NA,NA,NA,NA
"97","Decatur","Decatur","IN_2018-11-06_GEN","SF_Decatur_1_1",NA,"WILLIAM B MEYERROSE","WILLIAM","MEYERROSE",NA,NA,NA,NA,NA,NA,NA
"98","Thorntown","Boone","IN_2018-11-06_GEN","LC2_Boone_1_1",NA,"DONALD G VAUGHN","DONALD","VAUGHN",NA,NA,NA,NA,NA,NA,NA
