"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2010-05-04_PRI","DA_Adams_26_1",NA,"Christopher E. Harvey","DEM",905,"1.00"
"2","IN_2010-05-04_PRI","DA_Allen_38_1",NA,"Karen E. Richards","REP",26480,"1.00"
"3","IN_2010-05-04_PRI","TC2_Bartholomew_9_1",NA,"Stephen R. (Steve) Heimann","DEM",1727,"1.00"
"4","IN_2010-05-04_PRI","DA_Bartholomew_9_1",NA,"William M. (Bill) Nash","REP",6219,"1.00"
"5","IN_2010-05-04_PRI","DA_Benton_76_1",NA,"John C. Wright","REP",1025,"1.00"
"6","IN_2010-05-04_PRI","TC1_Blackford_1_1",NA,"Nick Barry","REP",877,"1.00"
"7","IN_2010-05-04_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","REP",907,"1.00"
"8","IN_2010-05-04_PRI","DA_Boone_20_1",NA,"Todd J. Meyer","REP",6274,"1.00"
"9","IN_2010-05-04_PRI","DA_Brown_88_1",NA,"James R. Oliver","DEM",1245,"1.00"
"10","IN_2010-05-04_PRI","DA_Carroll_74_1",NA,"James Ackermann","REP",501,"0.16"
"11","IN_2010-05-04_PRI","DA_Carroll_74_1",NA,"Robert T. (Rob) Ives","REP",1608,"0.50"
"12","IN_2010-05-04_PRI","DA_Carroll_74_1",NA,"Tricia L. Thompson","REP",1085,"0.34"
"13","IN_2010-05-04_PRI","TC1_Cass_1_1",NA,"Thomas C. Perrone","DEM",1525,"1.00"
"14","IN_2010-05-04_PRI","DA_Cass_29_1",NA,"Kevin S. Enyeart","REP",4727,"1.00"
"15","IN_2010-05-04_PRI","DA_Clark_4_1",NA,"Steven D. Stewart","DEM",7408,"1.00"
"16","IN_2010-05-04_PRI","DA_Clay_13_1",NA,"Charles Hear","DEM",1037,"0.25"
"17","IN_2010-05-04_PRI","DA_Clay_13_1",NA,"B. Lee Reberger, Jr.","REP",1646,"0.39"
"18","IN_2010-05-04_PRI","DA_Clay_13_1",NA,"Robert Alex Pell","REP",1544,"0.37"
"19","IN_2010-05-04_PRI","DA_Clinton_45_1",NA,"Anthony J. Sommer","REP",4262,"1.00"
"20","IN_2010-05-04_PRI","TC2_Crawford_77_1",NA,"Kenneth Lynn Lopp","DEM",1221,"1.00"
"21","IN_2010-05-04_PRI","DA_Crawford_77_1",NA,"Cheryl J. Hillenburg","DEM",1164,"0.69"
"22","IN_2010-05-04_PRI","DA_Crawford_77_1",NA,"Lester V. Shelton","REP",527,"0.31"
"23","IN_2010-05-04_PRI","DA_Daviess_49_1",NA,"Dan Murrie","REP",2199,"1.00"
"24","IN_2010-05-04_PRI","TC2_Dearborn_7_1",NA,"James D. Humphrey","REP",4622,"1.00"
"25","IN_2010-05-04_PRI","DA_Dearborn_7_1",NA,"Aaron Negangard","REP",4428,"1.00"
"26","IN_2010-05-04_PRI","DA_Decatur_69_1",NA,"James B. Rosenberry","REP",4070,"1.00"
"27","IN_2010-05-04_PRI","TC2_DeKalb_75_1",NA,"Kirk D. Carpenter","DEM",693,"1.00"
"28","IN_2010-05-04_PRI","DA_DeKalb_75_1",NA,"ClaraMary Winebrenner","REP",4940,"1.00"
"29","IN_2010-05-04_PRI","TC2_Delaware_46_1",NA,"Marianne Lafferty Vorhees","DEM",9130,"1.00"
"30","IN_2010-05-04_PRI","DA_Delaware_46_1",NA,"J. A. Cummins","DEM",5820,"0.54"
"31","IN_2010-05-04_PRI","DA_Delaware_46_1",NA,"Mark R. McKinney","DEM",4988,"0.46"
"32","IN_2010-05-04_PRI","TC1_Dubois_1_1",NA,"Michael A. Fritch","DEM",3023,"0.66"
"33","IN_2010-05-04_PRI","TC1_Dubois_1_1",NA,"Mark R. McConnell","REP",1560,"0.34"
"34","IN_2010-05-04_PRI","DA_Dubois_57_1",NA,"Deborah L. Schroeder Dysert","DEM",2202,"0.34"
"35","IN_2010-05-04_PRI","DA_Dubois_57_1",NA,"Kurt Leinenbach","DEM",2871,"0.44"
"36","IN_2010-05-04_PRI","DA_Dubois_57_1",NA,"Kevin D. Crouse","REP",1407,"0.22"
"37","IN_2010-05-04_PRI","TC2_Elkhart_34_1",NA,"Terry C. Shewmaker","REP",15239,"1.00"
"38","IN_2010-05-04_PRI","DA_Elkhart_34_1",NA,"Curtis T. Hill, Jr.","REP",15295,"1.00"
