"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"1","Bartholomew (9th Circuit)","Bartholomew","IN_2010-05-04_PRI","TC2_Bartholomew_9_1",NA,"Stephen R. (Steve) Heimann","Stephen","Heimann",NA,NA,NA,NA,NA,NA,NA
"2","Crawford (77th Circuit)","Crawford","IN_2010-05-04_PRI","TC2_Crawford_77_1",NA,"Kenneth Lynn Lopp","Kenneth","Lopp",NA,NA,NA,NA,NA,NA,NA
"3","Dearborn/Ohio (7th Cir.)","Dearborn","IN_2010-05-04_PRI","TC2_Dearborn_7_1",NA,"James D. Humphrey","James","Humphrey",NA,NA,NA,NA,NA,NA,NA
"4","Blackford County","Blackford","IN_2010-05-04_PRI","TC1_Blackford_1_1",NA,"Nick Barry","Nick","Barry",NA,NA,NA,NA,NA,NA,NA
"5","DeKalb (75th Circuit)","DeKalb","IN_2010-05-04_PRI","TC2_DeKalb_75_1",NA,"Kirk D. Carpenter","Kirk","Carpenter",NA,NA,NA,NA,NA,NA,NA
"6","Delaware Ct. 1(46th Cir.)","Delaware","IN_2010-05-04_PRI","TC2_Delaware_46_1",NA,"Marianne Lafferty Vorhees","Marianne","Vorhees",NA,NA,NA,NA,NA,NA,NA
"7","Cass County, Court 1","Cass","IN_2010-05-04_PRI","TC1_Cass_1_1",NA,"Thomas C. Perrone","Thomas","Perrone",NA,NA,NA,NA,NA,NA,NA
"8","Elkhart (34th Circuit)","Elkhart","IN_2010-05-04_PRI","TC2_Elkhart_34_1",NA,"Terry C. Shewmaker","Terry","Shewmaker",NA,NA,NA,NA,NA,NA,NA
"9","Dubois County","Dubois","IN_2010-05-04_PRI","TC1_Dubois_1_1",NA,"Michael A. Fritch","Michael","Fritch",NA,NA,NA,NA,NA,NA,NA
"10","Dubois County","Dubois","IN_2010-05-04_PRI","TC1_Dubois_1_1",NA,"Mark R. McConnell","Mark","McConnell",NA,NA,NA,NA,NA,NA,NA
"11","Adams (26th Circuit)","Adams","IN_2010-05-04_PRI","DA_Adams_26_1",NA,"Christopher E. Harvey","Christopher","Harvey",NA,NA,NA,NA,NA,NA,NA
"12","Allen (38th Circuit)","Allen","IN_2010-05-04_PRI","DA_Allen_38_1",NA,"Karen E. Richards","Karen","Richards",NA,NA,NA,NA,NA,NA,NA
"13","Bartholomew (9th Circuit)","Bartholomew","IN_2010-05-04_PRI","DA_Bartholomew_9_1",NA,"William M. (Bill) Nash","William","Nash",NA,NA,NA,NA,NA,NA,NA
"14","Benton (76th Circuit)","Benton","IN_2010-05-04_PRI","DA_Benton_76_1",NA,"John C. Wright","John","Wright",NA,NA,NA,NA,NA,NA,NA
"15","Blackford (71st Circuit)","Blackford","IN_2010-05-04_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","Kevin","Basey",NA,NA,NA,NA,NA,NA,NA
