"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2008-11-04_GEN","AG_Adams_1_1",NA,"Linda Pence","DEM",6232,"0.49"
"2","IN_2008-11-04_GEN","AG_Adams_1_1",NA,"Greg Zoeller","REP",6477,"0.51"
"3","IN_2008-11-04_GEN","TC1_Adams_1_1",NA,"Thomas Wade Sheets","DEM",4152,"0.31"
"4","IN_2008-11-04_GEN","TC1_Adams_1_1",NA,"Patrick R. Miller","REP",9145,"0.69"
"5","IN_2008-11-04_GEN","AG_Allen_1_1",NA,"Linda Pence","DEM",69218,"0.49"
"6","IN_2008-11-04_GEN","AG_Allen_1_1",NA,"Greg Zoeller","REP",71398,"0.51"
"7","IN_2008-11-04_GEN","TC2_Allen_38_1",NA,"Thomas J. Felts","REP",99423,"1.00"
"8","IN_2008-11-04_GEN","TC1_Allen_1_1",NA,"Stanley A. Levine","Non-Partisan",83692,"1.00"
"9","IN_2008-11-04_GEN","TC1_Allen_1_1",NA,"Fran C. Gull","Non-Partisan",91300,"1.00"
"10","IN_2008-11-04_GEN","TC1_Allen_1_1",NA,"John F. Surbeck, Jr.","Non-Partisan",91141,"1.00"
"11","IN_2008-11-04_GEN","TC1_Allen_1_1",NA,"Dan Heath","Non-Partisan",88415,"1.00"
"12","IN_2008-11-04_GEN","TC1_Allen_1_1",NA,"Stephen M. Sims","Non-Partisan",92075,"1.00"
"13","IN_2008-11-04_GEN","AG_Bartholomew_1_1",NA,"Linda Pence","DEM",12407,"0.42"
"14","IN_2008-11-04_GEN","AG_Bartholomew_1_1",NA,"Greg Zoeller","REP",16938,"0.58"
"15","IN_2008-11-04_GEN","TC1_Bartholomew_1_2",NA,"Kathleen (Kitty) Tighe Coriden","DEM",15229,"0.51"
"16","IN_2008-11-04_GEN","TC1_Bartholomew_1_2",NA,"Roderick D. McGillivray","REP",14683,"0.49"
"17","IN_2008-11-04_GEN","AG_Benton_1_1",NA,"Linda Pence","DEM",1591,"0.43"
"18","IN_2008-11-04_GEN","AG_Benton_1_1",NA,"Greg Zoeller","REP",2081,"0.57"
"19","IN_2008-11-04_GEN","TC2_Benton_76_1",NA,"Rex W. Kepner","REP",3164,"1.00"
"20","IN_2008-11-04_GEN","AG_Blackford_1_1",NA,"Linda Pence","DEM",2846,"0.55"
"21","IN_2008-11-04_GEN","AG_Blackford_1_1",NA,"Greg Zoeller","REP",2324,"0.45"
"22","IN_2008-11-04_GEN","AG_Boone_1_1",NA,"Linda Pence","DEM",8082,"0.31"
"23","IN_2008-11-04_GEN","AG_Boone_1_1",NA,"Greg Zoeller","REP",17624,"0.69"
"24","IN_2008-11-04_GEN","TC1_Boone_1_1",NA,"Matt Kincaid","REP",21829,"1.00"
"25","IN_2008-11-04_GEN","TC1_Boone_1_2",NA,"Rebecca S. McClure","REP",21779,"1.00"
"26","IN_2008-11-04_GEN","AG_Brown_1_1",NA,"Linda Pence","DEM",3735,"0.48"
"27","IN_2008-11-04_GEN","AG_Brown_1_1",NA,"Greg Zoeller","REP",4099,"0.52"
"28","IN_2008-11-04_GEN","AG_Carroll_1_1",NA,"Linda Pence","DEM",3843,"0.45"
"29","IN_2008-11-04_GEN","AG_Carroll_1_1",NA,"Greg Zoeller","REP",4691,"0.55"
