"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"1","Statewide","Allen","IN_2002-11-05_GEN","CK1_Allen_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"2","Statewide","Benton","IN_2002-11-05_GEN","CK1_Benton_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"3","Statewide","Cass","IN_2002-11-05_GEN","CK1_Cass_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"4","Statewide","Dubois","IN_2002-11-05_GEN","CK1_Dubois_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"5","Statewide","Boone","IN_2002-11-05_GEN","CK1_Boone_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"6","Statewide","Brown","IN_2002-11-05_GEN","CK1_Brown_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"7","Statewide","Dearborn","IN_2002-11-05_GEN","CK1_Dearborn_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"8","Statewide","Elkhart","IN_2002-11-05_GEN","CK1_Elkhart_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"9","Statewide","Bartholomew","IN_2002-11-05_GEN","CK1_Bartholomew_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"10","Statewide","Blackford","IN_2002-11-05_GEN","CK1_Blackford_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"11","Statewide","Carroll","IN_2002-11-05_GEN","CK1_Carroll_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"12","Statewide","Daviess","IN_2002-11-05_GEN","CK1_Daviess_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"13","Statewide","Decatur","IN_2002-11-05_GEN","CK1_Decatur_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"14","Statewide","DeKalb","IN_2002-11-05_GEN","CK1_DeKalb_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"15","Statewide","Delaware","IN_2002-11-05_GEN","CK1_Delaware_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"16","Statewide","Adams","IN_2002-11-05_GEN","CK1_Adams_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"17","Statewide","Clark","IN_2002-11-05_GEN","CK1_Clark_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"18","Statewide","Clay","IN_2002-11-05_GEN","CK1_Clay_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"19","Statewide","Clinton","IN_2002-11-05_GEN","CK1_Clinton_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"20","Statewide","Crawford","IN_2002-11-05_GEN","CK1_Crawford_1_1",NA,"Jon Bond","Jon","Bond",NA,NA,NA,NA,NA,NA,NA
"21","Statewide","Adams","IN_2002-11-05_GEN","CK1_Adams_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"22","Statewide","Clark","IN_2002-11-05_GEN","CK1_Clark_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"23","Statewide","Clay","IN_2002-11-05_GEN","CK1_Clay_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"24","Statewide","Clinton","IN_2002-11-05_GEN","CK1_Clinton_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"25","Statewide","Crawford","IN_2002-11-05_GEN","CK1_Crawford_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"26","Statewide","Bartholomew","IN_2002-11-05_GEN","CK1_Bartholomew_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"27","Statewide","Blackford","IN_2002-11-05_GEN","CK1_Blackford_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"28","Statewide","Carroll","IN_2002-11-05_GEN","CK1_Carroll_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"29","Statewide","Daviess","IN_2002-11-05_GEN","CK1_Daviess_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"30","Statewide","Decatur","IN_2002-11-05_GEN","CK1_Decatur_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
"31","Statewide","DeKalb","IN_2002-11-05_GEN","CK1_DeKalb_1_1",NA,"Lisa L. Tennies","Lisa","Tennies",NA,NA,NA,NA,NA,NA,NA
