"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"21","IN_2016-11-08_GEN","AG_Carroll_1_1",NA,"Lorenzo Arredondo","DEM",1933,"0.23"
"22","IN_2016-11-08_GEN","AG_Carroll_1_1",NA,"Curtis T. Hill, Jr.","REP",6493,"0.77"
"23","IN_2016-11-08_GEN","AG_Cass_1_1",NA,"Lorenzo Arredondo","DEM",3838,"0.28"
"24","IN_2016-11-08_GEN","AG_Cass_1_1",NA,"Curtis T. Hill, Jr.","REP",10049,"0.72"
"25","IN_2016-11-08_GEN","TC1_Cass_1_1",NA,"James K. (Jim) Muehlhausen","REP",11725,"1.00"
"26","IN_2016-11-08_GEN","AG_Clark_1_1",NA,"Lorenzo Arredondo","DEM",18294,"0.38"
"27","IN_2016-11-08_GEN","AG_Clark_1_1",NA,"Curtis T. Hill, Jr.","REP",30229,"0.62"
"28","IN_2016-11-08_GEN","AG_Clay_1_1",NA,"Lorenzo Arredondo","DEM",2521,"0.24"
"29","IN_2016-11-08_GEN","AG_Clay_1_1",NA,"Curtis T. Hill, Jr.","REP",8044,"0.76"
"30","IN_2016-11-08_GEN","AG_Clinton_1_1",NA,"Lorenzo Arredondo","DEM",2692,"0.24"
"31","IN_2016-11-08_GEN","AG_Clinton_1_1",NA,"Curtis T. Hill, Jr.","REP",8683,"0.76"
"32","IN_2016-11-08_GEN","AG_Crawford_1_1",NA,"Lorenzo Arredondo","DEM",1346,"0.32"
"33","IN_2016-11-08_GEN","AG_Crawford_1_1",NA,"Curtis T. Hill, Jr.","REP",2808,"0.68"
"34","IN_2016-11-08_GEN","TC2_Crawford_77_1",NA,"Stanley V. Pennington","DEM",2222,"0.48"
"35","IN_2016-11-08_GEN","TC2_Crawford_77_1",NA,"Sabrina R. Bell","REP",2381,"0.52"
"36","IN_2016-11-08_GEN","AG_Daviess_1_1",NA,"Lorenzo Arredondo","DEM",1937,"0.19"
"37","IN_2016-11-08_GEN","AG_Daviess_1_1",NA,"Curtis T. Hill, Jr.","REP",8253,"0.81"
"38","IN_2016-11-08_GEN","AG_Dearborn_1_1",NA,"Lorenzo Arredondo","DEM",4819,"0.21"
"39","IN_2016-11-08_GEN","AG_Dearborn_1_1",NA,"Curtis T. Hill, Jr.","REP",17950,"0.79"
"40","IN_2016-11-08_GEN","TC2_Dearborn_7_1",NA,"James D. Humphrey","REP",20407,"1.00"
"41","IN_2016-11-08_GEN","AG_Decatur_1_1",NA,"Lorenzo Arredondo","DEM",1925,"0.18"
"42","IN_2016-11-08_GEN","AG_Decatur_1_1",NA,"Curtis T. Hill, Jr.","REP",8641,"0.82"
"43","IN_2016-11-08_GEN","AG_DeKalb_1_1",NA,"Lorenzo Arredondo","DEM",3597,"0.22"
"44","IN_2016-11-08_GEN","AG_DeKalb_1_1",NA,"Curtis T. Hill, Jr.","REP",12593,"0.78"
"45","IN_2016-11-08_GEN","TC2_DeKalb_75_1",NA,"Kurt Grimm","REP",14119,"1.00"
"46","IN_2016-11-08_GEN","AG_Delaware_1_1",NA,"Lorenzo Arredondo","DEM",17597,"0.41"
"47","IN_2016-11-08_GEN","AG_Delaware_1_1",NA,"Curtis T. Hill, Jr.","REP",25441,"0.59"
"48","IN_2016-11-08_GEN","TC2_Delaware_46_1",NA,"Marianne Lafferty Vorhees","DEM",31172,"1.00"
"49","IN_2016-11-08_GEN","AG_Dubois_1_1",NA,"Lorenzo Arredondo","DEM",5319,"0.29"
"50","IN_2016-11-08_GEN","AG_Dubois_1_1",NA,"Curtis T. Hill, Jr.","REP",12818,"0.71"
"51","IN_2016-11-08_GEN","TC1_Dubois_1_1",NA,"Mark R. McConnell","REP",16057,"1.00"
"52","IN_2016-11-08_GEN","AG_Elkhart_1_1",NA,"Lorenzo Arredondo","DEM",17371,"0.27"
"53","IN_2016-11-08_GEN","AG_Elkhart_1_1",NA,"Curtis T. Hill, Jr.","REP",47837,"0.73"
"54","IN_2016-11-08_GEN","TC2_Elkhart_34_1",NA,"Michael A. Christofeno","REP",50461,"1.00"
