"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"45","IN_2012-11-06_GEN","AG_Daviess_1_1",NA,"Kay Fleming","DEM",2505,"0.26"
"46","IN_2012-11-06_GEN","AG_Daviess_1_1",NA,"Greg Zoeller","REP",7210,"0.74"
"47","IN_2012-11-06_GEN","AG_Dearborn_1_1",NA,"Kay Fleming","DEM",6771,"0.33"
"48","IN_2012-11-06_GEN","AG_Dearborn_1_1",NA,"Greg Zoeller","REP",14059,"0.67"
"49","IN_2012-11-06_GEN","TC1_Dearborn_1_2",NA,"N. Alan Miller III","DEM",6387,"0.30"
"50","IN_2012-11-06_GEN","TC1_Dearborn_1_2",NA,"Sally A. Blankenship","REP",15256,"0.70"
"51","IN_2012-11-06_GEN","AG_Decatur_1_1",NA,"Kay Fleming","DEM",2611,"0.27"
"52","IN_2012-11-06_GEN","AG_Decatur_1_1",NA,"Greg Zoeller","REP",7202,"0.73"
"53","IN_2012-11-06_GEN","TC2_Decatur_69_1",NA,"Robert D. Wickens","DEM",3947,"0.39"
"54","IN_2012-11-06_GEN","TC2_Decatur_69_1",NA,"Timothy B. Day","REP",6246,"0.61"
"55","IN_2012-11-06_GEN","AG_DeKalb_1_1",NA,"Kay Fleming","DEM",4958,"0.32"
"56","IN_2012-11-06_GEN","AG_DeKalb_1_1",NA,"Greg Zoeller","REP",10723,"0.68"
"57","IN_2012-11-06_GEN","TC1_DeKalb_1_2",NA,"Monte L. Brown","REP",12797,"1.00"
"58","IN_2012-11-06_GEN","AG_Delaware_1_1",NA,"Kay Fleming","DEM",20914,"0.49"
"59","IN_2012-11-06_GEN","AG_Delaware_1_1",NA,"Greg Zoeller","REP",21923,"0.51"
"60","IN_2012-11-06_GEN","TC2_Delaware_46_2",NA,"Kimberly S. Dowling","DEM",22380,"0.52"
"61","IN_2012-11-06_GEN","TC2_Delaware_46_2",NA,"Alan K. Wilson","REP",20909,"0.48"
"62","IN_2012-11-06_GEN","AG_Dubois_1_1",NA,"Kay Fleming","DEM",6274,"0.36"
"63","IN_2012-11-06_GEN","AG_Dubois_1_1",NA,"Greg Zoeller","REP",10938,"0.64"
"64","IN_2012-11-06_GEN","AG_Elkhart_1_1",NA,"Kay Fleming","DEM",21540,"0.33"
"65","IN_2012-11-06_GEN","AG_Elkhart_1_1",NA,"Greg Zoeller","REP",43915,"0.67"
"66","IN_2012-11-06_GEN","TC1_Elkhart_1_2",NA,"Phillip Earl Hesch","DEM",19871,"0.31"
"67","IN_2012-11-06_GEN","TC1_Elkhart_1_2",NA,"Stephen R. Bowers","REP",44513,"0.69"
"68","IN_2012-11-06_GEN","TC1_Elkhart_1_6",NA,"David C. Bonfiglio","REP",49578,"1.00"
