"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2012-11-06_GEN","AG_Adams_1_1",NA,"Kay Fleming","DEM",3799,"0.30"
"2","IN_2012-11-06_GEN","AG_Adams_1_1",NA,"Greg Zoeller","REP",8675,"0.70"
"3","IN_2012-11-06_GEN","TC2_Adams_26_1",NA,"Frederick A.  Schurger","DEM",6119,"0.48"
"4","IN_2012-11-06_GEN","TC2_Adams_26_1",NA,"Chad E. Kukelhan","REP",6748,"0.52"
"5","IN_2012-11-06_GEN","AG_Allen_1_1",NA,"Kay Fleming","DEM",51825,"0.37"
"6","IN_2012-11-06_GEN","AG_Allen_1_1",NA,"Greg Zoeller","REP",88793,"0.63"
"7","IN_2012-11-06_GEN","AG_Bartholomew_1_1",NA,"Kay Fleming","DEM",9378,"0.33"
"8","IN_2012-11-06_GEN","AG_Bartholomew_1_1",NA,"Greg Zoeller","REP",18856,"0.67"
"9","IN_2012-11-06_GEN","TC1_Bartholomew_1_1",NA,"Joe Meek","IND",9362,"0.36"
"10","IN_2012-11-06_GEN","TC1_Bartholomew_1_1",NA,"James (Jim) Worton","REP",16825,"0.64"
"11","IN_2012-11-06_GEN","AG_Benton_1_1",NA,"Kay Fleming","DEM",1064,"0.31"
"12","IN_2012-11-06_GEN","AG_Benton_1_1",NA,"Greg Zoeller","REP",2388,"0.69"
"13","IN_2012-11-06_GEN","AG_Blackford_1_1",NA,"Kay Fleming","DEM",1883,"0.42"
"14","IN_2012-11-06_GEN","AG_Blackford_1_1",NA,"Greg Zoeller","REP",2571,"0.58"
"15","IN_2012-11-06_GEN","TC2_Blackford_71_1",NA,"Dean A. Young","REP",3433,"1.00"
"16","IN_2012-11-06_GEN","AG_Boone_1_1",NA,"Kay Fleming","DEM",6704,"0.25"
"17","IN_2012-11-06_GEN","AG_Boone_1_1",NA,"Greg Zoeller","REP",20009,"0.75"
"18","IN_2012-11-06_GEN","TC2_Boone_20_1",NA,"J. Jeffrey (Jeff) Edens","REP",21953,"1.00"
"19","IN_2012-11-06_GEN","AG_Brown_1_1",NA,"Kay Fleming","DEM",2893,"0.39"
"20","IN_2012-11-06_GEN","AG_Brown_1_1",NA,"Greg Zoeller","REP",4518,"0.61"
"21","IN_2012-11-06_GEN","TC2_Brown_88_1",NA,"Judith A.  Stewart","DEM",5452,"1.00"
"22","IN_2012-11-06_GEN","AG_Carroll_1_1",NA,"Kay Fleming","DEM",2510,"0.33"
"23","IN_2012-11-06_GEN","AG_Carroll_1_1",NA,"Greg Zoeller","REP",5083,"0.67"
"24","IN_2012-11-06_GEN","TC2_Carroll_74_1",NA,"Nicholas C. McLeland","IND",2536,"0.35"
"25","IN_2012-11-06_GEN","TC2_Carroll_74_1",NA,"Benjamin A. Diener","REP",4744,"0.65"
"26","IN_2012-11-06_GEN","AG_Cass_1_1",NA,"Kay Fleming","DEM",5363,"0.39"
"27","IN_2012-11-06_GEN","AG_Cass_1_1",NA,"Greg Zoeller","REP",8429,"0.61"
"28","IN_2012-11-06_GEN","TC2_Cass_29_1",NA,"Leo T. Burns","DEM",7728,"0.55"
"29","IN_2012-11-06_GEN","TC2_Cass_29_1",NA,"Douglas A. Cox","REP",6429,"0.45"
"30","IN_2012-11-06_GEN","TC1_Cass_1_2",NA,"Rick Maughmer","REP",10909,"1.00"
"31","IN_2012-11-06_GEN","AG_Clark_1_1",NA,"Kay Fleming","DEM",19249,"0.43"
"32","IN_2012-11-06_GEN","AG_Clark_1_1",NA,"Greg Zoeller","REP",25785,"0.57"
"33","IN_2012-11-06_GEN","TC2_Clark_4_1",NA,"Vicki L. Carmichael","DEM",31508,"1.00"
"34","IN_2012-11-06_GEN","AG_Clay_1_1",NA,"Kay Fleming","DEM",3682,"0.35"
"35","IN_2012-11-06_GEN","AG_Clay_1_1",NA,"Greg Zoeller","REP",6763,"0.65"
"36","IN_2012-11-06_GEN","TC2_Clay_13_1",NA,"Joseph D. Trout","DEM",6433,"0.60"
"37","IN_2012-11-06_GEN","TC2_Clay_13_1",NA,"James Edward Deal","REP",4288,"0.40"
"38","IN_2012-11-06_GEN","TC1_Clay_1_1",NA,"J.  Blaine Akers","DEM",5519,"0.51"
"39","IN_2012-11-06_GEN","TC1_Clay_1_1",NA,"Robert Alex Pell","REP",5235,"0.49"
"40","IN_2012-11-06_GEN","AG_Clinton_1_1",NA,"Kay Fleming","DEM",2874,"0.30"
"41","IN_2012-11-06_GEN","AG_Clinton_1_1",NA,"Greg Zoeller","REP",6584,"0.70"
"42","IN_2012-11-06_GEN","TC2_Clinton_45_1",NA,"Bradley K. Mohler","REP",7977,"1.00"
"43","IN_2012-11-06_GEN","AG_Crawford_1_1",NA,"Kay Fleming","DEM",2033,"0.47"
"44","IN_2012-11-06_GEN","AG_Crawford_1_1",NA,"Greg Zoeller","REP",2253,"0.53"
