"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2002-05-07_PRI","TC1_Adams_1_1",NA,"James A. Heimann","DEM",1561,"0.32"
"2","IN_2002-05-07_PRI","TC1_Adams_1_1",NA,"Thomas Wade Sheets","DEM",1091,"0.22"
"3","IN_2002-05-07_PRI","TC1_Adams_1_1",NA,"Patrick R. Miller","REP",2259,"0.46"
"4","IN_2002-05-07_PRI","DA_Adams_26_1",NA,"Christopher E. Harvey","DEM",2088,"1.00"
"5","IN_2002-05-07_PRI","TC2_Allen_38_1",NA,"Thomas J. Felts","REP",25939,"1.00"
"6","IN_2002-05-07_PRI","DA_Allen_38_1",NA,"Karen Richards","REP",23760,"0.57"
"7","IN_2002-05-07_PRI","DA_Allen_38_1",NA,"Mike Loomis","REP",13767,"0.33"
"8","IN_2002-05-07_PRI","DA_Allen_38_1",NA,"Nikos (Nick) Nakos","REP",3855,"0.09"
"9","IN_2002-05-07_PRI","TC1_Bartholomew_1_2",NA,"Kathleen (Kitty) Tighe Coriden","DEM",2256,"0.31"
"10","IN_2002-05-07_PRI","TC1_Bartholomew_1_2",NA,"Roderick D. McGillivray","REP",5120,"0.69"
"11","IN_2002-05-07_PRI","DA_Bartholomew_9_1",NA,"Joseph R. Koenig","DEM",2492,"0.32"
"12","IN_2002-05-07_PRI","DA_Bartholomew_9_1",NA,"William M. Nash","REP",5369,"0.68"
"13","IN_2002-05-07_PRI","TC2_Benton_76_1",NA,"Rex Kepner","REP",718,"1.00"
"14","IN_2002-05-07_PRI","DA_Benton_76_1",NA,"Jud Barce","REP",667,"1.00"
"15","IN_2002-05-07_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","REP",792,"1.00"
"16","IN_2002-05-07_PRI","TC1_Boone_1_1",NA,"Matt Kincaid","REP",4540,"0.61"
"17","IN_2002-05-07_PRI","TC1_Boone_1_1",NA,"Paul S. Petticrew","REP",2958,"0.39"
"18","IN_2002-05-07_PRI","TC1_Boone_1_2",NA,"Eileen Sims","REP",2801,"0.38"
"19","IN_2002-05-07_PRI","TC1_Boone_1_2",NA,"James R. Detamore","REP",4578,"0.62"
"20","IN_2002-05-07_PRI","DA_Boone_20_1",NA,"John B. Buchanan","REP",5897,"1.00"
"21","IN_2002-05-07_PRI","DA_Brown_88_1",NA,"Jim Oliver","DEM",1208,"0.46"
"22","IN_2002-05-07_PRI","DA_Brown_88_1",NA,"James T. Roberts","REP",1398,"0.54"
"23","IN_2002-05-07_PRI","TC2_Carroll_74_1",NA,"Don Currie","REP",855,"0.33"
"24","IN_2002-05-07_PRI","TC2_Carroll_74_1",NA,"Joseph W. Carey","REP",1717,"0.67"
"25","IN_2002-05-07_PRI","TC1_Carroll_1_1",NA,"Jeffrey R. Smith","REP",2119,"1.00"
"26","IN_2002-05-07_PRI","DA_Carroll_74_1",NA,"James R. Huffer","DEM",697,"0.26"
"27","IN_2002-05-07_PRI","DA_Carroll_74_1",NA,"Robert T. Ives","REP",2023,"0.74"
"28","IN_2002-05-07_PRI","DA_Cass_29_1",NA,"James H. Austen","DEM",1131,"0.31"
"29","IN_2002-05-07_PRI","DA_Cass_29_1",NA,"Kevin S. Enyeart","REP",2480,"0.69"
"30","IN_2002-05-07_PRI","TC1_Clark_1_2",NA,"Cecile (Cile) A. Blau","DEM",5293,"1.00"
"31","IN_2002-05-07_PRI","TC1_Clark_1_3",NA,"Steven M. Fleece","DEM",5409,"1.00"
"32","IN_2002-05-07_PRI","DA_Clark_4_1",NA,"Steven D. Stewart","DEM",5355,"1.00"
"33","IN_2002-05-07_PRI","DA_Clay_13_1",NA,"David O. Thomas","REP",2255,"1.00"
"34","IN_2002-05-07_PRI","TC1_Clinton_1_1",NA,"Kathy R. Smith","REP",3139,"1.00"
"35","IN_2002-05-07_PRI","DA_Clinton_45_1",NA,"Louis D. Evans","DEM",1039,"1.00"
"36","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Brent Welke","DEM",481,"0.16"
"37","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Jimmie L. Montgomery","DEM",1287,"0.44"
"38","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Lester V. Shelton","DEM",695,"0.24"
"39","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"DeWayne H. Gofourth","REP",134,"0.05"
"40","IN_2002-05-07_PRI","DA_Crawford_77_1",NA,"Steven L. Owen","REP",333,"0.11"
"41","IN_2002-05-07_PRI","TC2_Daviess_49_1",NA,"Robert L. Arthur","REP",2161,"1.00"
"42","IN_2002-05-07_PRI","TC1_Daviess_1_1",NA,"Jeffrey R. (Jeff) Norris","DEM",838,"0.32"
"43","IN_2002-05-07_PRI","TC1_Daviess_1_1",NA,"Dean A. Sobecki","REP",1759,"0.68"
"44","IN_2002-05-07_PRI","DA_Daviess_49_1",NA,"Daniel M. (Dan) Steiner","DEM",834,"0.30"
"45","IN_2002-05-07_PRI","DA_Daviess_49_1",NA,"G. Byron Overton","REP",1937,"0.70"
"46","IN_2002-05-07_PRI","TC1_Dearborn_1_1",NA,"G. Michael Witte","REP",2492,"1.00"
"47","IN_2002-05-07_PRI","DA_Dearborn_7_1",NA,"Sally A. Blankenship","REP",2548,"1.00"
"48","IN_2002-05-07_PRI","TC1_Decatur_1_1",NA,"W. Michael Wilke","DEM",295,"1.00"
"49","IN_2002-05-07_PRI","DA_Decatur_69_1",NA,"William O. Smith","DEM",297,"1.00"
"50","IN_2002-05-07_PRI","TC1_DeKalb_1_1",NA,"Kevin P. Wallace","DEM",697,"1.00"
"51","IN_2002-05-07_PRI","DA_DeKalb_75_1",NA,"Monte L. Brown","REP",5320,"1.00"
"52","IN_2002-05-07_PRI","TC2_Delaware_46_3",NA,"Robert L. Barnet, Jr.","DEM",9341,"1.00"
"53","IN_2002-05-07_PRI","TC2_Delaware_46_4",NA,"James J. (Jim) Jordan","DEM",4049,"0.22"
"54","IN_2002-05-07_PRI","TC2_Delaware_46_4",NA,"Linda Ralu Wolf","DEM",7673,"0.42"
"55","IN_2002-05-07_PRI","TC2_Delaware_46_4",NA,"John M. Feick","REP",6453,"0.36"
"56","IN_2002-05-07_PRI","TC2_Delaware_46_5",NA,"Wayne J. Lennington","DEM",8639,"0.62"
"57","IN_2002-05-07_PRI","TC2_Delaware_46_5",NA,"Brian M. Fitzwater","REP",5289,"0.38"
"58","IN_2002-05-07_PRI","DA_Delaware_46_2",NA,"Richard W. (Rick) Reed","DEM",8598,"1.00"
"59","IN_2002-05-07_PRI","TC2_Dubois_57_1",NA,"William E. Weikert","DEM",2835,"1.00"
"60","IN_2002-05-07_PRI","DA_Dubois_57_1",NA,"Michael A. Fritch","DEM",2610,"1.00"
"61","IN_2002-05-07_PRI","TC1_Elkhart_1_1",NA,"L. Benjamin Pfaff","REP",14701,"1.00"
"62","IN_2002-05-07_PRI","TC1_Elkhart_1_3",NA,"George W. Biddlecome","REP",14968,"1.00"
"63","IN_2002-05-07_PRI","TC1_Elkhart_1_4",NA,"Olga H. Stickel","REP",14676,"1.00"
"64","IN_2002-05-07_PRI","TC1_Elkhart_1_5",NA,"James W. Rieckhoff","REP",14523,"1.00"
"65","IN_2002-05-07_PRI","DA_Elkhart_34_1",NA,"Rosy Meza de Nuttle","DEM",2484,"0.11"
"66","IN_2002-05-07_PRI","DA_Elkhart_34_1",NA,"Curtis T. Hill, Jr.","REP",11399,"0.53"
"67","IN_2002-05-07_PRI","DA_Elkhart_34_1",NA,"Michael A. Christofeno","REP",7737,"0.36"
