"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2012-05-08_PRI","TC2_Adams_26_1",NA,"Frederick A.  Schurger","DEM",957,"0.22"
"2","IN_2012-05-08_PRI","TC2_Adams_26_1",NA,"Chad E. Kukelhan","REP",3420,"0.78"
"3","IN_2012-05-08_PRI","TC1_Bartholomew_1_1",NA,"Chris D. Monroe","REP",4581,"0.46"
"4","IN_2012-05-08_PRI","TC1_Bartholomew_1_1",NA,"James (Jim) Worton","REP",5436,"0.54"
"5","IN_2012-05-08_PRI","TC2_Blackford_71_1",NA,"Dean A. Young","REP",1026,"1.00"
"6","IN_2012-05-08_PRI","TC2_Boone_20_1",NA,"J. Jeffrey (Jeff) Edens","REP",9984,"1.00"
"7","IN_2012-05-08_PRI","TC2_Brown_88_1",NA,"Judith A.  Stewart","DEM",954,"1.00"
"8","IN_2012-05-08_PRI","TC2_Carroll_74_1",NA,"Benjamin A. Diener","REP",1711,"0.56"
"9","IN_2012-05-08_PRI","TC2_Carroll_74_1",NA,"Don Currie","REP",1369,"0.44"
"10","IN_2012-05-08_PRI","TC2_Cass_29_1",NA,"Leo T. Burns","DEM",1165,"0.23"
"11","IN_2012-05-08_PRI","TC2_Cass_29_1",NA,"Douglas A. Cox","REP",3898,"0.77"
"12","IN_2012-05-08_PRI","TC1_Cass_1_2",NA,"Rick Maughmer","REP",4172,"1.00"
"13","IN_2012-05-08_PRI","TC2_Clark_4_1",NA,"Vicki L. Carmichael","DEM",4801,"1.00"
"14","IN_2012-05-08_PRI","TC2_Clay_13_1",NA,"Joseph D. Trout","DEM",1489,"0.38"
"15","IN_2012-05-08_PRI","TC2_Clay_13_1",NA,"James Edward Deal","REP",2394,"0.62"
"16","IN_2012-05-08_PRI","TC1_Clay_1_1",NA,"J.  Blaine Akers","DEM",1426,"0.36"
"17","IN_2012-05-08_PRI","TC1_Clay_1_1",NA,"Robert Alex Pell","REP",2568,"0.64"
"18","IN_2012-05-08_PRI","TC2_Clinton_45_1",NA,"Bradley K. Mohler","REP",4391,"1.00"
"19","IN_2012-05-08_PRI","TC1_Dearborn_1_2",NA,"N. Alan Miller III","DEM",1045,"0.20"
"20","IN_2012-05-08_PRI","TC1_Dearborn_1_2",NA,"Sally A. Blankenship","REP",4298,"0.80"
"21","IN_2012-05-08_PRI","TC2_Decatur_69_1",NA,"Robert D. Wickens","DEM",411,"0.11"
"22","IN_2012-05-08_PRI","TC2_Decatur_69_1",NA,"Timothy B. Day","REP",3243,"0.89"
"23","IN_2012-05-08_PRI","TC1_DeKalb_1_2",NA,"Monte L. Brown","REP",4644,"1.00"
"24","IN_2012-05-08_PRI","TC2_Delaware_46_2",NA,"Ana Quirk Hunter","DEM",4516,"0.26"
"25","IN_2012-05-08_PRI","TC2_Delaware_46_2",NA,"Kimberly S. Dowling","DEM",4737,"0.27"
"26","IN_2012-05-08_PRI","TC2_Delaware_46_2",NA,"Alan K. Wilson","REP",8230,"0.47"
"27","IN_2012-05-08_PRI","TC1_Elkhart_1_2",NA,"Phillip Earl Hesch","DEM",2315,"0.13"
"28","IN_2012-05-08_PRI","TC1_Elkhart_1_2",NA,"Stephen R. Bowers","REP",16109,"0.87"
"29","IN_2012-05-08_PRI","TC1_Elkhart_1_6",NA,"David C. Bonfiglio","REP",15907,"1.00"
