"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"1","IN_2018-11-06_GEN","CK2_Adams_1_1",NA,"JAMES (Jim) J VOGLEWEDE Jr.","REP",9125,"1.00"
"2","IN_2018-11-06_GEN","SF_Adams_1_1",NA,"JAMES P FRANZE","DEM",4419,"0.40"
"3","IN_2018-11-06_GEN","SF_Adams_1_1",NA,"DAN MAWHORR","REP",6734,"0.60"
"4","IN_2018-11-06_GEN","TC2_Adams_1_1",NA,"Chad E. Kukelhan","REP",9459,"1.00"
"5","IN_2018-11-06_GEN","DA_Adams_1_1",NA,"Jeremy W. Brown","REP",9410,"1.00"
"6","IN_2018-11-06_GEN","CK2_Allen_1_1",NA,"Danielle N Andersen","DEM",50624,"0.41"
"7","IN_2018-11-06_GEN","CK2_Allen_1_1",NA,"Christopher (Chris) Nancarrow","REP",71863,"0.59"
"8","IN_2018-11-06_GEN","SF_Allen_1_1",NA,"Philip R Davis","DEM",46931,"0.38"
"9","IN_2018-11-06_GEN","SF_Allen_1_1",NA,"David J Gladieux","REP",77027,"0.62"
"10","IN_2018-11-06_GEN","DA_Allen_1_1",NA,"Karen Richards","REP",88162,"1.00"
"11","IN_2018-11-06_GEN","CK2_Bartholomew_1_1",NA,"Jay Phelps","REP",20395,"1.00"
"12","IN_2018-11-06_GEN","SF_Bartholomew_1_1",NA,"Matthew A. Myers","REP",21063,"1.00"
"13","IN_2018-11-06_GEN","TC1_Bartholomew_1_1",NA,"James Jim Worton","REP",20527,"1.00"
"14","IN_2018-11-06_GEN","DA_Bartholomew_1_1",NA,"William M. (Bill) Nash","REP",20110,"1.00"
"15","IN_2018-11-06_GEN","CK2_Benton_1_1",NA,"NATALIE J. KIDD","REP",2486,"1.00"
"16","IN_2018-11-06_GEN","SF_Benton_1_1",NA,"DON MUNSON","REP",2453,"1.00"
"17","IN_2018-11-06_GEN","DA_Benton_1_1",NA,"John C. Wright","REP",2475,"1.00"
"18","IN_2018-11-06_GEN","SF_Blackford_1_1",NA,"John M Rains","DEM",1040,"0.27"
"19","IN_2018-11-06_GEN","SF_Blackford_1_1",NA,"Jeffrey C Sones","REP",2848,"0.73"
"20","IN_2018-11-06_GEN","TC2_Blackford_1_1",NA,"Brian Bade","REP",3178,"1.00"
"21","IN_2018-11-06_GEN","DA_Blackford_1_1",NA,"Aaron M. Henderson","DEM",1647,"0.43"
"22","IN_2018-11-06_GEN","DA_Blackford_1_1",NA,"Kevin N. Basey","REP",2228,"0.57"
"23","IN_2018-11-06_GEN","CK2_Boone_1_1",NA,"JESSICA J FOUTS","REP",21080,"1.00"
"24","IN_2018-11-06_GEN","SF_Boone_1_1",NA,"MICHAEL T. (Mike)  NIELSEN","REP",22157,"1.00"
"25","IN_2018-11-06_GEN","TC2_Boone_1_1",NA,"Pam Buchanan","IND",8601,"0.33"
"26","IN_2018-11-06_GEN","TC2_Boone_1_1",NA,"Lori Schein","REP",17183,"0.67"
"27","IN_2018-11-06_GEN","LC2_Boone_1_1",NA,"DONALD G VAUGHN","IND",369,"1.00"
"28","IN_2018-11-06_GEN","DA_Boone_1_1",NA,"Kent T. Eastwood","REP",20944,"1.00"
"29","IN_2018-11-06_GEN","CK2_Brown_1_1",NA,"Brenda Woods","DEM",3354,"0.47"
"30","IN_2018-11-06_GEN","CK2_Brown_1_1",NA,"Kathy (Grimes) Smith","REP",3781,"0.53"
"31","IN_2018-11-06_GEN","SF_Brown_1_1",NA,"Scott Southerland","REP",5678,"1.00"
"32","IN_2018-11-06_GEN","TC2_Brown_1_1",NA,"Kristopher Kritzer","DEM",2759,"0.39"
"33","IN_2018-11-06_GEN","TC2_Brown_1_1",NA,"Mary Wertz","REP",4405,"0.61"
"34","IN_2018-11-06_GEN","DA_Brown_1_1",NA,"Greg Bowes","DEM",2458,"0.35"
"35","IN_2018-11-06_GEN","DA_Brown_1_1",NA,"Ted Adams","REP",4656,"0.65"
"36","IN_2018-11-06_GEN","SF_Carroll_1_1",NA,"Tobe Leazenby","REP",6380,"1.00"
"37","IN_2018-11-06_GEN","TC2_Carroll_1_1",NA,"Benjamin A. Diener","REP",6205,"1.00"
"38","IN_2018-11-06_GEN","DA_Carroll_1_1",NA,"Nicholas C. McLeland","REP",6207,"1.00"
"39","IN_2018-11-06_GEN","SF_Cass_1_1",NA,"Dale Campbell","DEM",4487,"0.39"
"40","IN_2018-11-06_GEN","SF_Cass_1_1",NA,"Edward (Ed) C. Schroder","REP",7036,"0.61"
"41","IN_2018-11-06_GEN","TC2_Cass_1_1",NA,"Stephen Roger Kitts II","REP",8887,"1.00"
"42","IN_2018-11-06_GEN","TC1_Cass_1_1",NA,"Rick Maughmer","REP",9334,"1.00"
"43","IN_2018-11-06_GEN","DA_Cass_1_1",NA,"Lisa L. Swaim","REP",9068,"1.00"
"44","IN_2018-11-06_GEN","CK2_Clark_1_1",NA,"Susan Popp","DEM",21598,"0.51"
"45","IN_2018-11-06_GEN","CK2_Clark_1_1",NA,"Darci  Schiller","REP",20860,"0.49"
"46","IN_2018-11-06_GEN","SF_Clark_1_1",NA,"Dwight T Ingle","DEM",14224,"0.33"
"47","IN_2018-11-06_GEN","SF_Clark_1_1",NA,"Christopher (Chris) Kaelin","LIB",1763,"0.04"
"48","IN_2018-11-06_GEN","SF_Clark_1_1",NA,"Jamey J Noel","REP",27113,"0.63"
"49","IN_2018-11-06_GEN","TC2_Clark_1_1",NA,"Vicki Carmichael","DEM",22923,"0.53"
"50","IN_2018-11-06_GEN","TC2_Clark_1_1",NA,"Dan Moore","REP",20083,"0.47"
"51","IN_2018-11-06_GEN","DA_Clark_1_1",NA,"Jeremy Mull","REP",30513,"1.00"
"52","IN_2018-11-06_GEN","SF_Clay_1_1",NA,"Paul B Harden","REP",8067,"1.00"
"53","IN_2018-11-06_GEN","TC2_Clay_1_1",NA,"Joseph Dom Trout","DEM",6148,"1.00"
"54","IN_2018-11-06_GEN","TC1_Clay_1_1",NA,"Jason D. Brown","DEM",3926,"0.43"
"55","IN_2018-11-06_GEN","TC1_Clay_1_1",NA,"Robert Alex Pell","REP",5297,"0.57"
"56","IN_2018-11-06_GEN","DA_Clay_1_1",NA,"Emily Clarke","REP",7805,"1.00"
"57","IN_2018-11-06_GEN","CK2_Clinton_1_1",NA,"RHEA A COPAS","REP",7385,"1.00"
"58","IN_2018-11-06_GEN","SF_Clinton_1_1",NA,"Richard Rich Kelly","REP",7795,"1.00"
"59","IN_2018-11-06_GEN","TC2_Clinton_1_1",NA,"Bradley K. Mohler","REP",7816,"1.00"
"60","IN_2018-11-06_GEN","DA_Clinton_1_1",NA,"Anthony J. Sommer","REP",7297,"1.00"
"61","IN_2018-11-06_GEN","CK2_Crawford_1_1",NA,"Lisa Stephenson-Holzbog (Busick)","DEM",2020,"0.51"
"62","IN_2018-11-06_GEN","CK2_Crawford_1_1",NA,"WENDY MARPLES","REP",1931,"0.49"
"63","IN_2018-11-06_GEN","SF_Crawford_1_1",NA,"SHAWN SCOTT","DEM",1753,"0.43"
"64","IN_2018-11-06_GEN","SF_Crawford_1_1",NA,"GLEN H LAWS","IND",99,"0.02"
"65","IN_2018-11-06_GEN","SF_Crawford_1_1",NA,"Jeff Howell","REP",2206,"0.54"
"66","IN_2018-11-06_GEN","DA_Crawford_1_1",NA,"Cheryl J. Hillenburg","DEM",2024,"0.50"
"67","IN_2018-11-06_GEN","DA_Crawford_1_1",NA,"Nicholas W. Haverstock","REP",1998,"0.50"
"68","IN_2018-11-06_GEN","CK2_Daviess_1_1",NA,"Janice M. Williams","REP",7511,"1.00"
"69","IN_2018-11-06_GEN","SF_Daviess_1_1",NA,"Gary W. Allison","REP",7611,"1.00"
"70","IN_2018-11-06_GEN","DA_Daviess_1_1",NA,"Daniel S. Murrie","REP",7344,"1.00"
"71","IN_2018-11-06_GEN","SF_Dearborn_1_1",NA,"Shane McHenry","REP",14872,"1.00"
"72","IN_2018-11-06_GEN","TC1_Dearborn_1_1",NA,"Sally A. McLaughlin","REP",15000,"1.00"
"73","IN_2018-11-06_GEN","DA_Dearborn_1_1",NA,"Lynn Deddens","REP",14929,"1.00"
"74","IN_2018-11-06_GEN","CK2_Decatur_1_1",NA,"KAREN S HIGGINBOTHAM","DEM",3209,"0.37"
