"","election_id","office_id","candidate_id","candidate","party","votes","vote_share"
"75","IN_2018-11-06_GEN","CK2_Decatur_1_1",NA,"ADINA A ROBERTS","REP",5546,"0.63"
"76","IN_2018-11-06_GEN","SF_Decatur_1_1",NA,"DAVE DURANT","DEM",4544,"0.50"
"77","IN_2018-11-06_GEN","SF_Decatur_1_1",NA,"WILLIAM B MEYERROSE","REP",4474,"0.50"
"78","IN_2018-11-06_GEN","TC2_Decatur_1_1",NA,"Timothy B. Day","REP",7324,"1.00"
"79","IN_2018-11-06_GEN","DA_Decatur_1_1",NA,"Nathan W. Harter IV","REP",7251,"1.00"
"80","IN_2018-11-06_GEN","SF_DeKalb_1_1",NA,"David (Dave) Cserep","REP",11644,"1.00"
"81","IN_2018-11-06_GEN","TC1_DeKalb_1_1",NA,"Monte L. Brown","REP",11656,"1.00"
"82","IN_2018-11-06_GEN","DA_DeKalb_1_1",NA,"ClaraMary Winebrenner","REP",11155,"1.00"
"83","IN_2018-11-06_GEN","CK2_Delaware_1_1",NA,"MIKE KING","DEM",17849,"0.48"
"84","IN_2018-11-06_GEN","CK2_Delaware_1_1",NA,"RICK SPANGLER","REP",19305,"0.52"
"85","IN_2018-11-06_GEN","SF_Delaware_1_1",NA,"RAY DUDLEY","DEM",17691,"0.47"
"86","IN_2018-11-06_GEN","SF_Delaware_1_1",NA,"TONY SKINNER","REP",19711,"0.53"
"87","IN_2018-11-06_GEN","TC2_Delaware_1_1",NA,"Kimberly S. Dowling","DEM",24761,"1.00"
"88","IN_2018-11-06_GEN","DA_Delaware_1_1",NA,"Eric M. Hoffman","DEM",24577,"1.00"
"89","IN_2018-11-06_GEN","CK2_Dubois_1_1",NA,"Kiersten L. Knies","DEM",7248,"0.44"
"90","IN_2018-11-06_GEN","CK2_Dubois_1_1",NA,"Amy L Kippenbrock","REP",9404,"0.56"
"91","IN_2018-11-06_GEN","SF_Dubois_1_1",NA,"Tim D Lampert","DEM",7772,"0.46"
"92","IN_2018-11-06_GEN","SF_Dubois_1_1",NA,"Thomas J Kleinhelter","REP",9263,"0.54"
"93","IN_2018-11-06_GEN","DA_Dubois_1_1",NA,"Anthony D. Quinn","DEM",10974,"1.00"
"94","IN_2018-11-06_GEN","CK2_Elkhart_1_1",NA,"CHRISTOPHER ANDERSON","REP",39241,"1.00"
"95","IN_2018-11-06_GEN","SF_Elkhart_1_1",NA,"JEFF A SIEGEL","REP",39917,"1.00"
"96","IN_2018-11-06_GEN","TC1_Elkhart_1_1",NA,"David C. Bonfiglio","REP",40292,"0.50"
"97","IN_2018-11-06_GEN","TC1_Elkhart_1_1",NA,"Stephen R. Bowers","REP",40617,"0.50"
"98","IN_2018-11-06_GEN","DA_Elkhart_1_1",NA,"Vicki Elaine Becker","REP",40228,"1.00"
