"","election_id","office_id","district","office_local","office","seat","contested","n_winners","selection_method","retention_method","open_seat"
"1","IN_2018-05-08_PRI","TC2_Brown_1_1","Brown_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"2","IN_2018-05-08_PRI","TC2_Clay_1_1","Clay_1","Judge, Circuit Court","TC2",1,0,NA,NA,NA,NA
"3","IN_2018-05-08_PRI","TC2_Delaware_1_1","Delaware_1","Judge, Circuit Court","TC2",1,0,NA,NA,NA,NA
"4","IN_2018-05-08_PRI","TC2_Brown_1_1","Brown_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"5","IN_2018-05-08_PRI","TC2_Clark_1_1","Clark_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"6","IN_2018-05-08_PRI","TC2_Carroll_1_1","Carroll_1","Judge, Circuit Court","TC2",1,0,NA,NA,NA,NA
"7","IN_2018-05-08_PRI","TC2_Clinton_1_1","Clinton_1","Judge, Circuit Court","TC2",1,0,NA,NA,NA,NA
"8","IN_2018-05-08_PRI","TC2_Blackford_1_1","Blackford_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"9","IN_2018-05-08_PRI","TC2_Adams_1_1","Adams_1","Judge, Circuit Court","TC2",1,0,NA,NA,NA,NA
"10","IN_2018-05-08_PRI","TC2_Clark_1_1","Clark_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"11","IN_2018-05-08_PRI","TC2_Brown_1_1","Brown_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"12","IN_2018-05-08_PRI","TC2_Blackford_1_1","Blackford_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"13","IN_2018-05-08_PRI","TC2_Boone_1_1","Boone_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"14","IN_2018-05-08_PRI","TC2_Brown_1_1","Brown_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"15","IN_2018-05-08_PRI","TC2_Blackford_1_1","Blackford_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"16","IN_2018-05-08_PRI","TC2_Cass_1_1","Cass_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"17","IN_2018-05-08_PRI","TC2_Cass_1_1","Cass_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"18","IN_2018-05-08_PRI","TC2_Boone_1_1","Boone_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"19","IN_2018-05-08_PRI","TC2_Decatur_1_1","Decatur_1","Judge, Circuit Court","TC2",1,0,NA,NA,NA,NA
"20","IN_2018-05-08_PRI","TC2_Boone_1_1","Boone_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"21","IN_2018-05-08_PRI","TC2_Brown_1_1","Brown_1","Judge, Circuit Court","TC2",1,1,NA,NA,NA,NA
"22","IN_2018-05-08_PRI","TC1_Clay_1_1","Clay_1","Judge, Superior Court","TC1",1,1,NA,NA,NA,NA
"23","IN_2018-05-08_PRI","TC1_Elkhart_1_1","Elkhart_1","Judge, Superior Court","TC1",1,1,NA,NA,NA,NA
"24","IN_2018-05-08_PRI","TC1_Bartholomew_1_1","Bartholomew_1","Judge, Superior Court","TC1",1,0,NA,NA,NA,NA
"25","IN_2018-05-08_PRI","TC1_DeKalb_1_1","DeKalb_1","Judge, Superior Court","TC1",1,0,NA,NA,NA,NA
"26","IN_2018-05-08_PRI","TC1_Cass_1_1","Cass_1","Judge, Superior Court","TC1",1,0,NA,NA,NA,NA
"27","IN_2018-05-08_PRI","TC1_Clay_1_1","Clay_1","Judge, Superior Court","TC1",1,1,NA,NA,NA,NA
"28","IN_2018-05-08_PRI","TC1_Dearborn_1_1","Dearborn_1","Judge, Superior Court","TC1",1,0,NA,NA,NA,NA
"29","IN_2018-05-08_PRI","TC1_Elkhart_1_1","Elkhart_1","Judge, Superior Court","TC1",1,1,NA,NA,NA,NA
"30","IN_2018-05-08_PRI","DA_Blackford_1_1","Blackford_1","Prosecuting Attorney","DA",1,1,NA,NA,NA,NA
"31","IN_2018-05-08_PRI","DA_Dubois_1_1","Dubois_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"32","IN_2018-05-08_PRI","DA_Delaware_1_1","Delaware_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"33","IN_2018-05-08_PRI","DA_Clinton_1_1","Clinton_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"34","IN_2018-05-08_PRI","DA_DeKalb_1_1","DeKalb_1","Prosecuting Attorney","DA",1,1,NA,NA,NA,NA
"35","IN_2018-05-08_PRI","DA_Daviess_1_1","Daviess_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"36","IN_2018-05-08_PRI","DA_Clay_1_1","Clay_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"37","IN_2018-05-08_PRI","DA_Clark_1_1","Clark_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"38","IN_2018-05-08_PRI","DA_Adams_1_1","Adams_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"39","IN_2018-05-08_PRI","DA_Benton_1_1","Benton_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"40","IN_2018-05-08_PRI","DA_Allen_1_1","Allen_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"41","IN_2018-05-08_PRI","DA_Boone_1_1","Boone_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"42","IN_2018-05-08_PRI","DA_Blackford_1_1","Blackford_1","Prosecuting Attorney","DA",1,1,NA,NA,NA,NA
"43","IN_2018-05-08_PRI","DA_Crawford_1_1","Crawford_1","Prosecuting Attorney","DA",1,1,NA,NA,NA,NA
"44","IN_2018-05-08_PRI","DA_Cass_1_1","Cass_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
"45","IN_2018-05-08_PRI","DA_Dearborn_1_1","Dearborn_1","Prosecuting Attorney","DA",1,0,NA,NA,NA,NA
