"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"1","Allen (38th District)","Allen","IN_2014-05-06_PRI","TC2_Allen_38_1",NA,"Thomas J. Felts","Thomas","Felts",NA,NA,NA,NA,NA,NA,NA
"2","Benton (76th Circuit) ","Benton","IN_2014-05-06_PRI","TC2_Benton_76_1",NA,"Rex W. Kepner","Rex","Kepner",NA,NA,NA,NA,NA,NA,NA
"3","Clark (4th Circt), No. 1","Clark","IN_2014-05-06_PRI","TC2_Clark_4_1",NA,"Andrew (Drew) Adams","Andrew","Adams",NA,NA,NA,NA,NA,NA,NA
"4","Clark (4th Circt), No. 1","Clark","IN_2014-05-06_PRI","TC2_Clark_4_1",NA,"Dan Moore","Dan","Moore",NA,NA,NA,NA,NA,NA,NA
"5","Clark (4th Circt), No. 2","Clark","IN_2014-05-06_PRI","TC2_Clark_4_2",NA,"Jerome F. Jerry Jacobi","Jerome","Jacobi",NA,NA,NA,NA,NA,NA,NA
"6","Clark (4th Circt), No. 2","Clark","IN_2014-05-06_PRI","TC2_Clark_4_2",NA,"Laura A. Harbison","Laura","Harbison",NA,NA,NA,NA,NA,NA,NA
"7","Adams County ","Adams","IN_2014-05-06_PRI","TC1_Adams_1_1",NA,"Patrick R. Miller","Patrick","Miller",NA,NA,NA,NA,NA,NA,NA
"8","Clark (4th Circt), No. 3","Clark","IN_2014-05-06_PRI","TC2_Clark_4_3",NA,"Joe P. Weber","Joe","Weber",NA,NA,NA,NA,NA,NA,NA
"9","Bartholomew County, No. 2","Bartholomew","IN_2014-05-06_PRI","TC1_Bartholomew_1_2",NA,"Gregory E. (Greg) Long","Gregory","Long",NA,NA,NA,NA,NA,NA,NA
"10","Bartholomew County, No. 2","Bartholomew","IN_2014-05-06_PRI","TC1_Bartholomew_1_2",NA,"Jeffrey L. (Jeff) Logston","Jeffrey","Logston",NA,NA,NA,NA,NA,NA,NA
"11","Bartholomew County, No. 2","Bartholomew","IN_2014-05-06_PRI","TC1_Bartholomew_1_2",NA,"Kathleen (Kitty) Tighe Coriden","Kathleen","Coriden",NA,NA,NA,NA,NA,NA,NA
"12","Daviess (49th Circuit)","Daviess","IN_2014-05-06_PRI","TC2_Daviess_49_1",NA,"Gregory A. Smith","Gregory","Smith",NA,NA,NA,NA,NA,NA,NA
"13","Boone County, No. 1","Boone","IN_2014-05-06_PRI","TC1_Boone_1_1",NA,"Matt Kincaid","Matt","Kincaid",NA,NA,NA,NA,NA,NA,NA
"14","Boone County, No. 2","Boone","IN_2014-05-06_PRI","TC1_Boone_1_2",NA,"Bruce Petit","Bruce","Petit",NA,NA,NA,NA,NA,NA,NA
"15","Boone County, No. 2","Boone","IN_2014-05-06_PRI","TC1_Boone_1_2",NA,"Jim Holden","Jim","Holden",NA,NA,NA,NA,NA,NA,NA
"16","Delaware Ct. 3(46th Cir.)","Delaware","IN_2014-05-06_PRI","TC2_Delaware_46_3",NA,"Linda Ralu Wolf","Linda","Wolf",NA,NA,NA,NA,NA,NA,NA
"17","Delaware Ct. 4(46th Cir.)","Delaware","IN_2014-05-06_PRI","TC2_Delaware_46_4",NA,"John M. Feick","John","Feick",NA,NA,NA,NA,NA,NA,NA
"18","Delaware Ct. 5(46th Cir.)","Delaware","IN_2014-05-06_PRI","TC2_Delaware_46_5",NA,"Thomas A. Cannon Jr.","Thomas","Cannon",NA,NA,NA,NA,NA,NA,NA
"19","Carroll County","Carroll","IN_2014-05-06_PRI","TC1_Carroll_1_1",NA,"Kurtis Glenn Fouts","Kurtis","Fouts",NA,NA,NA,NA,NA,NA,NA
"20","Dubois (57th Circuit)","Dubois","IN_2014-05-06_PRI","TC2_Dubois_57_1",NA,"Nathan A.  Verkamp","Nathan","Verkamp",NA,NA,NA,NA,NA,NA,NA
"21","Dubois (57th Circuit)","Dubois","IN_2014-05-06_PRI","TC2_Dubois_57_1",NA,"Kevin D. Crouse","Kevin","Crouse",NA,NA,NA,NA,NA,NA,NA
"22","Clinton County","Clinton","IN_2014-05-06_PRI","TC1_Clinton_1_1",NA,"Justin H. Hunter","Justin","Hunter",NA,NA,NA,NA,NA,NA,NA
"23","Daviess County","Daviess","IN_2014-05-06_PRI","TC1_Daviess_1_1",NA,"Dean A. Sobecki","Dean","Sobecki",NA,NA,NA,NA,NA,NA,NA
"24","Dearborn County No. 1","Dearborn","IN_2014-05-06_PRI","TC1_Dearborn_1_1",NA,"Jonathan N. Cleary","Jonathan","Cleary",NA,NA,NA,NA,NA,NA,NA
"25","Decatur County","Decatur","IN_2014-05-06_PRI","TC1_Decatur_1_1",NA,"Matthew D. Bailey","Matthew","Bailey",NA,NA,NA,NA,NA,NA,NA
"26","DeKalb County, Court 1","DeKalb","IN_2014-05-06_PRI","TC1_DeKalb_1_1",NA,"Kevin P. Wallace","Kevin","Wallace",NA,NA,NA,NA,NA,NA,NA
"27","Elkhart County, No. 1","Elkhart","IN_2014-05-06_PRI","TC1_Elkhart_1_1",NA,"Evan S. Roberts","Evan","Roberts",NA,NA,NA,NA,NA,NA,NA
"28","Adams (26th Circuit)","Adams","IN_2014-05-06_PRI","DA_Adams_26_1",NA,"Christopher E. Harvey","Christopher","Harvey",NA,NA,NA,NA,NA,NA,NA
"29","Adams (26th Circuit)","Adams","IN_2014-05-06_PRI","DA_Adams_26_1",NA,"Jeremy W. Brown","Jeremy","Brown",NA,NA,NA,NA,NA,NA,NA
"30","Elkhart County, No. 3","Elkhart","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"Andrew M. Hicks","Andrew","Hicks",NA,NA,NA,NA,NA,NA,NA
"31","Elkhart County, No. 3","Elkhart","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"David Francisco","David","Francisco",NA,NA,NA,NA,NA,NA,NA
"32","Elkhart County, No. 3","Elkhart","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"Fay Schwartz","Fay","Schwartz",NA,NA,NA,NA,NA,NA,NA
"33","Allen (38th Circuit)","Allen","IN_2014-05-06_PRI","DA_Allen_38_1",NA,"J. Michael (Mike) Loomis","J.","Loomis",NA,NA,NA,NA,NA,NA,NA
"34","Allen (38th Circuit)","Allen","IN_2014-05-06_PRI","DA_Allen_38_1",NA,"Karen Richards","Karen","Richards",NA,NA,NA,NA,NA,NA,NA
"35","Elkhart County, No. 3","Elkhart","IN_2014-05-06_PRI","TC1_Elkhart_1_3",NA,"Teresa L. Cataldo","Teresa","Cataldo",NA,NA,NA,NA,NA,NA,NA
"36","Elkhart County, No. 4","Elkhart","IN_2014-05-06_PRI","TC1_Elkhart_1_4",NA,"Gretchen S. Lund","Gretchen","Lund",NA,NA,NA,NA,NA,NA,NA
"37","Bartholomew (9th Circuit)","Bartholomew","IN_2014-05-06_PRI","DA_Bartholomew_9_1",NA,"William M. (Bill) Nash","William","Nash",NA,NA,NA,NA,NA,NA,NA
"38","Elkhart County, No. 5","Elkhart","IN_2014-05-06_PRI","TC1_Elkhart_1_5",NA,"Charles Carter Wicks","Charles","Wicks",NA,NA,NA,NA,NA,NA,NA
"39","Benton (76th Circuit)","Benton","IN_2014-05-06_PRI","DA_Benton_76_1",NA,"John C. Wright","John","Wright",NA,NA,NA,NA,NA,NA,NA
"40","Blackford (71st Circuit)","Blackford","IN_2014-05-06_PRI","DA_Blackford_71_1",NA,"Kevin N. Basey","Kevin","Basey",NA,NA,NA,NA,NA,NA,NA
"41","Boone (20th Circuit)","Boone","IN_2014-05-06_PRI","DA_Boone_20_1",NA,"Todd J. Meyer","Todd","Meyer",NA,NA,NA,NA,NA,NA,NA
"42","Brown (88th Circuit)","Brown","IN_2014-05-06_PRI","DA_Brown_88_1",NA,"James R. Oliver","James","Oliver",NA,NA,NA,NA,NA,NA,NA
"43","Carroll (74th Circuit)","Carroll","IN_2014-05-06_PRI","DA_Carroll_74_1",NA,"Robert T. (Rob) Ives","Robert","Ives",NA,NA,NA,NA,NA,NA,NA
"44","Cass (29th Circuit)","Cass","IN_2014-05-06_PRI","DA_Cass_29_1",NA,"Mark Kelly Leeman","Mark","Leeman",NA,NA,NA,NA,NA,NA,NA
"45","Cass (29th Circuit)","Cass","IN_2014-05-06_PRI","DA_Cass_29_1",NA,"Lisa L. Swaim","Lisa","Swaim",NA,NA,NA,NA,NA,NA,NA
"46","Clark (4th Circuit)","Clark","IN_2014-05-06_PRI","DA_Clark_4_1",NA,"Robert G. Bottorff II","Robert","II",NA,NA,NA,NA,NA,NA,NA
"47","Clark (4th Circuit)","Clark","IN_2014-05-06_PRI","DA_Clark_4_1",NA,"Jeremy Mull","Jeremy","Mull",NA,NA,NA,NA,NA,NA,NA
"48","Clay (13th Circuit)","Clay","IN_2014-05-06_PRI","DA_Clay_13_1",NA,"B. Lee Reberger, Jr.","B.","Reberger",NA,NA,NA,NA,NA,NA,NA
"49","Clay (13th Circuit)","Clay","IN_2014-05-06_PRI","DA_Clay_13_1",NA,"Robert Alex Pell","Robert","Pell",NA,NA,NA,NA,NA,NA,NA
"50","Clinton (45th Circuit)","Clinton","IN_2014-05-06_PRI","DA_Clinton_45_1",NA,"Anthony J. Sommer","Anthony","Sommer",NA,NA,NA,NA,NA,NA,NA
"51","Crawford (77th Circuit)","Crawford","IN_2014-05-06_PRI","DA_Crawford_77_1",NA,"Cheryl J. Hillenburg","Cheryl","Hillenburg",NA,NA,NA,NA,NA,NA,NA
"52","Crawford (77th Circuit)","Crawford","IN_2014-05-06_PRI","DA_Crawford_77_1",NA,"Lester V. Shelton","Lester","Shelton",NA,NA,NA,NA,NA,NA,NA
"53","Crawford (77th Circuit)","Crawford","IN_2014-05-06_PRI","DA_Crawford_77_1",NA,"Nicholas W. Haverstock","Nicholas","Haverstock",NA,NA,NA,NA,NA,NA,NA
"54","Daviess (49th Circuit)","Daviess","IN_2014-05-06_PRI","DA_Daviess_49_1",NA,"Dan Murrie","Dan","Murrie",NA,NA,NA,NA,NA,NA,NA
"55","Dearborn & Ohio(7th Cir.)","Dearborn","IN_2014-05-06_PRI","DA_Dearborn_7_1",NA,"Aaron Negangard","Aaron","Negangard",NA,NA,NA,NA,NA,NA,NA
"56","Decatur (69th Circuit)","Decatur","IN_2014-05-06_PRI","DA_Decatur_69_1",NA,"Christopher M. Tebbe","Christopher","Tebbe",NA,NA,NA,NA,NA,NA,NA
"57","Decatur (69th Circuit)","Decatur","IN_2014-05-06_PRI","DA_Decatur_69_1",NA,"Nathan W. Harter IV","Nathan","IV",NA,NA,NA,NA,NA,NA,NA
"58","DeKalb (75th Circuit)","DeKalb","IN_2014-05-06_PRI","DA_DeKalb_75_1",NA,"ClaraMary Winebrenner","ClaraMary","Winebrenner",NA,NA,NA,NA,NA,NA,NA
"59","Delaware (46th Circuit)","Delaware","IN_2014-05-06_PRI","DA_Delaware_46_1",NA,"Jeffrey L. Arnold","Jeffrey","Arnold",NA,NA,NA,NA,NA,NA,NA
"60","Dubois (57th Circuit)","Dubois","IN_2014-05-06_PRI","DA_Dubois_57_1",NA,"Anthony D. Quinn","Anthony","Quinn",NA,NA,NA,NA,NA,NA,NA
"61","Elkhart (34th Circuit)","Elkhart","IN_2014-05-06_PRI","DA_Elkhart_34_1",NA,"Curtis T. Hill, Jr.","Curtis","Hill",NA,NA,NA,NA,NA,NA,NA
