"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"1","Bartholomew (9th Circuit)","Bartholomew","IN_2004-05-04_PRI","TC2_Bartholomew_9_1",NA,"Stephen R. Heimann","Stephen","Heimann",NA,NA,NA,NA,NA,NA,NA
"2","Bartholomew (9th Circuit)","Bartholomew","IN_2004-05-04_PRI","TC2_Bartholomew_9_1",NA,"David A. Nowak","David","Nowak",NA,NA,NA,NA,NA,NA,NA
"3","Clark (4th Circt), No. 1","Clark","IN_2004-05-04_PRI","TC2_Clark_4_1",NA,"Daniel F. Donahue","Daniel","Donahue",NA,NA,NA,NA,NA,NA,NA
"4","Clay (13th Circuit)","Clay","IN_2004-05-04_PRI","TC2_Clay_13_1",NA,"Ernest E. Yelton","Ernest","Yelton",NA,NA,NA,NA,NA,NA,NA
"5","Crawford (77th Circuit)","Crawford","IN_2004-05-04_PRI","TC2_Crawford_77_1",NA,"Kenneth Lynn Lopp","Kenneth","Lopp",NA,NA,NA,NA,NA,NA,NA
"6","Blackford County","Blackford","IN_2004-05-04_PRI","TC1_Blackford_1_1",NA,"John W. Forcum","John","Forcum",NA,NA,NA,NA,NA,NA,NA
"7","Dearborn/Ohio (7th Cir.)","Dearborn","IN_2004-05-04_PRI","TC2_Dearborn_7_1",NA,"James D. Humphrey","James","Humphrey",NA,NA,NA,NA,NA,NA,NA
"8","DeKalb (75th Circuit)","DeKalb","IN_2004-05-04_PRI","TC2_DeKalb_75_1",NA,"Kirk D. Carpenter","Kirk","Carpenter",NA,NA,NA,NA,NA,NA,NA
"9","Delaware Ct. 1(46th Cir.)","Delaware","IN_2004-05-04_PRI","TC2_Delaware_46_1",NA,"Marianne Lafferty Vorhees","Marianne","Vorhees",NA,NA,NA,NA,NA,NA,NA
"10","Delaware Ct. 1(46th Cir.)","Delaware","IN_2004-05-04_PRI","TC2_Delaware_46_1",NA,"Jeffrey L. Arnold","Jeffrey","Arnold",NA,NA,NA,NA,NA,NA,NA
"11","Cass County, Court 1","Cass","IN_2004-05-04_PRI","TC1_Cass_1_1",NA,"Thomas C. Perrone","Thomas","Perrone",NA,NA,NA,NA,NA,NA,NA
"12","Elkhart (34th Circuit)","Elkhart","IN_2004-05-04_PRI","TC2_Elkhart_34_1",NA,"Terry C. Shewmaker","Terry","Shewmaker",NA,NA,NA,NA,NA,NA,NA
"13","Dubois County","Dubois","IN_2004-05-04_PRI","TC1_Dubois_1_1",NA,"Howard B. Lytton, Jr.","Howard","Lytton",NA,NA,NA,NA,NA,NA,NA
"14","Dubois County","Dubois","IN_2004-05-04_PRI","TC1_Dubois_1_1",NA,"Nathan A. Verkamp","Nathan","Verkamp",NA,NA,NA,NA,NA,NA,NA
"15","Dubois County","Dubois","IN_2004-05-04_PRI","TC1_Dubois_1_1",NA,"Elaine Marie Becher Brown","Elaine","Brown",NA,NA,NA,NA,NA,NA,NA
