"","District_orig","County","election_id","office_id","candidate_id","candidate_name","first_name","last_name","prefix","suffix","gender","race","ethinicity","age","incumbent"
"1","Clark","Clark","IN_2020-06-02_PRI","TC2_Clark_1_1",NA,"Andrew (Drew) Adams","Andrew","Adams",NA,NA,NA,NA,NA,NA,NA
"2","Clark","Clark","IN_2020-06-02_PRI","TC2_Clark_1_1",NA,"Joseph P. Weber","Joseph","Weber",NA,NA,NA,NA,NA,NA,NA
"3","Delaware","Delaware","IN_2020-06-02_PRI","TC2_Delaware_1_1",NA,"Linda Ralu Wolf","Linda","Wolf",NA,NA,NA,NA,NA,NA,NA
"4","Dubois","Dubois","IN_2020-06-02_PRI","TC2_Dubois_1_1",NA,"Nathan A. Verkamp","Nathan","Verkamp",NA,NA,NA,NA,NA,NA,NA
"5","Delaware","Delaware","IN_2020-06-02_PRI","TC2_Delaware_1_1",NA,"Thomas A. Cannon Jr.","Thomas","Cannon",NA,NA,NA,NA,NA,NA,NA
"6","Clark","Clark","IN_2020-06-02_PRI","TC2_Clark_1_1",NA,"Bradley Jacobs","Bradley","Jacobs",NA,NA,NA,NA,NA,NA,NA
"7","Clark","Clark","IN_2020-06-02_PRI","TC2_Clark_1_1",NA,"Dan Moore","Dan","Moore",NA,NA,NA,NA,NA,NA,NA
"8","Daviess","Daviess","IN_2020-06-02_PRI","TC2_Daviess_1_1",NA,"Gregory A. Smith","Gregory","Smith",NA,NA,NA,NA,NA,NA,NA
"9","Benton","Benton","IN_2020-06-02_PRI","TC2_Benton_1_1",NA,"John C. Wright","John","Wright",NA,NA,NA,NA,NA,NA,NA
"10","Delaware","Delaware","IN_2020-06-02_PRI","TC2_Delaware_1_1",NA,"John M. Feick","John","Feick",NA,NA,NA,NA,NA,NA,NA
"11","Clark","Clark","IN_2020-06-02_PRI","TC2_Clark_1_1",NA,"Kyle P. Williams","Kyle","Williams",NA,NA,NA,NA,NA,NA,NA
"12","Clark","Clark","IN_2020-06-02_PRI","TC2_Clark_1_1",NA,"N. Lisa Glickfield","N.","Glickfield",NA,NA,NA,NA,NA,NA,NA
"13","Allen","Allen","IN_2020-06-02_PRI","TC2_Allen_1_1",NA,"Wendy Davis","Wendy","Davis",NA,NA,NA,NA,NA,NA,NA
"14","DeKalb","DeKalb","IN_2020-06-02_PRI","TC1_DeKalb_1_1",NA,"Adam Squiller","Adam","Squiller",NA,NA,NA,NA,NA,NA,NA
"15","Boone","Boone","IN_2020-06-02_PRI","TC1_Boone_1_1",NA,"Bruce E. Petit","Bruce","Petit",NA,NA,NA,NA,NA,NA,NA
"16","Elkhart","Elkhart","IN_2020-06-02_PRI","TC1_Elkhart_1_1",NA,"Charles Carter Wicks","Charles","Wicks",NA,NA,NA,NA,NA,NA,NA
"17","Elkhart","Elkhart","IN_2020-06-02_PRI","TC1_Elkhart_1_1",NA,"Christopher J. (Chris) Spataro","Christopher","Spataro",NA,NA,NA,NA,NA,NA,NA
"18","Daviess","Daviess","IN_2020-06-02_PRI","TC1_Daviess_1_1",NA,"Dean A. Sobecki","Dean","Sobecki",NA,NA,NA,NA,NA,NA,NA
"19","Bartholomew","Bartholomew","IN_2020-06-02_PRI","TC1_Bartholomew_1_1",NA,"Dom Glover","Dom","Glover",NA,NA,NA,NA,NA,NA,NA
"20","Elkhart","Elkhart","IN_2020-06-02_PRI","TC1_Elkhart_1_1",NA,"Eric Kinsman","Eric","Kinsman",NA,NA,NA,NA,NA,NA,NA
"21","Elkhart","Elkhart","IN_2020-06-02_PRI","TC1_Elkhart_1_1",NA,"Gretchen S. Lund","Gretchen","Lund",NA,NA,NA,NA,NA,NA,NA
"22","Bartholomew","Bartholomew","IN_2020-06-02_PRI","TC1_Bartholomew_1_1",NA,"Jonathan L. (Jon) Rohde","Jonathan","Rohde",NA,NA,NA,NA,NA,NA,NA
"23","Dearborn","Dearborn","IN_2020-06-02_PRI","TC1_Dearborn_1_1",NA,"Jonathan N. Cleary","Jonathan","Cleary",NA,NA,NA,NA,NA,NA,NA
"24","Bartholomew","Bartholomew","IN_2020-06-02_PRI","TC1_Bartholomew_1_1",NA,"Joseph (Joe) W. Meek","Joseph","Meek",NA,NA,NA,NA,NA,NA,NA
"25","Clinton","Clinton","IN_2020-06-02_PRI","TC1_Clinton_1_1",NA,"Justin Harold Hunter","Justin","Hunter",NA,NA,NA,NA,NA,NA,NA
"26","Elkhart","Elkhart","IN_2020-06-02_PRI","TC1_Elkhart_1_1",NA,"Kristine Osterday","Kristine","Osterday",NA,NA,NA,NA,NA,NA,NA
"27","Elkhart","Elkhart","IN_2020-06-02_PRI","TC1_Elkhart_1_1",NA,"Martin A. (Marty) McCloskey","Martin","McCloskey",NA,NA,NA,NA,NA,NA,NA
"28","Boone","Boone","IN_2020-06-02_PRI","TC1_Boone_1_1",NA,"Matthew C. Kincaid","Matthew","Kincaid",NA,NA,NA,NA,NA,NA,NA
"29","Decatur","Decatur","IN_2020-06-02_PRI","TC1_Decatur_1_1",NA,"Matthew D. Bailey","Matthew","Bailey",NA,NA,NA,NA,NA,NA,NA
"30","Adams","Adams","IN_2020-06-02_PRI","TC1_Adams_1_1",NA,"Patrick R. Miller","Patrick","Miller",NA,NA,NA,NA,NA,NA,NA
"31","Bartholomew","Bartholomew","IN_2020-06-02_PRI","TC1_Bartholomew_1_1",NA,"Scott C. Andrews","Scott","Andrews",NA,NA,NA,NA,NA,NA,NA
"32","Elkhart","Elkhart","IN_2020-06-02_PRI","TC1_Elkhart_1_1",NA,"Teresa L. Cataldo","Teresa","Cataldo",NA,NA,NA,NA,NA,NA,NA
"33","Clay","Clay","IN_2020-06-02_PRI","CK2_Clay_1_1",NA,"Amy Ellen (Knox) Jordan","Amy","Jordan",NA,NA,NA,NA,NA,NA,NA
"34","Carroll","Carroll","IN_2020-06-02_PRI","CK2_Carroll_1_1",NA,"Callie Schimmel","Callie","Schimmel",NA,NA,NA,NA,NA,NA,NA
"35","Cass","Cass","IN_2020-06-02_PRI","CK2_Cass_1_1",NA,"Craig Handy","Craig","Handy",NA,NA,NA,NA,NA,NA,NA
"36","Cass","Cass","IN_2020-06-02_PRI","CK2_Cass_1_1",NA,"Destry Richey","Destry","Richey",NA,NA,NA,NA,NA,NA,NA
"37","Dearborn","Dearborn","IN_2020-06-02_PRI","CK2_Dearborn_1_1",NA,"Gayle L Pennington","Gayle","Pennington",NA,NA,NA,NA,NA,NA,NA
"38","DeKalb","DeKalb","IN_2020-06-02_PRI","CK2_DeKalb_1_1",NA,"Holly A Albright","Holly","Albright",NA,NA,NA,NA,NA,NA,NA
"39","Blackford","Blackford","IN_2020-06-02_PRI","CK2_Blackford_1_1",NA,"Kimberly Pitts","Kimberly","Pitts",NA,NA,NA,NA,NA,NA,NA
"40","Carroll","Carroll","IN_2020-06-02_PRI","CK2_Carroll_1_1",NA,"Sharon Milburn","Sharon","Milburn",NA,NA,NA,NA,NA,NA,NA
