"","election_id","office_id","district","office_local","office","seat","contested","n_winners","selection_method","retention_method","open_seat"
"1","IN_2016-11-08_GEN","AG_Blackford_1_1","Blackford_1","Attorney General","AG","1",1,NA,NA,NA,NA
"2","IN_2016-11-08_GEN","AG_Carroll_1_1","Carroll_1","Attorney General","AG","1",1,NA,NA,NA,NA
"3","IN_2016-11-08_GEN","AG_Daviess_1_1","Daviess_1","Attorney General","AG","1",1,NA,NA,NA,NA
"4","IN_2016-11-08_GEN","AG_Decatur_1_1","Decatur_1","Attorney General","AG","1",1,NA,NA,NA,NA
"5","IN_2016-11-08_GEN","AG_DeKalb_1_1","DeKalb_1","Attorney General","AG","1",1,NA,NA,NA,NA
"6","IN_2016-11-08_GEN","AG_Delaware_1_1","Delaware_1","Attorney General","AG","1",1,NA,NA,NA,NA
"7","IN_2016-11-08_GEN","AG_Dubois_1_1","Dubois_1","Attorney General","AG","1",1,NA,NA,NA,NA
"8","IN_2016-11-08_GEN","AG_Allen_1_1","Allen_1","Attorney General","AG","1",1,NA,NA,NA,NA
"9","IN_2016-11-08_GEN","AG_Bartholomew_1_1","Bartholomew_1","Attorney General","AG","1",1,NA,NA,NA,NA
"10","IN_2016-11-08_GEN","AG_Benton_1_1","Benton_1","Attorney General","AG","1",1,NA,NA,NA,NA
"11","IN_2016-11-08_GEN","AG_Cass_1_1","Cass_1","Attorney General","AG","1",1,NA,NA,NA,NA
"12","IN_2016-11-08_GEN","AG_Clark_1_1","Clark_1","Attorney General","AG","1",1,NA,NA,NA,NA
"13","IN_2016-11-08_GEN","AG_Brown_1_1","Brown_1","Attorney General","AG","1",1,NA,NA,NA,NA
"14","IN_2016-11-08_GEN","AG_Crawford_1_1","Crawford_1","Attorney General","AG","1",1,NA,NA,NA,NA
"15","IN_2016-11-08_GEN","AG_Dearborn_1_1","Dearborn_1","Attorney General","AG","1",1,NA,NA,NA,NA
"16","IN_2016-11-08_GEN","AG_Adams_1_1","Adams_1","Attorney General","AG","1",1,NA,NA,NA,NA
"17","IN_2016-11-08_GEN","AG_Boone_1_1","Boone_1","Attorney General","AG","1",1,NA,NA,NA,NA
"18","IN_2016-11-08_GEN","AG_Clay_1_1","Clay_1","Attorney General","AG","1",1,NA,NA,NA,NA
"19","IN_2016-11-08_GEN","AG_Clinton_1_1","Clinton_1","Attorney General","AG","1",1,NA,NA,NA,NA
"20","IN_2016-11-08_GEN","AG_Elkhart_1_1","Elkhart_1","Attorney General","AG","1",1,NA,NA,NA,NA
"21","IN_2016-11-08_GEN","AG_Blackford_1_1","Blackford_1","Attorney General","AG","1",1,NA,NA,NA,NA
"22","IN_2016-11-08_GEN","AG_Decatur_1_1","Decatur_1","Attorney General","AG","1",1,NA,NA,NA,NA
"23","IN_2016-11-08_GEN","AG_DeKalb_1_1","DeKalb_1","Attorney General","AG","1",1,NA,NA,NA,NA
"24","IN_2016-11-08_GEN","AG_Delaware_1_1","Delaware_1","Attorney General","AG","1",1,NA,NA,NA,NA
"25","IN_2016-11-08_GEN","AG_Allen_1_1","Allen_1","Attorney General","AG","1",1,NA,NA,NA,NA
"26","IN_2016-11-08_GEN","AG_Bartholomew_1_1","Bartholomew_1","Attorney General","AG","1",1,NA,NA,NA,NA
"27","IN_2016-11-08_GEN","AG_Benton_1_1","Benton_1","Attorney General","AG","1",1,NA,NA,NA,NA
"28","IN_2016-11-08_GEN","AG_Cass_1_1","Cass_1","Attorney General","AG","1",1,NA,NA,NA,NA
"29","IN_2016-11-08_GEN","AG_Dubois_1_1","Dubois_1","Attorney General","AG","1",1,NA,NA,NA,NA
"30","IN_2016-11-08_GEN","AG_Boone_1_1","Boone_1","Attorney General","AG","1",1,NA,NA,NA,NA
"31","IN_2016-11-08_GEN","AG_Brown_1_1","Brown_1","Attorney General","AG","1",1,NA,NA,NA,NA
"32","IN_2016-11-08_GEN","AG_Carroll_1_1","Carroll_1","Attorney General","AG","1",1,NA,NA,NA,NA
"33","IN_2016-11-08_GEN","AG_Crawford_1_1","Crawford_1","Attorney General","AG","1",1,NA,NA,NA,NA
"34","IN_2016-11-08_GEN","AG_Daviess_1_1","Daviess_1","Attorney General","AG","1",1,NA,NA,NA,NA
"35","IN_2016-11-08_GEN","AG_Dearborn_1_1","Dearborn_1","Attorney General","AG","1",1,NA,NA,NA,NA
"36","IN_2016-11-08_GEN","AG_Adams_1_1","Adams_1","Attorney General","AG","1",1,NA,NA,NA,NA
"37","IN_2016-11-08_GEN","AG_Clark_1_1","Clark_1","Attorney General","AG","1",1,NA,NA,NA,NA
"38","IN_2016-11-08_GEN","AG_Clay_1_1","Clay_1","Attorney General","AG","1",1,NA,NA,NA,NA
"39","IN_2016-11-08_GEN","AG_Clinton_1_1","Clinton_1","Attorney General","AG","1",1,NA,NA,NA,NA
"40","IN_2016-11-08_GEN","AG_Elkhart_1_1","Elkhart_1","Attorney General","AG","1",1,NA,NA,NA,NA
"41","IN_2016-11-08_GEN","TC2_Bartholomew_9_1","Bartholomew_9","Judge of the Circuit Court","TC2","1",0,NA,NA,NA,NA
"42","IN_2016-11-08_GEN","TC1_Allen_1_1","Allen_1","Judge of the Superior Court","TC1","1",0,NA,NA,NA,NA
"43","IN_2016-11-08_GEN","TC1_Allen_1_9","Allen_1","Judge of the Superior Court","TC1","9",0,NA,NA,NA,NA
"44","IN_2016-11-08_GEN","TC1_Allen_1_4","Allen_1","Judge of the Superior Court","TC1","4",0,NA,NA,NA,NA
"45","IN_2016-11-08_GEN","TC1_Allen_1_8","Allen_1","Judge of the Superior Court","TC1","8",0,NA,NA,NA,NA
"46","IN_2016-11-08_GEN","TC2_Crawford_77_1","Crawford_77","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"47","IN_2016-11-08_GEN","TC2_Crawford_77_1","Crawford_77","Judge of the Circuit Court","TC2","1",1,NA,NA,NA,NA
"48","IN_2016-11-08_GEN","TC2_Dearborn_7_1","Dearborn_7","Judge of the Circuit Court","TC2","1",0,NA,NA,NA,NA
"49","IN_2016-11-08_GEN","TC1_Blackford_1_1","Blackford_1","Judge of the Superior Court","TC1","1",0,NA,NA,NA,NA
"50","IN_2016-11-08_GEN","TC2_DeKalb_75_1","DeKalb_75","Judge of the Circuit Court","TC2","1",0,NA,NA,NA,NA
"51","IN_2016-11-08_GEN","TC2_Delaware_46_1","Delaware_46","Judge of the Circuit Court","TC2","1",0,NA,NA,NA,NA
"52","IN_2016-11-08_GEN","TC1_Cass_1_1","Cass_1","Judge of the Superior Court","TC1","1",0,NA,NA,NA,NA
"53","IN_2016-11-08_GEN","TC2_Elkhart_34_1","Elkhart_34","Judge of the Circuit Court","TC2","1",0,NA,NA,NA,NA
"54","IN_2016-11-08_GEN","TC1_Dubois_1_1","Dubois_1","Judge of the Superior Court","TC1","1",0,NA,NA,NA,NA
