"election_id","office_id","candidate_id","candidate","party","votes","vote_share","winner"
"FL_1994-09-08_PRI","TC2_6_12",NA,"Dee Farnell","NON",40892,0.28,1
"FL_1994-09-08_PRI","TC2_6_12",NA,"Raymond Conklin","NON",24655,0.169,0
"FL_1994-09-08_PRI","TC2_6_12",NA,"Tim Peters","NON",38051,0.261,0
"FL_1994-09-08_PRI","TC2_6_14",NA,"Bill Webb","NON",86037,0.601,1
"FL_1994-09-08_PRI","TC2_6_14",NA,"Walt Logan","NON",57203,0.399,0
"FL_1994-09-08_PRI","TC2_7_15",NA,"Everett Jones","NON",34650,0.474,0
"FL_1994-09-08_PRI","TC2_7_15",NA,"Richard Weinberg","NON",38491,0.526,1
"FL_1994-09-08_PRI","TC2_9_28",NA,"Bob Wattles","NON",28413,0.332,1
"FL_1994-09-08_PRI","TC2_9_28",NA,"Dan Matthews","NON",27904,0.326,0
"FL_1994-09-08_PRI","TC2_9_28",NA,"Roger McDonald","NON",29180,0.341,1
"FL_1994-09-08_PRI","TC2_9_29",NA,"Bob Evans","NON",50762,0.592,1
"FL_1994-09-08_PRI","TC2_9_29",NA,"James Glatt","NON",34936,0.408,0
"FL_1994-09-08_PRI","TC2_9_4",NA,"Dan Perry","NON",31245,0.358,0
"FL_1994-09-08_PRI","TC2_9_4",NA,"Ted Coleman","NON",56051,0.642,1
"FL_1994-09-08_PRI-D","SA_11_000",NA,"Katherine Rundle","DEM",64712,0.748,1
"FL_1994-09-08_PRI-D","SA_11_000",NA,"Murray Klein","DEM",21823,0.252,0
