"election_id","office_id","candidate_id","candidate","party","votes","vote_share","winner"
"FL_2020-08-18_PRI","TC2_11_55",NA,"Joe Perkins","NON",190367,0.51,1
"FL_2020-08-18_PRI","TC2_11_55",NA,"Olanike Adebayo","NON",183249,0.49,0
"FL_2020-08-18_PRI","TC2_11_57",NA,"Carmen Cabarga","NON",219664,0.588,1
"FL_2020-08-18_PRI","TC2_11_57",NA,"Roderick Vereen","NON",153999,0.412,0
"FL_2020-08-18_PRI","TC2_11_65",NA,"Denise Martinez-Scanziani","NON",193019,0.513,1
"FL_2020-08-18_PRI","TC2_11_65",NA,"Thomas Rebull","NON",183584,0.487,0
"FL_2020-08-18_PRI","TC2_11_67",NA,"Marcia Hansen","NON",167255,0.45,0
"FL_2020-08-18_PRI","TC2_11_67",NA,"Mavel Ruiz","NON",204571,0.55,1
"FL_2020-08-18_PRI","TC2_11_75",NA,"Dava Tunis","NON",160348,0.433,0
"FL_2020-08-18_PRI","TC2_11_75",NA,"Rosy Aponte","NON",210165,0.567,1
"FL_2020-08-18_PRI","TC2_13_19",NA,"Ashley Ivanov","NON",79666,0.372,0
"FL_2020-08-18_PRI","TC2_13_19",NA,"Michael Scionti","NON",134722,0.628,1
"FL_2020-08-18_PRI","TC2_13_30",NA,"Danny Alvarez","NON",97414,0.455,0
"FL_2020-08-18_PRI","TC2_13_30",NA,"Helene Daniel","NON",116790,0.545,1
"FL_2020-08-18_PRI","TC2_13_31",NA,"Gary Dolgin","NON",50992,0.242,0
"FL_2020-08-18_PRI","TC2_13_31",NA,"Greg Green","NON",113618,0.538,1
"FL_2020-08-18_PRI","TC2_13_31",NA,"Scott Bonavita","NON",46520,0.22,0
"FL_2020-08-18_PRI","TC2_13_39",NA,"Steven Stephens","NON",101287,0.479,0
"FL_2020-08-18_PRI","TC2_13_39",NA,"Wendy DePaul","NON",109996,0.521,1
"FL_2020-08-18_PRI","TC2_13_9",NA,"John Schifino","NON",106967,0.497,0
