"election_id","office_id","candidate_id","candidate","party","votes","vote_share","winner"
"FL_1996-09-03_PRI","TC2_10_12",NA,"Gary Sawyer","NON",31379,0.442,0
"FL_1996-09-03_PRI","TC2_10_12",NA,"Susan Roberts","NON",39589,0.558,1
"FL_1996-09-03_PRI","TC2_10_2",NA,"Byron Hileman","NON",29984,0.44,0
"FL_1996-09-03_PRI","TC2_10_2",NA,"Robert Pyle","NON",38170,0.56,1
"FL_1996-09-03_PRI","TC2_11_16",NA,"Leon Firtel","NON",92608,0.557,1
"FL_1996-09-03_PRI","TC2_11_16",NA,"Miguel Rodez","NON",73660,0.443,0
"FL_1996-09-03_PRI","TC2_11_19",NA,"Donna Ballman","NON",85240,0.467,0
"FL_1996-09-03_PRI","TC2_11_19",NA,"Manny Crespo","NON",97451,0.533,1
"FL_1996-09-03_PRI","TC2_11_23",NA,"Larry Schatzman","NON",71582,0.413,0
"FL_1996-09-03_PRI","TC2_11_23",NA,"Peter Lopez","NON",101550,0.587,1
"FL_1996-09-03_PRI","TC2_11_44",NA,"Jerald Bagley","NON",98525,0.572,1
"FL_1996-09-03_PRI","TC2_11_44",NA,"Marcus Ambrose","NON",73741,0.428,0
"FL_1996-09-03_PRI","TC2_11_64",NA,"Eleanor Schockett","NON",93408,0.595,1
"FL_1996-09-03_PRI","TC2_11_64",NA,"Paul Bass","NON",63659,0.405,0
"FL_1996-09-03_PRI","TC2_12_17",NA,"Deborah Ford-Kaus","NON",32408,0.444,1
"FL_1996-09-03_PRI","TC2_12_17",NA,"Peter Baranowicz","NON",11911,0.163,0
"FL_1996-09-03_PRI","TC2_12_17",NA,"Stanley Swartz","NON",28745,0.393,1
"FL_1996-09-03_PRI","TC2_13_10",NA,"Linda Swanick","NON",76945,0.473,0
"FL_1996-09-03_PRI","TC2_13_10",NA,"Rex Barbas","NON",85702,0.527,1
"FL_1996-09-03_PRI","TC2_13_11",NA,"Herb Berkowitz","NON",75314,0.469,0
"FL_1996-09-03_PRI","TC2_13_11",NA,"Ralph Stoddard","NON",85315,0.531,1
"FL_1996-09-03_PRI","TC2_13_13",NA,"Jack Espinosa, Jr.","NON",96999,0.581,1
"FL_1996-09-03_PRI","TC2_13_13",NA,"T. Foster","NON",69842,0.419,0
"FL_1996-09-03_PRI","TC2_13_27",NA,"Bill Levens","NON",42975,0.272,1
"FL_1996-09-03_PRI","TC2_13_27",NA,"Mina Morgan","NON",31087,0.196,0
"FL_1996-09-03_PRI","TC2_13_27",NA,"Richard McInnis","NON",34037,0.215,0
"FL_1996-09-03_PRI","TC2_13_27",NA,"Vivian Maye","NON",50115,0.317,1
"FL_1996-09-03_PRI","TC2_13_33",NA,"Charles Scruggs, III","NON",70481,0.421,0
"FL_1996-09-03_PRI","TC2_13_33",NA,"Katherine Essrig","NON",97097,0.579,1
"FL_1996-09-03_PRI","TC2_14_4",NA,"Bill Wright","NON",28900,0.533,1
"FL_1996-09-03_PRI","TC2_14_4",NA,"Robert Pell","NON",25359,0.467,0
"FL_1996-09-03_PRI","TC2_15_21",NA,"Curtis Levine","NON",15778,0.206,0
"FL_1996-09-03_PRI","TC2_15_21",NA,"John Marinelli","NON",11266,0.147,0
"FL_1996-09-03_PRI","TC2_15_21",NA,"Joseph Fields","NON",9408,0.123,0
"FL_1996-09-03_PRI","TC2_15_21",NA,"Paula Russell","NON",20563,0.268,1
"FL_1996-09-03_PRI","TC2_15_21",NA,"Thomas Barkdull III","NON",19692,0.257,1
"FL_1996-09-03_PRI","TC2_15_23",NA,"Kathleen Paparella","NON",30771,0.409,0
"FL_1996-09-03_PRI","TC2_15_23",NA,"Richard Wennet","NON",44398,0.591,1
"FL_1996-09-03_PRI","TC2_15_31",NA,"David Pleasanton","NON",30693,0.418,0
"FL_1996-09-03_PRI","TC2_15_31",NA,"Virginia Broome","NON",42706,0.582,1
"FL_1996-09-03_PRI","TC2_16_1",NA,"Garth Coller","NON",1026,0.092,0
"FL_1996-09-03_PRI","TC2_16_1",NA,"Mark Jones","NON",5423,0.489,1
"FL_1996-09-03_PRI","TC2_16_1",NA,"Richard Fowler","NON",4650,0.419,1
"FL_1996-09-03_PRI","TC2_17_41",NA,"Arnold Blostein","NON",35351,0.368,0
"FL_1996-09-03_PRI","TC2_17_41",NA,"Joyce Julian","NON",60629,0.632,1
"FL_1996-09-03_PRI","TC2_17_44",NA,"Carlos Llorente","NON",23896,0.251,0
"FL_1996-09-03_PRI","TC2_17_44",NA,"Jonathan Sabghir","NON",16021,0.169,0
"FL_1996-09-03_PRI","TC2_17_44",NA,"Marc Gold","NON",55097,0.58,1
"FL_1996-09-03_PRI","TC2_18_14",NA,"A. Bross","NON",21915,0.231,0
"FL_1996-09-03_PRI","TC2_18_14",NA,"Edward Richardson","NON",72772,0.769,1
"FL_1996-09-03_PRI","TC2_18_15",NA,"Harley Gutin","NON",32226,0.337,0
"FL_1996-09-03_PRI","TC2_18_15",NA,"Tonya Rainwater","NON",63312,0.663,1
"FL_1996-09-03_PRI","TC2_18_2",NA,"Marlene Alva","NON",40628,0.422,0
"FL_1996-09-03_PRI","TC2_18_2",NA,"Nancy Alley","NON",55631,0.578,1
"FL_1996-09-03_PRI","TC2_18_21",NA,"Ken Lester","NON",61080,0.638,1
"FL_1996-09-03_PRI","TC2_18_21",NA,"S. Moncrief","NON",34684,0.362,0
"FL_1996-09-03_PRI","TC2_19_13",NA,"Bob Kilbride","NON",16334,0.26,1
"FL_1996-09-03_PRI","TC2_19_13",NA,"Cynthia Cox","NON",21236,0.338,1
"FL_1996-09-03_PRI","TC2_19_13",NA,"Jim Minix","NON",12960,0.206,0
"FL_1996-09-03_PRI","TC2_19_13",NA,"Joe Mancini","NON",12277,0.195,0
"FL_1996-09-03_PRI","TC2_2_6",NA,"N. Sauls","NON",41977,0.568,1
"FL_1996-09-03_PRI","TC2_2_6",NA,"Virginia Daire","NON",31930,0.432,0
"FL_1996-09-03_PRI","TC2_20_19",NA,"Michael Reiter","NON",33784,0.367,0
"FL_1996-09-03_PRI","TC2_20_19",NA,"Sherra Winesett","NON",58341,0.633,1
"FL_1996-09-03_PRI","TC2_20_4",NA,"Dan Monaco","NON",59323,0.612,1
"FL_1996-09-03_PRI","TC2_20_4",NA,"Terry LENICK","NON",37583,0.388,0
"FL_1996-09-03_PRI","TC2_20_7",NA,"Randy Merrill","NON",30183,0.308,0
"FL_1996-09-03_PRI","TC2_20_7",NA,"Thomas Spencer","NON",17091,0.174,0
"FL_1996-09-03_PRI","TC2_20_7",NA,"William McIver","NON",50836,0.518,1
"FL_1996-09-03_PRI","TC2_20_9",NA,"James Puccio","NON",32883,0.354,0
"FL_1996-09-03_PRI","TC2_20_9",NA,"R. Pack","NON",59955,0.646,1
"FL_1996-09-03_PRI","TC2_4_10",NA,"Jerilynn O'Hara","NON",30870,0.312,0
"FL_1996-09-03_PRI","TC2_4_10",NA,"Lance Day","NON",58006,0.586,1
"FL_1996-09-03_PRI","TC2_4_10",NA,"Leatrice Walton","NON",10193,0.103,0
"FL_1996-09-03_PRI","TC2_4_2",NA,"Jean Johnson","NON",58553,0.597,1
"FL_1996-09-03_PRI","TC2_4_2",NA,"Moses Meide, Jr.","NON",39460,0.403,0
"FL_1996-09-03_PRI","TC2_5_11",NA,"J. Blackstone","NON",47141,0.5,1
"FL_1996-09-03_PRI","TC2_5_11",NA,"John Thurman","NON",47056,0.5,0
"FL_1996-09-03_PRI","TC2_5_3",NA,"Barbara Gurrola","NON",42786,0.453,1
"FL_1996-09-03_PRI","TC2_5_3",NA,"Curtis Neal","NON",30442,0.323,1
"FL_1996-09-03_PRI","TC2_5_3",NA,"Willard Pope","NON",21119,0.224,0
"FL_1996-09-03_PRI","TC2_5_9",NA,"Jack Singbush","NON",46937,0.506,1
"FL_1996-09-03_PRI","TC2_5_9",NA,"John Welch","NON",45769,0.494,0
"FL_1996-09-03_PRI","TC2_6_1",NA,"Dean Hoolihan","NON",26346,0.214,0
"FL_1996-09-03_PRI","TC2_6_1",NA,"Lauren Laughlin","NON",48807,0.396,1
