ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/3/1998	DEM	Democrat	USS	United States Senator	ALA	Alachua			53	53	Graham	Bob		38611
11/3/1998	DEM	Democrat	USS	United States Senator	BAK	Baker			8	8	Graham	Bob		2586
11/3/1998	DEM	Democrat	USS	United States Senator	BAY	Bay			48	48	Graham	Bob		21050
11/3/1998	DEM	Democrat	USS	United States Senator	BRA	Bradford			19	19	Graham	Bob		4000
11/3/1998	DEM	Democrat	USS	United States Senator	BRE	Brevard			205	205	Graham	Bob		84304
11/3/1998	DEM	Democrat	USS	United States Senator	BRO	Broward			618	618	Graham	Bob		276632
11/3/1998	DEM	Democrat	USS	United States Senator	CAL	Calhoun			13	13	Graham	Bob		2112
11/3/1998	DEM	Democrat	USS	United States Senator	CHA	Charlotte			63	63	Graham	Bob		26470
11/3/1998	DEM	Democrat	USS	United States Senator	CIT	Citrus			33	33	Graham	Bob		24764
11/3/1998	DEM	Democrat	USS	United States Senator	CLA	Clay			51	51	Graham	Bob		15763
11/3/1998	DEM	Democrat	USS	United States Senator	CLL	Collier			94	94	Graham	Bob		22536
11/3/1998	DEM	Democrat	USS	United States Senator	CLM	Columbia			31	31	Graham	Bob		7638
11/3/1998	DEM	Democrat	USS	United States Senator	DES	Desoto			15	15	Graham	Bob		3656
11/3/1998	DEM	Democrat	USS	United States Senator	DIX	Dixie			11	11	Graham	Bob		1979
11/3/1998	DEM	Democrat	USS	United States Senator	DUV	Duval			266	266	Graham	Bob		104640
11/3/1998	DEM	Democrat	USS	United States Senator	ESC	Escambia			109	109	Graham	Bob		39763
11/3/1998	DEM	Democrat	USS	United States Senator	FLA	Flagler			24	24	Graham	Bob		10677
11/3/1998	DEM	Democrat	USS	United States Senator	FRA	Franklin			8	8	Graham	Bob		1780
11/3/1998	DEM	Democrat	USS	United States Senator	GAD	Gadsden			16	16	Graham	Bob		9733
11/3/1998	DEM	Democrat	USS	United States Senator	GIL	Gilchrist			10	10	Graham	Bob		2315
11/3/1998	DEM	Democrat	USS	United States Senator	GLA	Glades			13	13	Graham	Bob		1672
11/3/1998	DEM	Democrat	USS	United States Senator	GUL	Gulf			14	14	Graham	Bob		2751
11/3/1998	DEM	Democrat	USS	United States Senator	HAM	Hamilton			8	8	Graham	Bob		2027
11/3/1998	DEM	Democrat	USS	United States Senator	HAR	Hardee			12	12	Graham	Bob		2539
11/3/1998	DEM	Democrat	USS	United States Senator	HEN	Hendry			22	22	Graham	Bob		4023
11/3/1998	DEM	Democrat	USS	United States Senator	HER	Hernando			51	51	Graham	Bob		27620
11/3/1998	DEM	Democrat	USS	United States Senator	HIG	Highlands			24	24	Graham	Bob		14083
11/3/1998	DEM	Democrat	USS	United States Senator	HIL	Hillsborough			320	320	Graham	Bob		125790
11/3/1998	DEM	Democrat	USS	United States Senator	HOL	Holmes			17	17	Graham	Bob		3114
11/3/1998	DEM	Democrat	USS	United States Senator	IND	Indian River			38	38	Graham	Bob		16745
11/3/1998	DEM	Democrat	USS	United States Senator	JAC	Jackson			27	27	Graham	Bob		8818
11/3/1998	DEM	Democrat	USS	United States Senator	JEF	Jefferson			13	13	Graham	Bob		3708
11/3/1998	DEM	Democrat	USS	United States Senator	LAF	Lafayette			5	5	Graham	Bob		1225
11/3/1998	DEM	Democrat	USS	United States Senator	LAK	Lake			83	83	Graham	Bob		35210
11/3/1998	DEM	Democrat	USS	United States Senator	LEE	Lee			150	150	Graham	Bob		65504
11/3/1998	DEM	Democrat	USS	United States Senator	LEO	Leon			94	94	Graham	Bob		55744
11/3/1998	DEM	Democrat	USS	United States Senator	LEV	Levy			21	21	Graham	Bob		5634
11/3/1998	DEM	Democrat	USS	United States Senator	LIB	Liberty			8	8	Graham	Bob		1142
11/3/1998	DEM	Democrat	USS	United States Senator	MAD	Madison			11	11	Graham	Bob		3300
11/3/1998	DEM	Democrat	USS	United States Senator	MAN	Manatee			135	135	Graham	Bob		42366
11/3/1998	DEM	Democrat	USS	United States Senator	MRN	Marion			92	92	Graham	Bob		39903
11/3/1998	DEM	Democrat	USS	United States Senator	MRT	Martin			39	39	Graham	Bob		24551
11/3/1998	DEM	Democrat	USS	United States Senator	DAD	Miami-Dade			573	573	Graham	Bob		272534
11/3/1998	DEM	Democrat	USS	United States Senator	MON	Monroe			33	33	Graham	Bob		13363
11/3/1998	DEM	Democrat	USS	United States Senator	NAS	Nassau			21	21	Graham	Bob		8105
11/3/1998	DEM	Democrat	USS	United States Senator	OKA	Okaloosa			48	48	Graham	Bob		17689
11/3/1998	DEM	Democrat	USS	United States Senator	OKE	Okeechobee			18	18	Graham	Bob		4452
11/3/1998	DEM	Democrat	USS	United States Senator	ORA	Orange			230	230	Graham	Bob		107771
11/3/1998	DEM	Democrat	USS	United States Senator	OSC	Osceola			66	66	Graham	Bob		19121
11/3/1998	DEM	Democrat	USS	United States Senator	PAL	Palm Beach			518	518	Graham	Bob		218622
11/3/1998	DEM	Democrat	USS	United States Senator	PAS	Pasco			128	128	Graham	Bob		58337
11/3/1998	DEM	Democrat	USS	United States Senator	PIN	Pinellas			345	345	Graham	Bob		158703
11/3/1998	DEM	Democrat	USS	United States Senator	POL	Polk			152	152	Graham	Bob		69530
11/3/1998	DEM	Democrat	USS	United States Senator	PUT	Putnam			50	50	Graham	Bob		12159
11/3/1998	DEM	Democrat	USS	United States Senator	SAN	Santa Rosa			37	37	Graham	Bob		14366
11/3/1998	DEM	Democrat	USS	United States Senator	SAR	Sarasota			141	141	Graham	Bob		63174
11/3/1998	DEM	Democrat	USS	United States Senator	SEM	Seminole			133	133	Graham	Bob		46805
11/3/1998	DEM	Democrat	USS	United States Senator	STJ	St. Johns			58	58	Graham	Bob		20190
11/3/1998	DEM	Democrat	USS	United States Senator	STL	St. Lucie			78	78	Graham	Bob		33748
11/3/1998	DEM	Democrat	USS	United States Senator	SUM	Sumter			24	24	Graham	Bob		7869
11/3/1998	DEM	Democrat	USS	United States Senator	SUW	Suwannee			16	16	Graham	Bob		5641
11/3/1998	DEM	Democrat	USS	United States Senator	TAY	Taylor			14	14	Graham	Bob		3423
11/3/1998	DEM	Democrat	USS	United States Senator	UNI	Union			11	11	Graham	Bob		1650
