ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
10/7/1980	DEM	Democrat	USS	United States Senator	ALA	Alachua			0	0	Gunter	Bill		9336
10/7/1980	DEM	Democrat	USS	United States Senator	BAK	Baker			0	0	Gunter	Bill		2182
10/7/1980	DEM	Democrat	USS	United States Senator	BAY	Bay			0	0	Gunter	Bill		13152
10/7/1980	DEM	Democrat	USS	United States Senator	BRA	Bradford			0	0	Gunter	Bill		2713
10/7/1980	DEM	Democrat	USS	United States Senator	BRE	Brevard			0	0	Gunter	Bill		20767
10/7/1980	DEM	Democrat	USS	United States Senator	BRO	Broward			0	0	Gunter	Bill		32143
10/7/1980	DEM	Democrat	USS	United States Senator	CAL	Calhoun			0	0	Gunter	Bill		1951
10/7/1980	DEM	Democrat	USS	United States Senator	CHA	Charlotte			0	0	Gunter	Bill		3788
10/7/1980	DEM	Democrat	USS	United States Senator	CIT	Citrus			0	0	Gunter	Bill		7621
10/7/1980	DEM	Democrat	USS	United States Senator	CLA	Clay			0	0	Gunter	Bill		4256
10/7/1980	DEM	Democrat	USS	United States Senator	CLL	Collier			0	0	Gunter	Bill		2089
10/7/1980	DEM	Democrat	USS	United States Senator	CLM	Columbia			0	0	Gunter	Bill		6059
10/7/1980	DEM	Democrat	USS	United States Senator	DES	Desoto			0	0	Gunter	Bill		2215
10/7/1980	DEM	Democrat	USS	United States Senator	DIX	Dixie			0	0	Gunter	Bill		1961
10/7/1980	DEM	Democrat	USS	United States Senator	DUV	Duval			0	0	Gunter	Bill		38106
10/7/1980	DEM	Democrat	USS	United States Senator	ESC	Escambia			0	0	Gunter	Bill		22976
10/7/1980	DEM	Democrat	USS	United States Senator	FLA	Flagler			0	0	Gunter	Bill		1277
10/7/1980	DEM	Democrat	USS	United States Senator	FRA	Franklin			0	0	Gunter	Bill		2354
10/7/1980	DEM	Democrat	USS	United States Senator	GAD	Gadsden			0	0	Gunter	Bill		5384
10/7/1980	DEM	Democrat	USS	United States Senator	GIL	Gilchrist			0	0	Gunter	Bill		1340
10/7/1980	DEM	Democrat	USS	United States Senator	GLA	Glades			0	0	Gunter	Bill		900
10/7/1980	DEM	Democrat	USS	United States Senator	GUL	Gulf			0	0	Gunter	Bill		2314
10/7/1980	DEM	Democrat	USS	United States Senator	HAM	Hamilton			0	0	Gunter	Bill		775
10/7/1980	DEM	Democrat	USS	United States Senator	HAR	Hardee			0	0	Gunter	Bill		1848
10/7/1980	DEM	Democrat	USS	United States Senator	HEN	Hendry			0	0	Gunter	Bill		1183
10/7/1980	DEM	Democrat	USS	United States Senator	HER	Hernando			0	0	Gunter	Bill		6529
10/7/1980	DEM	Democrat	USS	United States Senator	HIG	Highlands			0	0	Gunter	Bill		2839
10/7/1980	DEM	Democrat	USS	United States Senator	HIL	Hillsborough			0	0	Gunter	Bill		32924
