ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
10/2/1990	REP	Republican	USR	United States Representative	BRE	Brevard	011		0	0	Tolley	Bill		12212
10/2/1990	REP	Republican	USR	United States Representative	IND	Indian River	011		0	0	Tolley	Bill		2992
10/2/1990	REP	Republican	USR	United States Representative	ORA	Orange	011		0	0	Tolley	Bill		4323
10/2/1990	REP	Republican	USR	United States Representative	OSC	Osceola	011		0	0	Tolley	Bill		984
10/2/1990	REP	Republican	USR	United States Representative	BRE	Brevard	011		0	0	Vogt	John		9775
10/2/1990	REP	Republican	USR	United States Representative	IND	Indian River	011		0	0	Vogt	John		1854
10/2/1990	REP	Republican	USR	United States Representative	ORA	Orange	011		0	0	Vogt	John		3579
10/2/1990	REP	Republican	USR	United States Representative	OSC	Osceola	011		0	0	Vogt	John		466
10/2/1990	REP	Republican	STS	State Senator	PIN	Pinellas	018		0	0	Baker	Patricia	L. 'Pat'	3841
10/2/1990	REP	Republican	STS	State Senator	PIN	Pinellas	018		0	0	Sullivan	Don		7006
10/2/1990	REP	Republican	STR	State Representative	ORA	Orange	037		0	0	Feeney	Tom		2291
10/2/1990	REP	Republican	STR	State Representative	ORA	Orange	037		0	0	Sowinski	John		2020
10/2/1990	REP	Republican	STR	State Representative	BRE	Brevard	078		0	0	Ginn	Caroline	D.	29
10/2/1990	REP	Republican	STR	State Representative	IND	Indian River	078		0	0	Ginn	Caroline	D.	3404
10/2/1990	REP	Republican	STR	State Representative	STL	St. Lucie	078		0	0	Ginn	Caroline	D.	345
10/2/1990	REP	Republican	STR	State Representative	BRE	Brevard	078		0	0	Sembler, III	Charles	W.	82
10/2/1990	REP	Republican	STR	State Representative	IND	Indian River	078		0	0	Sembler, III	Charles	W.	3805
10/2/1990	REP	Republican	STR	State Representative	STL	St. Lucie	078		0	0	Sembler, III	Charles	W.	306
10/2/1990	REP	Republican	STR	State Representative	PAL	Palm Beach	085		0	0	Foley	Mark		1959
10/2/1990	REP	Republican	STR	State Representative	PAL	Palm Beach	085		0	0	Olenik, Jr.	Bob		843
