County,Office,Candidate,Party,District,Votes
Clay,"Judge, Superior Court",Jason D. Brown,Democratic,Clay,920
Elkhart,"Judge, Superior Court",David C. Bonfiglio,Republican,Elkhart,13795
Bartholomew,"Judge, Superior Court",James "Jim" Worton,Republican,Bartholomew,7966
DeKalb,"Judge, Superior Court",Monte L. Brown,Republican,DeKalb,4481
Cass,"Judge, Superior Court",Rick Maughmer,Republican,Cass,4412
Clay,"Judge, Superior Court",Robert Alex Pell,Republican,Clay,2529
Dearborn,"Judge, Superior Court",Sally A. McLaughlin,Republican,Dearborn,4601
Elkhart,"Judge, Superior Court",Stephen R. Bowers,Republican,Elkhart,13948
Blackford,Prosecuting Attorney,Aaron M. Henderson,Democratic,Blackford,399
Dubois,Prosecuting Attorney,Anthony D. Quinn,Democratic,Dubois,1329
Delaware,Prosecuting Attorney,Eric M. Hoffman,Democratic,Delaware,5793
Clinton,Prosecuting Attorney,Anthony J. Sommer,Republican,Clinton,3463
DeKalb,Prosecuting Attorney,ClaraMary Winebrenner,Republican,DeKalb,2801
Daviess,Prosecuting Attorney,Daniel S. Murrie,Republican,Daviess,4355
Clay,Prosecuting Attorney,Emily Clarke,Republican,Clay,2562
Clark,Prosecuting Attorney,Jeremy Mull,Republican,Clark,5382
Adams,Prosecuting Attorney,Jeremy W. Brown,Republican,Adams,3578
Benton,Prosecuting Attorney,John C. Wright,Republican,Benton,875
Allen,Prosecuting Attorney,Karen Richards,Republican,Allen,19414
Boone,Prosecuting Attorney,Kent T. Eastwood,Republican,Boone,6968
Blackford,Prosecuting Attorney,Kevin N. Basey,Republican,Blackford,1502
Crawford,Prosecuting Attorney,Lester V. Shelton,Republican,Crawford,625
Cass,Prosecuting Attorney,Lisa L. Swaim,Republican,Cass,4323
Dearborn,Prosecuting Attorney,Lynn Deddens,Republican,"Dearborn,Ohio",4638
Elkhart,Prosecuting Attorney,Martin (Marty) McCloskey,Republican,Elkhart,5203
Decatur,Prosecuting Attorney,Nathan W. Harter IV,Republican,Decatur,3511
Carroll,Prosecuting Attorney,Nicholas C. McLeland,Republican,Carroll,2404
Crawford,Prosecuting Attorney,Nicholas W. Haverstock,Republican,Crawford,927
DeKalb,Prosecuting Attorney,Robert J. Hardy,Republican,DeKalb,2007
Brown,Prosecuting Attorney,Ted Adams,Republican,Brown,2029
Elkhart,Prosecuting Attorney,Vicki Elaine Becker,Republican,Elkhart,11094
Bartholomew,Prosecuting Attorney,William M. (Bill) Nash,Republican,Bartholomew,7726
Brown,Clerk of the Circuit Court,Brenda Woods,Democratic,Brown,1120
Allen,Clerk of the Circuit Court,Danielle N Andersen,Democratic,Allen,5362
Allen,Clerk of the Circuit Court,Dave Burgess,Democratic,Allen,992
Allen,Clerk of the Circuit Court,David Christopher Roach,Democratic,Allen,1561
Allen,Clerk of the Circuit Court,Gina M Burgess,Democratic,Allen,4134
Decatur,Clerk of the Circuit Court,KAREN S HIGGINBOTHAM,Democratic,Decatur,447
Dubois,Clerk of the Circuit Court,KIERSTEN L KNIES,Democratic,Dubois,1460
Crawford,Clerk of the Circuit Court,Lisa Stephenson-Holzbog (Busick),Democratic,Crawford,704
Delaware,Clerk of the Circuit Court,MIKE KING,Democratic,Delaware,5969
Clark,Clerk of the Circuit Court,SUSAN  POPP,Democratic,Clark,5823
Decatur,Clerk of the Circuit Court,ADINA A ROBERTS,Republican,Decatur,3305
Dubois,Clerk of the Circuit Court,AMY L KIPPENBROCK,Republican,Dubois,3046
Allen,Clerk of the Circuit Court,Christopher (Chris) Nancarrow,Republican,Allen,19265
Elkhart,Clerk of the Circuit Court,CHRISTOPHER ANDERSON,Republican,Elkhart,13573
Clark,Clerk of the Circuit Court,DARCI  SCHILLER,Republican,Clark,4686
Brown,Clerk of the Circuit Court,Deb Noe,Republican,Brown,1035
Adams,Clerk of the Circuit Court,JAMES (Jim) J VOGLEWEDE Jr.,Republican,Adams,1959
Daviess,Clerk of the Circuit Court,Janice M. Williams,Republican,Daviess,4545
Bartholomew,Clerk of the Circuit Court,Jay Phelps,Republican,Bartholomew,7916
Boone,Clerk of the Circuit Court,JESSICA J FOUTS,Republican,Boone,7108
Brown,Clerk of the Circuit Court,Kathy (Grimes) Smith,Republican,Brown,1098
Benton,Clerk of the Circuit Court,NATALIE J KIDD,Republican,Benton,846
Clinton,Clerk of the Circuit Court,Rhea A Copas,Republican,Clinton,3385
Delaware,Clerk of the Circuit Court,RICK SPANGLER,Republican,Delaware,5341
Adams,Clerk of the Circuit Court,ROSIE FAIRCHILD,Republican,Adams,1874
Crawford,Clerk of the Circuit Court,WENDY MARPLES,Republican,Crawford,1105
Brown,County Auditor,Beth Williamson Mulry,Democratic,Brown,1124
Clark,County Auditor,NANCY STEMLER SHEPHERD,Democratic,Clark,5639
Crawford,County Auditor,ROXANNE JONES MORGAN,Democratic,Crawford,632
Dubois,County Auditor,SANDRA L MORTON,Democratic,Dubois,1383
Delaware,County Auditor,STEVEN G CRAYCRAFT,Democratic,Delaware,6087
Blackford,County Auditor,Tara Hodges,Democratic,Blackford,337
Carroll,County Auditor,Beth L. Myers,Republican,Carroll,1466
Clinton,County Auditor,Britt A Ostler,Republican,Clinton,3478
Crawford,County Auditor,Christian Howell,Republican,Crawford,1179
Dearborn,County Auditor,Connie A Fromhold,Republican,Dearborn,4323
Clark,County Auditor,DANNY  YOST,Republican,Clark,4750
Elkhart,County Auditor,DICK GRIFFEN,Republican,Elkhart,6911
DeKalb,County Auditor,Jan Bauman,Republican,DeKalb,4042
Clay,County Auditor,Jennifer M Flater,Republican,Clay,2640
Brown,County Auditor,Julia (Julie) B Reeves,Republican,Brown,1908
Allen,County Auditor,Nicholas D Jordan,Republican,Allen,19114
Daviess,County Auditor,Patricia K. (Patty) Ball,Republican,Daviess,4426
Elkhart,County Auditor,PATTY PICKENS,Republican,Elkhart,7031
Bartholomew,County Auditor,Pia O'Connor,Republican,Bartholomew,7613
Blackford,County Auditor,Sharon L. Hartley,Republican,Blackford,1457
Carroll,County Auditor,Sharon Milburn,Republican,Carroll,1094
Delaware,County Recorder,BROCK REAGAN,Democratic,Delaware,5483
Clark,County Recorder,CHASTITY  GLOWASKI,Democratic,Clark,1895
Dearborn,County Recorder,Christine Craig,Democratic,Dearborn,881
Dubois,County Recorder,GAIL HASENOUR REUTMAN,Democratic,Dubois,1433
Clark,County Recorder,JEFF FREY,Democratic,Clark,2152
Clark,County Recorder,LINCOLN D CRUM,Democratic,Clark,2376
Crawford,County Recorder,Tammy Patton Procter,Democratic,Crawford,694
Allen,County Recorder,Anita A Mather,Republican,Allen,18892
Cass,County Recorder,Cindy D. Howard,Republican,Cass,4278
Decatur,County Recorder,DOTTIE MOORE ROBBINS,Republican,Decatur,3432
Dubois,County Recorder,JACLYN S MCPHERRON,Republican,Dubois,2941
Elkhart,County Recorder,JENNIFER DORIOT,Republican,Elkhart,13659
Crawford,County Recorder,JESSICA VILLEGAS BOWMAN,Republican,Crawford,1093
Dearborn,County Recorder,Joyce A Oles ,Republican,Dearborn,2896
Clark,County Recorder,KEVIN  WELZ,Republican,Clark,1123
Clark,County Recorder,LAURA  LOVE,Republican,Clark,1847
Delaware,County Recorder,MELANIE MARSHALL,Republican,Delaware,5490
Bartholomew,County Recorder,Tami L. Hines,Republican,Bartholomew,7751
Clark,County Recorder,TERRY E CONWAY,Republican,Clark,2653
Dearborn,County Recorder,Vickie Hon ,Republican,Dearborn,1935
Clark,County Treasurer,DAVID (Yogi) PARIS,Democratic,Clark,5260
Carroll,County Treasurer,Jack V. Wilson,Democratic,Carroll,436
Bartholomew,County Treasurer,Barb Hackman,Republican,Bartholomew,8040
Clay,County Treasurer,Debra S James,Republican,Clay,2580
Carroll,County Treasurer,Melinda K Rossetter,Republican,Carroll,2380
Clark,County Treasurer,R. Monty Snelling,Republican,Clark,4804
Delaware,County Sheriff,CHARLIE RICHMOND,Democratic,Delaware,2048
Cass,County Sheriff,Dale Campbell,Democratic,Cass,984
Decatur,County Sheriff,DAVE DURANT,Democratic,Decatur,394
Clark,County Sheriff,DWIGHT T INGLE,Democratic,Clark,5287
Blackford,County Sheriff,John M Rains,Democratic,Blackford,351
Allen,County Sheriff,Philip R Davis,Democratic,Allen,11523
Delaware,County Sheriff,RAY DUDLEY,Democratic,Delaware,4981
Crawford,County Sheriff,SHAWN SCOTT,Democratic,Crawford,732
Dubois,County Sheriff,TIM D LAMPERT,Democratic,Dubois,1504
Crawford,County Sheriff,ALFRED "ALF" BLAND,Republican,Crawford,43
Dearborn,County Sheriff,Brad Schwing ,Republican,Dearborn,2418
Crawford,County Sheriff,CHARLES W WRIGHT,Republican,Crawford,8
Adams,County Sheriff,DAN MAWHORR,Republican,Adams,2175
DeKalb,County Sheriff,David (Dave) Cserep,Republican,DeKalb,2898
Allen,County Sheriff,David J Gladieux,Republican,Allen,20442
Benton,County Sheriff,DON MUNSON,Republican,Benton,856
Cass,County Sheriff,Edward (Ed) C. Schroder,Republican,Cass,2852
Elkhart,County Sheriff,FRED E MOCK ,Republican,Elkhart,4868
Cass,County Sheriff,Gary Armstrong,Republican,Cass,2145
Daviess,County Sheriff,Gary W. Allison,Republican,Daviess,2890
DeKalb,County Sheriff,Gerald L Kline,Republican,DeKalb,1935
Decatur,County Sheriff,H.  WAYNE SHAKE,Republican,Decatur,280
Clark,County Sheriff,JAMEY J NOEL,Republican,Clark,5562
Elkhart,County Sheriff,JEFF A SIEGEL,Republican,Elkhart,9495
Crawford,County Sheriff,Jeff Howell,Republican,Crawford,712
Blackford,County Sheriff,Jeffrey C Sones,Republican,Blackford,785
Crawford,County Sheriff,Jerome M (Jerry) Byerly,Republican,Crawford,328
Clinton,County Sheriff,Jerrad D Blacker,Republican,Clinton,860
Crawford,County Sheriff,JERRY B JOHNSON,Republican,Crawford,214
Decatur,County Sheriff,JIM PONSLER,Republican,Decatur,1344
Blackford,County Sheriff,John A. Lancaster ,Republican,Blackford,271
Elkhart,County Sheriff,JOHN PERRY,Republican,Elkhart,2100
Clinton,County Sheriff,Mark A Mitchell,Republican,Clinton,1278
Crawford,County Sheriff,MARTHA S WRIGHT,Republican,Crawford,8
Bartholomew,County Sheriff,Matthew A. Myers,Republican,Bartholomew,5885
Clinton,County Sheriff,Matthew K Myers,Republican,Clinton,863
Clay,County Sheriff,Michael (Mike) Heaton,Republican,Clay,1261
Boone,County Sheriff,MICHAEL C "MIKE" GREENE,Republican,Boone,1467
Boone,County Sheriff,MICHAEL T (MIKE) NIELSEN,Republican,Boone,6826
Clay,County Sheriff,Paul B Harden,Republican,Clay,1747
Clinton,County Sheriff,Richard "Rich" Kelly,Republican,Clinton,1671
Decatur,County Sheriff,RICHARD (RICK) UNDERHILL,Republican,Decatur,618
Bartholomew,County Sheriff,Robert (Rob) V. Kittle Jr.,Republican,Bartholomew,1710
Brown,County Sheriff,Scott Southerland,Republican,Brown,2110
Dearborn,County Sheriff,Shane McHenry,Republican,Dearborn,3312
Decatur,County Sheriff,STEVE SNYDER,Republican,Decatur,528
Bartholomew,County Sheriff,Tamara Watson,Republican,Bartholomew,1598
Dubois,County Sheriff,THOMAS J KLEINHELTER,Republican,Dubois,3135
Crawford,County Sheriff,TIM WILKERSON,Republican,Crawford,338
Carroll,County Sheriff,Tobe Leazenby,Republican,Carroll,2479
Blackford,County Sheriff,Tony Scaggs,Republican,Blackford,759
Delaware,County Sheriff,TONY SKINNER,Republican,Delaware,5529
Daviess,County Sheriff,Troy Anthony Fuhs,Republican,Daviess,2780
Adams,County Sheriff,TY  HANNI,Republican,Adams,1741
Decatur,County Sheriff,WILLIAM B MEYERROSE,Republican,Decatur,1462
Delaware,County Coroner,ERIC "RICK" HENRY,Democratic,Delaware,6022
Blackford,County Coroner,Nick Parrott ,Democratic,Blackford,367
Blackford,County Coroner,Bill Klisavage,Republican,Blackford,497
Decatur,County Coroner,DOUG BANKS,Republican,Decatur,3627
Brown,County Coroner,Earl R Piper,Republican,Brown,2091
DeKalb,County Coroner,Michael P Gerber,Republican,DeKalb,4221
Delaware,County Coroner,RICK HOWELL,Republican,Delaware,5437
Blackford,County Coroner,Zach Crouch,Republican,Blackford,1075
Clark,County Surveyor,DAVID R BLANKENBEKER,Democratic,Clark,5475
Benton,County Surveyor,DAVID (Dave) L. FISHER,Republican,Benton,843
Boone,County Surveyor,KENNETH HEDGE,Republican,Boone,7165
Adams,County Surveyor,MIKE WERLING,Republican,Adams,1840
Adams,County Surveyor,PAUL NORR,Republican,Adams,1919
Blackford,County Surveyor,Paul Schriver,Republican,Blackford,1470
Dubois,County Assessor,ANGIE  GIESLER,Democratic,Dubois,1443
Clark,County Assessor,CAROL J MOON,Democratic,Clark,3881
Clark,County Assessor,CORRIE  BARKMAN,Democratic,Clark,1954
Crawford,County Assessor,HEIDI A MORRIS,Democratic,Crawford,591
Clay,County Assessor,Jill Bennett,Democratic,Clay,897
Clay,County Assessor,Barbara (Barb) Scott,Republican,Clay,2494
Clark,County Assessor,BUTCH LOVE ,Republican,Clark,4609
Cass,County Assessor,Cathy Isaacs,Republican,Cass,4211
Elkhart,County Assessor,CATHY SEARCY,Republican,Elkhart,13682
Clinton,County Assessor,Dana M Myers,Republican,Clinton,3962
Daviess,County Assessor,Dennis G. Eaton,Republican,Daviess,4704
Adams,County Assessor,DONALD  KUHN,Republican,Adams,3399
Decatur,County Assessor,DORENE  GREIWE,Republican,Decatur,3609
Dubois,County Assessor,EVE DREW,Republican,Dubois,2651
Bartholomew,County Assessor,Ginny Whipple,Republican,Bartholomew,7430
Delaware,County Assessor,JAMES D CARMICHAEL,Republican,Delaware,5662
Blackford,County Assessor,Kathy Goodspeed,Republican,Blackford,1528
Benton,County Assessor,KELLY J BALENSIEFER,Republican,Benton,852
Boone,County Assessor,LISA C GAROFFOLO,Republican,Boone,7077
Brown,County Assessor,Mari H. Miller,Republican,Brown,2012
Dearborn,County Assessor,Megan A. Acra,Republican,Dearborn,4247
Crawford,County Assessor,MICHAEL A CARLISLE Sr.,Republican,Crawford,1043
Carroll,County Assessor,Neda K Duff,Republican,Carroll,2427
DeKalb,County Assessor,Sheila Stonebraker,Republican,DeKalb,4128
Allen,County Assessor,Stacey O'Day,Republican,Allen,19305
Dubois,County Commissioner,ELMER  BRAMES,Democratic,Dubois,1507
Allen,County Commissioner,Grant Walmer,Democratic,Allen,11181
Blackford,County Commissioner,Harry Pearson,Democratic,Blackford,396
Brown,County Commissioner,Jeff Fox,Democratic,Brown,352
Brown,County Commissioner,Kyle Birkemeier,Democratic,Brown,785
Crawford,County Commissioner,RICHARD "RICK"GRIDER,Democratic,Crawford,713
DeKalb,County Commissioner,Bill Hartman,Republican,DeKalb,2570
Clark,County Commissioner,BRYAN  GLOVER,Republican,Clark,4650
Bartholomew,County Commissioner,Carl H. Lienhoop,Republican,Bartholomew,7739
Allen,County Commissioner,Chris A Spurr,Republican,Allen,7755
Crawford,County Commissioner,DANIEL CRECELIUS,Republican,Crawford,0
Crawford,County Commissioner,DANIEL G CRECELIUS,Republican,Crawford,1166
Brown,County Commissioner,Diana McDonald Biddle,Republican,Brown,1156
Elkhart,County Commissioner,FRANK R LUCCHESE,Republican,Elkhart,7980
Carroll,County Commissioner,Jamie P. Rough,Republican,Carroll,348
Dearborn,County Commissioner,Jeff Hughes ,Republican,Dearborn,4379
Cass,County Commissioner,Jeff LeDonne,Republican,Cass,2236
Decatur,County Commissioner,JEROME A BUENING,Republican,Decatur,3468
Brown,County Commissioner,John Kennard,Republican,Brown,407
Carroll,County Commissioner,Loren T. Hylton,Republican,Carroll,1205
Elkhart,County Commissioner,MELISSA D KAUFFMAN,Republican,Elkhart,7059
Daviess,County Commissioner,Nathan Gabhart,Republican,Daviess,4461
Blackford,County Commissioner,Nick Rhodes,Republican,Blackford,1411
Clay,County Commissioner,Paul R Sinders,Republican,Clay,2567
DeKalb,County Commissioner,Randall (Randy) Deetz,Republican,DeKalb,2107
Adams,County Commissioner,REX M MOORE,Republican,Adams,3437
Carroll,County Commissioner,Rex Millhouse,Republican,Carroll,943
Allen,County Commissioner,Richard (Rich) Beck,Republican,Allen,12985
Clinton,County Commissioner,Richelle M Lutz,Republican,Clinton,797
Brown,County Commissioner,Ronald A. Sanders,Republican,Brown,669
Cass,County Commissioner,Ryan D. Browning,Republican,Cass,2598
Clinton,County Commissioner,Scott T Shoemaker,Republican,Clinton,3513
Delaware,County Commissioner,SHANNON HENRY,Republican,Delaware,5603
Benton,County Commissioner,STEVEN P COX,Republican,Benton,798
Allen,County Commissioner,Therese M Brown,Republican,Allen,19523
Boone,County Commissioner,TOM SANTELLI,Republican,Boone,6866
Dearborn,County Council Member,Ann (Shelly) Snyder,Democratic,1,178
Clark,County Council Member,BARBARA C HOLLIS,Democratic,1,1324
Allen,County Council Member,Ben Schoch,Democratic,COUNTY COUNCIL 2ND DISTRICT,2625
Blackford,County Council Member,Brian Ross,Democratic,4,103
Delaware,County Council Member,CHRISTOPHER W MATCHETT,Democratic,1,1459
Dubois,County Council Member,CRAIG M GREULICH,Democratic,COUNTY COUNCIL DISTRICT 1,336
Crawford,County Council Member,DALE ROLL,Democratic,3,153
Dearborn,County Council Member,Dan Lansing,Democratic,2,320
Dubois,County Council Member,DEBORAH A MAJOR,Democratic,COUNTY COUNCIL DISTRICT 3,455
Brown,County Council Member,Debra Guffey,Democratic,1,211
Crawford,County Council Member,DIANA  CONRAD,Democratic,2,167
Brown,County Council Member,Diana H. Wright,Democratic,4,313
Crawford,County Council Member,DOUGLAS H MCLAIN,Democratic,3,147
Boone,County Council Member,ERIN M BREWSTER,Democratic,4,486
Bartholomew,County Council Member,Hanna Omar,Democratic,CC1,559
Clark,County Council Member,HEIDI CADE SELLERS,Democratic,3,1093
Clark,County Council Member,JANNE  NEWLAND,Democratic,2,1247
Clark,County Council Member,JOE RENCK Jr.,Democratic,4,1415
Delaware,County Council Member,JOHN M MILLER Jr.,Democratic,2,1489
Crawford,County Council Member,KEVIN J BATMAN,Democratic,1,92
Clark,County Council Member,LARRY JORDAN Jr.,Democratic,1,677
Bartholomew,County Council Member,Lynne L. Fleming,Democratic,CC4,641
Boone,County Council Member,MARCIA IRELAND ROSENFELD,Democratic,1,550
Dubois,County Council Member,MARY E BECKMAN,Democratic,COUNTY COUNCIL DISTRICT 2,458
Delaware,County Council Member,MARY I CHAMBERS,Democratic,3,1784
Dearborn,County Council Member,"Melvin C Kremer, Jr ",Democratic,3,192
Elkhart,County Council Member,PAUL STEURY,Democratic,3,2126
Elkhart,County Council Member,RALPH SPELBRING,Democratic,1,1344
Clay,County Council Member,Reanda Kirchner,Democratic,CO COUNCILMAN DIST III,252
Brown,County Council Member,Roger D Kelso,Democratic,3,334
Decatur,County Council Member,RYAN MADDUX,Democratic,01,149
Delaware,County Council Member,RYAN S WEBB,Democratic,4,1140
Crawford,County Council Member,SAMUEL R  "SAM" TAYLOR,Democratic,1,92
Allen,County Council Member,Sharon Tucker,Democratic,COUNTY COUNCIL 1ST DISTRICT,3093
Blackford,County Council Member,Thomas High,Democratic,2,62
Cass,County Council Member,Tia Justice,Democratic,2,152
Elkhart,County Council Member,ADRIAN L RILEY,Republican,4,527
Clinton,County Council Member,Alan Dunn,Republican,4,895
Benton,County Council Member,ALAN J ADWELL,Republican,DISTRICT 1,225
Adams,County Council Member,ANDREW M PATCH,Republican,COUNTY COUNCIL 3,143
Brown,County Council Member,Arthur (Art) Knight,Republican,4,496
Clinton,County Council Member,Bechel "Frankie" Crew,Republican,4,598
Brown,County Council Member,Bill Hamilton,Republican,1,473
Elkhart,County Council Member,BILL WUTHRICH,Republican,1,463
Benton,County Council Member,BRAD A HARMAN,Republican,DISTRICT 3,228
Allen,County Council Member,Brian Motley ,Republican,COUNTY COUNCIL 2ND DISTRICT,1331
Cass,County Council Member,Brian Reed,Republican,4,1270
Clark,County Council Member,Brittney Ferree,Republican,3,1389
Adams,County Council Member,CANDICE BORNE-BAUMAN,Republican,COUNTY COUNCIL 4,302
Crawford,County Council Member,CHAD L RIDDLE,Republican,4,237
Dubois,County Council Member,CHARMIAN R KLEM,Republican,COUNTY COUNCIL DISTRICT 3,631
Adams,County Council Member,CORY SPRUNGER,Republican,COUNTY COUNCIL 3,941
Blackford,County Council Member,Dan Borgenheimer,Republican,2,282
Daviess,County Council Member,Dan Myers,Republican,3,606
Decatur,County Council Member,DANNY D PETERS,Republican,02,712
Brown,County Council Member,Darren Byrd,Republican,2,442
Dubois,County Council Member,DARREN C PATTERSON,Republican,COUNTY COUNCIL DISTRICT 2,821
Elkhart,County Council Member,DARRYL J RIEGSECKER,Republican,3,4005
Daviess,County Council Member,Dave (Smitty) Smith,Republican,1,763
Allen,County Council Member,Dave Augenstein,Republican,COUNTY COUNCIL 3RD DISTRICT,1257
Cass,County Council Member,David (Dave) Redweik,Republican,1,1142
Bartholomew,County Council Member,David Jones,Republican,CC3,486
Elkhart,County Council Member,DAVID L HESS,Republican,4,2686
Carroll,County Council Member,Dawn M Clawson,Republican,2,333
Decatur,County Council Member,DEANNA L BURKART,Republican,03,689
Dearborn,County Council Member,Dennis A. Kraus ,Republican,4,1218
Dearborn,County Council Member,Donna Thacker,Republican,2,888
Crawford,County Council Member,DOUG BYRUM,Republican,3,259
Elkhart,County Council Member,DOUG GRAHAM,Republican,1,1922
Adams,County Council Member,EDGAR B DYER ,Republican,COUNTY COUNCIL 2,890
DeKalb,County Council Member,Eldonna (Donna) King,Republican,1,1145
Carroll,County Council Member,Ethan H. Brown,Republican,3,508
Delaware,County Council Member,EUGENE H WHITEHEAD,Republican,3,1137
Allen,County Council Member,Frank J Talarico III,Republican,COUNTY COUNCIL 3RD DISTRICT,2419
Blackford,County Council Member,Fred Tobey,Republican,1,411
Boone,County Council Member,GERALD A MENNEN,Republican,2,441
Bartholomew,County Council Member,Glenn Petri,Republican,CC2,870
Cass,County Council Member,Grover C. Bishop,Republican,2,432
Clinton,County Council Member,Jacob Myers,Republican,2,794
Clay,County Council Member,Jacqueline (Jackie) Mitchell,Republican,CO COUNCILMAN DIST I,421
Clark,County Council Member,JAMES (BUBBA) DISPONETT,Republican,2,945
Benton,County Council Member,JAMES K SCHOEN,Republican,DISTRICT 4,197
Elkhart,County Council Member,JAMIE N KAUFFMAN,Republican,4,993
Delaware,County Council Member,JANE LASATER,Republican,4,1653
Clay,County Council Member,Jason C Thomas,Republican,CO COUNCILMAN DIST III,541
Clay,County Council Member,Jason D Britton,Republican,CO COUNCILMAN DIST II,642
Crawford,County Council Member,JEFFERY MITCHELL,Republican,4,124
Boone,County Council Member,JENNIFER J HOSTETTER,Republican,1,1849
Dubois,County Council Member,JERRY R HUNEFELD,Republican,COUNTY COUNCIL DISTRICT 4,664
Boone,County Council Member,JIM LOVE,Republican,2,523
Allen,County Council Member,Joel M Benz,Republican,COUNTY COUNCIL 3RD DISTRICT,3023
Carroll,County Council Member,John M. (Jack) Begley,Republican,1,230
Boone,County Council Member,JOHN RINER,Republican,2,928
Clinton,County Council Member,Jon Hussey,Republican,1,541
Bartholomew,County Council Member,Jorge (George) Morales,Republican,CC4,1411
Decatur,County Council Member,KENNY HOOTEN,Republican,01,1005
Boone,County Council Member,KEVIN  VAN HORN,Republican,3,1409
Dearborn,County Council Member,Kevin Turner,Republican,3,701
Allen,County Council Member,Kimberly R (Kim) Doster,Republican,COUNTY COUNCIL 1ST DISTRICT,2797
Daviess,County Council Member,Kristin R. Miles,Republican,2,664
Blackford,County Council Member,Kyle Lechien,Republican,3,443
Allen,County Council Member,Larry Brown,Republican,COUNTY COUNCIL 4TH DISTRICT,4783
Clay,County Council Member,Larry J Moss,Republican,CO COUNCILMAN DIST IV,713
Decatur,County Council Member,LARRY M MEYER,Republican,04,916
Bartholomew,County Council Member,Laura Dedomenic,Republican,CC2,1455
Dearborn,County Council Member,Liz Morris ,Republican,1,1310
Crawford,County Council Member,LUCAS  STROUD,Republican,1,267
Bartholomew,County Council Member,Marcus D. Speer,Republican,CC1,908
Clay,County Council Member,Mark D Adamson,Republican,CO COUNCILMAN DIST III,357
Bartholomew,County Council Member,Mark E. Gorbett,Republican,CC3,981
Elkhart,County Council Member,MARK ESENWEIN,Republican,1,1119
Crawford,County Council Member,MARK STEVENS,Republican,2,306
Daviess,County Council Member,Michael R. Myers,Republican,3,940
Cass,County Council Member,Mike Stajduhar,Republican,3,826
Daviess,County Council Member,Patrick Dant,Republican,4,1252
Carroll,County Council Member,Paul Rider,Republican,4,533
Cass,County Council Member,Phillip E. Rains,Republican,1,771
Elkhart,County Council Member,RANDALL (RANDY) D YOHN,Republican,2,2479
DeKalb,County Council Member,Richard (Rick) Ring,Republican,4,1083
Benton,County Council Member,ROBERT D SLONIGER,Republican,DISTRICT 2,218
Clinton,County Council Member,Ron Gascho,Republican,3,1111
Delaware,County Council Member,RONALD ("Ron") B QUAKENBUSH,Republican,2,1748
Delaware,County Council Member,RYAN M BALLARD,Republican,1,1079
Dearborn,County Council Member,Ryan W Brandt ,Republican,3,598
Bartholomew,County Council Member,Scott Bonnell,Republican,CC1,1127
Carroll,County Council Member,Scott W. Ayres,Republican,2,416
Adams,County Council Member,STAN STOPPENHAGEN,Republican,COUNTY COUNCIL 1,982
Clark,County Council Member,STEVE  DOHERTY,Republican,4,1520
Boone,County Council Member,STEVE JACOB,Republican,4,1781
Allen,County Council Member,Thomas A (Tom) Harris,Republican,COUNTY COUNCIL 2ND DISTRICT,4265
Bartholomew,County Council Member,Tom Owens,Republican,CC4,1086
Daviess,County Council Member,Tony Duncheon.,Republican,2,767
Carroll,County Council Member,Tracy Martin,Republican,1,342
Boone,County Council Member,WAYNE J KINDERMAN Jr.,Republican,2,166
DeKalb,County Council Member,William (Bill) VanWye,Republican,2,1014
Adams,County Council Member,YVETTE A WEILAND,Republican,COUNTY COUNCIL 4,375
Allen,Township Assessor,Beverly (Bev) Zuber,Democratic,WAYNE,3969
Elkhart,Township Assessor,VERONICA DONALDSON,Democratic,CONCORD,1398
Elkhart,Township Assessor,CHRISTOPHER S DICKINSON,Republican,CONCORD,2597
Carroll,Township Trustee,Alan D. Jackson,Democratic,BURLINGTON,27
Dubois,Township Trustee,ALLEN R THEWES,Democratic,HALL TWP,80
Dearborn,Township Trustee,Amanda Vinup Noell ,Democratic,YORK TOWNSHIP,23
Clark,Township Trustee,AMY  BURTON,Democratic,OREGON,83
Daviess,Township Trustee,Amy Holstine,Democratic,BOGARD,4
Blackford,Township Trustee,Amy Payne,Democratic,WASHINGTON,31
Clay,Township Trustee,Brad Deal,Democratic,BRAZIL,165
Dubois,Township Trustee,BRIAN L KING,Democratic,JEFFERSON TWP,89
Allen,Township Trustee,Bruce J Amstutz,Democratic,SPRINGFIELD,50
Allen,Township Trustee,Carol Griffin,Democratic,ST JOE,2459
Clay,Township Trustee,Carolyn Mullens,Democratic,LEWIS,49
Clark,Township Trustee,CHARLES (FRANK) ROUTH,Democratic,BETHLEHEM,18
Blackford,Township Trustee,Chris Holtzleiter,Democratic,LICKING,270
Dubois,Township Trustee,CLARENCE O RECKELHOFF,Democratic,MARION TWP,70
Clark,Township Trustee,DALE POPP,Democratic,JEFFERSONVILLE,3334
Clinton,Township Trustee,Darrin S Lafferty,Democratic,KIRKLIN,24
Dubois,Township Trustee,DAVID M KEMPER,Democratic,FERDINAND TWP,174
Allen,Township Trustee,Denita Washington,Democratic,ADAMS,995
Bartholomew,Township Trustee,Dennis Brooks,Democratic,ROCKCREEK,53
Carroll,Township Trustee,Emily A. Meek,Democratic,WASHINGTON,16
Decatur,Township Trustee,GEORGE E CONNALL,Democratic,SALTCREEK,18
Elkhart,Township Trustee,GREGORY M BURTSFIELD,Democratic,CLEVELAND,306
Allen,Township Trustee,Harold Kleine,Democratic,MARION,82
