County,Office,Candidate,Party,District,Votes
Elkhart,State Representative,Curt Nisly,Republican,District 22,2513
Cass,State Representative,Rose G. Ryan,Democratic,District 23,1770
Cass,State Representative,William C. Friend,Republican,District 23,3832
Boone,State Representative,Donna Schaibley,Republican,District 24,3289
Boone,State Representative,Greg Fettig,Republican,District 24,2835
Carroll,State Representative,Justin Notoras,Democratic,District 25,238
Clinton,State Representative,Justin Notoras,Democratic,District 25,126
Cass,State Representative,Justin Notoras,Democratic,District 25,135
Carroll,State Representative,Maurice O. Fuller,Democratic,District 25,371
Cass,State Representative,Maurice O. Fuller,Democratic,District 25,141
Clinton,State Representative,Maurice O. Fuller,Democratic,District 25,200
Carroll,State Representative,Donald J. Lehe,Republican,District 25,2117
Clinton,State Representative,Donald J. Lehe,Republican,District 25,1081
Cass,State Representative,Donald J. Lehe,Republican,District 25,904
Boone,State Representative,Jeffrey A. Thompson,Republican,District 28,425
Boone,State Representative,Luke G Stephenson,Republican,District 28,225
Blackford,State Representative,Kevin A. Mahan,Republican,District 31,1598
Delaware,State Representative,Kevin A. Mahan,Republican,District 31,1093
Delaware,State Representative,Ryan Scott Davis,Democratic,District 32,197
Delaware,State Representative,Anthony J. ("Tony") Cook,Republican,District 32,280
Blackford,State Representative,Greg Beumer,Republican,District 33,5
Delaware,State Representative,Greg Beumer,Republican,District 33,2597
Delaware,State Representative,Sue E Errington,Democratic,District 34,6830
Delaware,State Representative,Joseph (Joe) Shank,Republican,District 34,3751
Delaware,State Representative,Melanie Wright,Democratic,District 35,2775
Carroll,State Representative,Heath VanNatter,Republican,District 38,1674
Cass,State Representative,Heath VanNatter,Republican,District 38,1056
Clinton,State Representative,Heath VanNatter,Republican,District 38,4137
Boone,State Representative,Howard Joseph Pollchik,Democratic,District 41,1331
Boone,State Representative,Tim Brown,Republican,District 41,5205
Clay,State Representative,Timothy D. (Tim) Skinner,Democratic,District 42,1004
Clay,State Representative,Alan   Morrison,Republican,District 42,2158
Clay,State Representative,Kimberly Anne Fidler,Democratic,District 44,375
Clay,State Representative,James (Jim) Baird,Republican,District 44,1155
Daviess,State Representative,Bruce Borders,Republican,District 45,225
Clay,State Representative,Bill Breeden,Democratic,District 46,407
Clay,State Representative,Bob Heaton,Republican,District 46,1344
Elkhart,State Representative,James V Barnes,Democratic,District 48,2968
Elkhart,State Representative,Doug Miller,Republican,District 48,8810
Elkhart,State Representative,Wes Culver,Republican,District 49,9406
Allen,State Representative,Jorge Fernandez,Democratic,District 50,1574
Allen,State Representative,Daniel J. (Dan) Leonard,Republican,District 50,1416
Allen,State Representative,Ted Harber,Republican,District 50,1655
DeKalb,State Representative,Charlie Odier,Democratic,District 52,1978
Allen,State Representative,Charlie Odier,Democratic,District 52,1105
Allen,State Representative,Ben Smaltz,Republican,District 52,4160
DeKalb,State Representative,Ben Smaltz,Republican,District 52,6809
Decatur,State Representative,Mimi Pruett,Democratic,District 55,879
Decatur,State Representative,Cindy Meyer Ziemke,Republican,District 55,3314
Bartholomew,State Representative,Sean R. Eberhart,Republican,District 57,2154
Bartholomew,State Representative,Dale Nowlin,Democratic,District 59,2118
Bartholomew,State Representative,Robert M. (Bob) Pitman,Democratic,District 59,2472
Bartholomew,State Representative,Lew Wilson,Republican,District 59,1746
Bartholomew,State Representative,Milo Smith,Republican,District 59,5883
Bartholomew,State Representative,Ryan Lauer,Republican,District 59,4825
Daviess,State Representative,Steve Lindsey,Democratic,District 62,109
Daviess,State Representative,Jeff Ellington,Republican,District 62,425
Daviess,State Representative,Sawyer Sparks,Republican,District 62,307
Daviess,State Representative,Mike Braun,Republican,District 63,3851
Dubois,State Representative,Mike Braun,Republican,District 63,4221
Brown,State Representative,Chris Woods,Democratic,District 65,1746
Brown,State Representative,Chris D. May,Republican,District 65,477
Brown,State Representative,Darren Byrd,Republican,District 65,459
Brown,State Representative,Franklin Andrew,Republican,District 65,361
Brown,State Representative,Jacob Franklin,Republican,District 65,350
Brown,State Representative,Jim Pfaff,Republican,District 65,928
Brown,State Representative,Mark Mathis,Republican,District 65,541
Clark,State Representative,Terry Goodin,Democratic,District 66,1595
Clark,State Representative,Joe Van Wye,Republican,District 66,2390
Dearborn,State Representative,Randy Frye,Republican,District 67,1482
Decatur,State Representative,Randy Frye,Republican,District 67,1455
Dearborn,State Representative,Randy Lyness,Republican,District 68,6391
Bartholomew,State Representative,Jim Lucas,Republican,District 69,148
Bartholomew,State Representative,Nancy L. Franke,Republican,District 69,96
Clark,State Representative,Heidi Cade Sellers,Democratic,District 70,1514
Clark,State Representative,Karen Engleman,Republican,District 70,2763
Clark,State Representative,Steven R. Stemler,Democratic,District 71,6452
Clark,State Representative,Douglas Leatherbury,Democratic,District 73,453
Clark,State Representative,Michael A Harkness,Republican,District 73,319
Clark,State Representative,Steven Davisson,Republican,District 73,737
Crawford,State Representative,Larry K. Kleeman,Democratic,District 74,944
Dubois,State Representative,Larry K. Kleeman,Democratic,District 74,1490
Crawford,State Representative,Lloyd Arnold,Republican,District 74,1482
Dubois,State Representative,Lloyd Arnold,Republican,District 74,2228
Allen,State Representative,Matthew S. Lehman,Republican,District 79,2066
Adams,State Representative,Matthew S. Lehman,Republican,District 79,5804
Allen,State Representative,Phil GiaQuinta,Democratic,District 80,5329
Allen,State Representative,Christian Skordos,Republican,District 80,2274
Allen,State Representative,Martin Carbaugh,Republican,District 81,7752
Elkhart,State Representative,Mike Wilber,Democratic,District 82,50
Allen,State Representative,Mike Wilber,Democratic,District 82,264
Elkhart,State Representative,David L. Ober,Republican,District 82,513
Allen,State Representative,David L. Ober,Republican,District 82,1232
Allen,State Representative,Christopher N. Judy,Republican,District 83,8801
Allen,State Representative,Curtis Nash,Democratic,District 84,2579
Allen,State Representative,Donald "Donny" Manco,Democratic,District 84,2178
Allen,State Representative,Bob Morris,Republican,District 84,12275
Allen,State Representative,Casey Cox,Republican,District 85,4218
Allen,State Representative,Dave Heine,Republican,District 85,7849
Allen,State Representative,Denny Worman,Republican,District 85,1162
Bartholomew,Judge of the Circuit Court,Kelly S. Benjamin,Republican,Bartholomew (9th Circuit),8181
Bartholomew,Judge of the Circuit Court,Scott Andrews,Republican,Bartholomew (9th Circuit),6904
Crawford,Judge of the Circuit Court,Stanley O. Faith,Democratic,Crawford (77th Circuit),440
Crawford,Judge of the Circuit Court,Stanley V. Pennington,Democratic,Crawford (77th Circuit),913
Crawford,Judge of the Circuit Court,Justin B. Mills,Republican,Crawford (77th Circuit),936
Crawford,Judge of the Circuit Court,Sabrina R. Bell,Republican,Crawford (77th Circuit),949
Dearborn,Judge of the Circuit Court,James D. Humphrey,Republican,Dearborn/Ohio (7th Cir.),7956
Blackford,Judge of the Superior Court,Nick Barry,Republican,Blackford County,1571
DeKalb,Judge of the Circuit Court,Kevin L. Likes,Republican,DeKalb (75th Circuit),3228
DeKalb,Judge of the Circuit Court,Kurt Grimm,Republican,DeKalb (75th Circuit),5293
Delaware,Judge of the Circuit Court,Marianne Lafferty Vorhees,Democratic,Delaware Ct. 1(46th Cir.),11870
Cass,Judge of the Superior Court,James K. (Jim) Muehlhausen,Republican,"Cass County, Court 1",6051
Elkhart,Judge of the Circuit Court,Bodie J. Stegelmann,Republican,Elkhart (34th Circuit),4493
Elkhart,Judge of the Circuit Court,Christopher J. Spataro,Republican,Elkhart (34th Circuit),10351
Elkhart,Judge of the Circuit Court,Martin (Marty) McCloskey,Republican,Elkhart (34th Circuit),5087
Elkhart,Judge of the Circuit Court,Michael A. Christofeno,Republican,Elkhart (34th Circuit),11071
