County,Office,Candidate,Party,District,Votes
Bartholomew,Town Council Member,Donald M. Frey,Democratic,Jo In Town,29
Bartholomew,Town Council Member,Edward Johnson,Democratic,HOPE,391
Bartholomew,Town Council Member,Nellie Meek,Democratic,HOPE,277
Bartholomew,Town Council Member,Stacy Bennett,Democratic,Jo In Town,22
Cass,Town Council Member,Todd A Fry,Democratic,GALVESTON,222
Boone,Town Council Member,Carol Keith,Independent,Thorntown,187
Boone,Town Council Member,Dale "Spanky"  Thompson,Independent,Advance,114
Boone,Town Council Member,James L Caldwell,Independent,Advance,118
Boone,Town Council Member,Joseph Faudree,Independent,Thorntown,60
Boone,Town Council Member,Kevin Smith,Independent,Thorntown,79
Benton,Town Council Member,Kyle J Brost,Independent,Boswell,172
Boone,Town Council Member,Larry Truitt,Independent,Thorntown,230
Boone,Town Council Member,Mike McKenzie,Independent,Thorntown,175
Boone,Town Council Member,Shawn D McClintock,Independent,Thorntown,213
Benton,Town Council Member,(Rusty) Russell Hoaks,Republican,Oxford,320
Adams,Town Council Member,Arlen R Mitchel,Republican,GENEVA,185
Benton,Town Council Member,Daniel Klumpe,Republican,OTTERBEIN,206
Dearborn,Town Council Member,Doug Baker,Republican,Dearborn,410
Benton,Town Council Member,Doyle Allison,Republican,OTTERBEIN,175
Adams,Town Council Member,Gary Hendershot,Republican,GENEVA,312
Benton,Town Council Member,Jake Foster,Republican,Boswell,186
Benton,Town Council Member,James E. Deckard,Republican,Oxford,347
Bartholomew,Town Council Member,John Walstad,Republican,HOPE,481
Delaware,Town Council Member,MARTA GUINN,Republican,YORKTOWN,4994
Adams,Town Council Member,Marvin R Schwartz,Republican,GENEVA,364
Delaware,Town Council Member,NANCI SEARS PERRY,Republican,YORKTOWN,5044
Bartholomew,Town Council Member,Ohmer J. Miller,Republican,HOPE,607
Benton,Town Council Member,Patrick C Claire,Republican,Fowler,643
Dearborn,Town Council Member,Richard (Dick) Federmann,Republican,Dearborn,414
Delaware,Town Council Member,RICK E GLAUB,Republican,YORKTOWN,4963
Cass,Town Council Member,Samuel Q. A. Levine,Republican,GALVESTON,421
Benton,Town Council Member,Steven R Sorenson,Republican,Fowler,653
Clinton,School Board Member,Adam J Beck,Non Partisan,"PRECINCT 22, PRECINCT 23, PRECINCT 27, PRECINCT 28, PRECINCT 32, PRECINCT 33, PRECINCT 39",1660
Delaware,School Board Member,Adam M Williams,Non Partisan,Delaware Community School District,4678
Cass,School Board Member,Adam Perrone,Non Partisan,Lewis Cass Schools,726
Adams,School Board Member,Adam S Lehman,Non Partisan,"SA SCHOOL BOARD SEAT 1, SA SCHOOL BOARD SEAT 2, SA SCHOOL BOARD SEAT 3, SA SCHOOL BOARD SEAT 4, SA SCHOOL BOARD SEAT 5",2921
Boone,School Board Member,Adam Shepherd,Non Partisan,"WBCCS Clinton, WBCCS Harrison, WBCCS Jackson, WBCCS Jefferson, WBCCS Sugar Creek, WBCCS Washington",3063
Daviess,School Board Member,Alex M Knepp,Non Partisan,BARR-REEVE,1592
Daviess,School Board Member,Alex Portee,Non Partisan,WASHINGTON,1207
Delaware,School Board Member,Alison L Tokar,Non Partisan,MT PLEASANT,10163
Elkhart,School Board Member,Allan Kauffman,Non Partisan,GCS 4,2220
Carroll,School Board Member,Amanda Redmon,Non Partisan,"C1, C2, C3, C4, C5",1753
Brown,School Board Member,Amy H Oliver,Non Partisan,Brown,2807
Clinton,School Board Member,Amy L Mennen,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",1552
Adams,School Board Member,Amy M Orr,Non Partisan,SOUTH ADAMS,1025
Cass,School Board Member,Amy Miller,Non Partisan,Lewis Cass Schools,3161
Clay,School Board Member,Andrea S Baysinger,Non Partisan,Clay Community,1718
Benton,School Board Member,Angela (Anji) Strasburger,Non Partisan,SOUTH NEWTON,78
Adams,School Board Member,Arlene J Amstutz,Non Partisan,"SA SCHOOL BOARD SEAT 1, SA SCHOOL BOARD SEAT 2, SA SCHOOL BOARD SEAT 3, SA SCHOOL BOARD SEAT 4, SA SCHOOL BOARD SEAT 5",2884
Dubois,School Board Member,Arlet Jackle,Non Partisan,GREATER JASPER CONSOLIDATED,7119
Delaware,School Board Member,Austin R Rich,Non Partisan,Liberty Perry Community School District,609
Daviess,School Board Member,Barbara (Gentry) Duncan,Non Partisan,WASHINGTON,635
Carroll,School Board Member,Becky O'Farrell,Non Partisan,TWLK 2,1016
Adams,School Board Member,Benjamin Liechty,Non Partisan,"AC SCHOOL BOARD SEAT 1, AC SCHOOL BOARD SEAT 2, AC SCHOOL BOARD SEAT 3, AC SCHOOL BOARD SEAT 4, AC SCHOOL BOARD SEAT 5, AC SCHOOL BOARD SEAT 6",2214
Crawford,School Board Member,Betty A Richardson,Non Partisan,Crawford County,2208
Carroll,School Board Member,Billy J Lytle,Non Partisan,"C1, C2, C3, C4, C5",2720
Clinton,School Board Member,Bobbi M Elliott,Non Partisan,"PRECINCT 22, PRECINCT 23, PRECINCT 27, PRECINCT 28, PRECINCT 32, PRECINCT 33, PRECINCT 39",1729
Elkhart,School Board Member,Bradd A Weddell,Non Partisan,GOSHEN COMMUNITY SCHOOL,10709
Adams,School Board Member,Bradley D Boyle,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",2948
Allen,School Board Member,Bradley M Mills,Non Partisan,SOUTHWEST ALLEN,12226
Benton,School Board Member,Brandon J (Brandi) Schemerhorn,Non Partisan,TRI-COUNTY,99
Clark,School Board Member,Brian A Guernsey,Non Partisan,Borden-Henryville School,1981
Elkhart,School Board Member,Brian A Pearison,Non Partisan,BAUGO COMMUNITY SCHOOL,845
Boone,School Board Member,Brian Robert Gott,Non Partisan,"WBCCS Clinton, WBCCS Harrison, WBCCS Jackson, WBCCS Jefferson, WBCCS Sugar Creek, WBCCS Washington",3209
Bartholomew,School Board Member,Brian W. Rose,Non Partisan,SCH F,646
Elkhart,School Board Member,Brian Wogoman,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,2876
Benton,School Board Member,Candace D Armstrong,Non Partisan,SOUTH NEWTON,61
Adams,School Board Member,Carla J Bultemeier,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",3508
Elkhart,School Board Member,Casey I Zitkus,Non Partisan,ECS C,1815
Benton,School Board Member,Catherine R Zeider,Non Partisan,SOUTH NEWTON,64
Bartholomew,School Board Member,Cathy J. Hamm,Non Partisan,EDINBURGH COMM SCHOOL COR,53
Dubois,School Board Member,Cecelia M. Hamilton,Non Partisan,SOUTHEAST SCHOOL DISTRICT,2862
Cass,School Board Member,Chad E Boldry,Non Partisan,CASTON SCHOOL CORPORATION,648
Cass,School Board Member,Chandra L Felker,Non Partisan,Pioneer SC,1823
Elkhart,School Board Member,CHRIS CARITHERS,Non Partisan,BAUGO COMMUNITY SCHOOL,1649
Clark,School Board Member,Chris Rountree  ,Non Partisan,Silver Creek School,5098
Blackford,School Board Member,Chris Smith,Non Partisan,Blackford,3513
Carroll,School Board Member,Chris W Nipple,Non Partisan,D6,155
Elkhart,School Board Member,Christina Eshelman,Non Partisan,WA-NEE COMMUNITY SCHOOL,5021
Clark,School Board Member,Christina M Franklin,Non Partisan,Silver Creek School,3344
Benton,School Board Member,Christopher  Dalton,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,1546
Carroll,School Board Member,Christopher (Chris) Dyer,Non Partisan,"C1, C2, C3, C4, C5",1037
Daviess,School Board Member,Cole Wolford,Non Partisan,NORTH DAVIESS,1892
Dubois,School Board Member,Courtney A Schwartz,Non Partisan,SOUTHWEST SCHOOL DISTRICT,2894
DeKalb,School Board Member,Craig  Davis,Non Partisan,DEKALB EASTERN,1946
Boone,School Board Member,Craig Parks,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",4107
Cass,School Board Member,Cristie Rans,Non Partisan,CASTON SCHOOL CORPORATION,631
Bartholomew,School Board Member,Curtis Rooks,Non Partisan,EDINBURGH COMM SCHOOL COR,63
Elkhart,School Board Member,Dacey Davis,Non Partisan,ECS D,1649
DeKalb,School Board Member,Danny E Weimer,Non Partisan,"GARRETT,  KEYSER,  BUTLER",1871
Elkhart,School Board Member,Danny T Brown,Non Partisan,ECS D,1561
Dearborn,School Board Member,Daryl L Cutter,Non Partisan,SOUTH DEARBORN COMM.,6151
Cass,School Board Member,David M Mcclure,Non Partisan,Logansport SC,5919
Clay,School Board Member,David M Smith,Non Partisan,Metropolitan School District of Shakamak,420
Clinton,School Board Member,David R Larsh,Non Partisan,"PRECINCT 22, PRECINCT 23, PRECINCT 27, PRECINCT 28, PRECINCT 32, PRECINCT 33, PRECINCT 39",1845
Cass,School Board Member,Dennis J Herd,Non Partisan,Pioneer SC,1847
Daviess,School Board Member,Derrick Clarke,Non Partisan,WASHINGTON,969
Clark,School Board Member,Don Guthrie,Non Partisan,Borden-Henryville School,2579
Elkhart,School Board Member,Don Lehman,Non Partisan,WA-NEE COMMUNITY SCHOOL,5450
Blackford,School Board Member,Donn (Phil) Ford,Non Partisan,JAY SCHOOL CORP,25
Crawford,School Board Member,Donna K Apple-Denbo,Non Partisan,Crawford County,1764
Crawford,School Board Member,Douglas E Belcher,Non Partisan,Crawford County,1567
Elkhart,School Board Member,Douglas K Weaver,Non Partisan,ECS C,3527
Clark,School Board Member,Douglas R Coffman,Non Partisan,Silver Creek School,3152
Benton,School Board Member,Edward Schroeder,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,1062
DeKalb,School Board Member,Elizabeth A. (Beth)  Leitch,Non Partisan,"GARRETT,  KEYSER,  BUTLER",1286
Elkhart,School Board Member,Eric Ott,Non Partisan,BAUGO COMMUNITY SCHOOL,1298
Dearborn,School Board Member,Fayla Nanz,Non Partisan,LAWRENCEBURG COMM.,3255
Delaware,School Board Member,Gary E Rooker,Non Partisan,HARRISON,945
Clinton,School Board Member,Gavin A Wellman,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",552
Adams,School Board Member,Gina M Dunnuck,Non Partisan,SOUTH ADAMS,819
Allen,School Board Member,Glenna L Jehl,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",5793
Dubois,School Board Member,Greg Eckerle,Non Partisan,GREATER JASPER CONSOLIDATED,7582
Clark,School Board Member,Greg Slaten,Non Partisan,Silver Creek School,1767
Boone,School Board Member,Gregory (Greg) A. Hole,Non Partisan,"WBCCS Clinton, WBCCS Harrison, WBCCS Jackson, WBCCS Jefferson, WBCCS Sugar Creek, WBCCS Washington",1911
DeKalb,School Board Member,Heather M Krebs,Non Partisan,DEKALB CENTRAL,5236
Boone,School Board Member,Helen Marie Pell,Non Partisan,Lebanon Community School,3821
Benton,School Board Member,Holli Schoen,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,2281
Bartholomew,School Board Member,James A. Persinger,Non Partisan,Bartholomew Consolidated,3681
Boone,School Board Member,James C (J.C.) Mitchell,Non Partisan,"WBCCS Clinton, WBCCS Harrison, WBCCS Jackson, WBCCS Jefferson, WBCCS Sugar Creek, WBCCS Washington",1791
Dearborn,School Board Member,James C Daugherty,Non Partisan,SOUTH DEARBORN COMM.,6052
Delaware,School Board Member,James C Schneider,Non Partisan,HARRISON,445
Dearborn,School Board Member,James D Graf,Non Partisan,SUNMAN-DEARBORN COMM.,11008
Clay,School Board Member,James E Gadberry,Non Partisan,Metropolitan School District of Shakamak,304
Clinton,School Board Member,James E Mcquade II,Non Partisan,"PRECINCT 01, PRECINCT 02, PRECINCT 03, PRECINCT 04, PRECINCT 05, PRECINCT 06, PRECINCT 07, PRECINCT 08, PRECINCT 09, PRECINCT 10, PRECINCT 11, PRECINCT 12, PRECINCT 13, PRECINCT 14, PRECINCT 15, PRECINCT 16, PRECINCT 17, PRECINCT 18, PRECINCT 19, PRE",536
Carroll,School Board Member,Jana L Conn,Non Partisan,"C1, C2, C3, C4, C5",933
Elkhart,School Board Member,Jason A Becker,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,1633
Benton,School Board Member,Jason Kilmer,Non Partisan,TRI-COUNTY,102
Blackford,School Board Member,Jason W Phillips,Non Partisan,JAY SCHOOL CORP,22
Elkhart,School Board Member,Jay A Squibb,Non Partisan,BAUGO COMMUNITY SCHOOL,1095
DeKalb,School Board Member,Jeff Johnson,Non Partisan,DEKALB CENTRAL,4495
Boone,School Board Member,Jeff Papa,Non Partisan,"ZCS Eagle, ZCS Union",12293
Allen,School Board Member,Jennifer Bennett,Non Partisan,SOUTHWEST ALLEN,8173
Allen,School Board Member,Jennifer Blackburn,Non Partisan,EAST ALLEN,10994
Bartholomew,School Board Member,Jennifer Corsi,Non Partisan,Bartholomew Consolidated,10928
Allen,School Board Member,Jennifer L Matthias,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",7086
DeKalb,School Board Member,Jeremy S Hill,Non Partisan,HAMILTON SCHOOL DISTRICT,406
DeKalb,School Board Member,Jerry A Weller,Non Partisan,"GARRETT,  KEYSER,  BUTLER",2925
Adams,School Board Member,Jill Colclasure,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",2956
Elkhart,School Board Member,Joanna King,Non Partisan,MCS B,1296
Clay,School Board Member,Jodi L Barton,Non Partisan,Metropolitan School District of Shakamak,222
Clark,School Board Member,Joe Basham,Non Partisan,Silver Creek School,3268
Adams,School Board Member,John C Buckingham,Non Partisan,"SA SCHOOL BOARD SEAT 1, SA SCHOOL BOARD SEAT 2, SA SCHOOL BOARD SEAT 3, SA SCHOOL BOARD SEAT 4, SA SCHOOL BOARD SEAT 5",2877
DeKalb,School Board Member,John Gregory Davis,Non Partisan,DEKALB CENTRAL,4099
Boone,School Board Member,John Hunt,Non Partisan,SHERIDAN,4696
Carroll,School Board Member,John R Roscka,Non Partisan,TWIN LAKES,1199
Dubois,School Board Member,Jon S Menke,Non Partisan,SOUTHWEST SCHOOL DISTRICT,2958
Allen,School Board Member,Jose Dominguez,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",4426
Clinton,School Board Member,Joseph L Hufford,Non Partisan,ROSSVILLE,1450
Carroll,School Board Member,Joseph L Hufford,Non Partisan,ROSSVILLE,468
Delaware,School Board Member,Joseph T Kaelin,Non Partisan,SALEM,1145
Clinton,School Board Member,Joshua A Davison,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",1290
DeKalb,School Board Member,Joshua C Newbauer,Non Partisan,DEKALB CENTRAL,4178
Decatur,School Board Member,Joyce A Geis,Non Partisan,Decatur County,3978
Elkhart,School Board Member,Julie Phillips,Non Partisan,BAUGO COMMUNITY SCHOOL,1419
Elkhart,School Board Member,Kami Wait,Non Partisan,CONCORD COMMUNITY SCHOOL,6603
Crawford,School Board Member,Karen E Sheller,Non Partisan,Crawford County,1944
Clinton,School Board Member,Karen Sutton,Non Partisan,"PRECINCT 01, PRECINCT 02, PRECINCT 03, PRECINCT 04, PRECINCT 05, PRECINCT 06, PRECINCT 07, PRECINCT 08, PRECINCT 09, PRECINCT 10, PRECINCT 11, PRECINCT 12, PRECINCT 13, PRECINCT 14, PRECINCT 15, PRECINCT 16, PRECINCT 17, PRECINCT 18, PRECINCT 19, PRE",514
Dearborn,School Board Member,Karla S Scott-Raab,Non Partisan,SOUTH DEARBORN COMM.,2728
Elkhart,School Board Member,Kate Hummel,Non Partisan,MCS C,4139
Boone,School Board Member,Katherine (Katie) Aeschliman,Non Partisan,"ZCS Eagle, ZCS Union",13474
Clark,School Board Member,Katie (Hutch) Hutchinson,Non Partisan,Greater Clark County Schools,21360
Clark,School Board Member,Keith Freeman,Non Partisan,Greater Clark County Schools,13062
Elkhart,School Board Member,Keith Goodman,Non Partisan,GCS 4,1139
Dearborn,School Board Member,Kelli J Gentrup-Pettit,Non Partisan,SOUTH DEARBORN COMM.,4636
Daviess,School Board Member,Kelly J. Garland,Non Partisan,WASHINGTON,2256
Daviess,School Board Member,Kenny Key,Non Partisan,WASHINGTON,373
Allen,School Board Member,Kent H Somers,Non Partisan,"NORTHWEST ALLEN 1, NORTHWEST ALLEN 2, NORTHWEST ALLEN 3",15915
Clay,School Board Member,Kevin K Kumpf,Non Partisan,Clay Community,1295
Clark,School Board Member,Kevin L Paul,Non Partisan,Greater Clark County Schools,20198
Delaware,School Board Member,Kevin Nemyer,Non Partisan,LIBERTY,1634
Clark,School Board Member,Kevin P Puckett,Non Partisan,Borden-Henryville School,2816
Adams,School Board Member,Kim Brandt,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",1362
Clark,School Board Member,Kimra A Schleicher,Non Partisan,Borden-Henryville School,2344
Delaware,School Board Member,Kip A Corn,Non Partisan,SALEM,1200
Clinton,School Board Member,Kirk A Long,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",730
Adams,School Board Member,Kyle A Litwiller,Non Partisan,SOUTH ADAMS,1409
Clinton,School Board Member,Kyle C Rule,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",1910
Daviess,School Board Member,Kyle Cornelius,Non Partisan,WASHINGTON,3208
Bartholomew,School Board Member,Lacretia Ulery,Non Partisan,Bartholomew Consolidated,8336
Brown,School Board Member,Lance L Miller,Non Partisan,Brown,1800
Allen,School Board Member,Lee James Wilson Jr.,Non Partisan,EAST ALLEN,1672
DeKalb,School Board Member,Leon  Steury,Non Partisan,DEKALB EASTERN,1943
Brown,School Board Member,Linda L Hobbs,Non Partisan,Brown,2753
Cass,School Board Member,Lisa A Kesling,Non Partisan,Pioneer SC,1799
Clark,School Board Member,Lynn Wilson,Non Partisan,Clarksville Community School Corp,2104
DeKalb,School Board Member,Marcus J Carlson,Non Partisan,"GARRETT,  KEYSER,  BUTLER",473
Elkhart,School Board Member,Maria Sanchez Schirch,Non Partisan,GCS 2,2312
Elkhart,School Board Member,Marilee Keim,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,2498
DeKalb,School Board Member,Mark  Thrush,Non Partisan,"GARRETT,  KEYSER,  BUTLER",1929
Benton,School Board Member,Mark A Shoemaker,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,1818
Allen,School Board Member,Mark W Gilpin,Non Partisan,SOUTHWEST ALLEN,15689
Brown,School Board Member,Marlene L Barnett,Non Partisan,Brown,1267
Cass,School Board Member,Marvin Jones,Non Partisan,Lewis Cass Schools,892
Cass,School Board Member,Matt Meagher,Non Partisan,Logansport SC,3205
Bartholomew,School Board Member,Matthew Bruner,Non Partisan,SCH H,1269
Dubois,School Board Member,Matthew Eckert,Non Partisan,SOUTHEAST SCHOOL DISTRICT,3067
DeKalb,School Board Member,Matthew J Snyder,Non Partisan,DEKALB EASTERN,1760
Adams,School Board Member,Michael (Mike) Brown,Non Partisan,ADAMS CENTRAL,2128
Bartholomew,School Board Member,Michael A. Jamerson,Non Partisan,Bartholomew Consolidated,5894
Clay,School Board Member,Michael R Shaw,Non Partisan,Clay Community,2321
Cass,School Board Member,Mike McCord,Non Partisan,Logansport SC,5381
Clark,School Board Member,Milton Clayton,Non Partisan,Greater Clark County Schools,10275
Clark,School Board Member,Myra W Powell,Non Partisan,Borden-Henryville School,2129
Daviess,School Board Member,Nathan A Alderson,Non Partisan,NORTH DAVIESS,1564
Dubois,School Board Member,Nathan C Schuler,Non Partisan,SOUTHEAST SCHOOL DISTRICT,3036
Decatur,School Board Member,Nicholas J Messer,Non Partisan,Decatur County,2441
Bartholomew,School Board Member,Nicole Wheeldon,Non Partisan,Bartholomew Consolidated,14202
Carroll,School Board Member,Patrick A Hickner,Non Partisan,"C1, C2, C3, C4, C5",1319
Bartholomew,School Board Member,Patrick M. Bryant,Non Partisan,Bartholomew Consolidated,12726
Allen,School Board Member,Paul G Moss,Non Partisan,SOUTHWEST ALLEN,5252
Crawford,School Board Member,Paul R Broughton,Non Partisan,Crawford County,2415
Elkhart,School Board Member,Peggy Cronin,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,1698
Daviess,School Board Member,Peggy K. Stephens,Non Partisan,WASHINGTON,2757
Adams,School Board Member,Philip M Garwood,Non Partisan,"AC SCHOOL BOARD SEAT 1, AC SCHOOL BOARD SEAT 2, AC SCHOOL BOARD SEAT 3, AC SCHOOL BOARD SEAT 4, AC SCHOOL BOARD SEAT 5, AC SCHOOL BOARD SEAT 6",2086
Benton,School Board Member,Rachel Cantrell,Non Partisan,TRI-COUNTY,83
Clark,School Board Member,Rachel J Overberg,Non Partisan,Silver Creek School,3590
Benton,School Board Member,Ramon (Ray) Villalobos Jr.,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,2848
Daviess,School Board Member,Randy Bouchie,Non Partisan,WASHINGTON,3378
Allen,School Board Member,Regenia Jones,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",4671
Dearborn,School Board Member,Regina K Rybolt,Non Partisan,LAWRENCEBURG COMM.,3211
Adams,School Board Member,Rhonda M Isch,Non Partisan,"AC SCHOOL BOARD SEAT 1, AC SCHOOL BOARD SEAT 2, AC SCHOOL BOARD SEAT 3, AC SCHOOL BOARD SEAT 4, AC SCHOOL BOARD SEAT 5, AC SCHOOL BOARD SEAT 6",2127
Clark,School Board Member,Richard "Rick" Belcher,Non Partisan,Borden-Henryville School,3451
Clark,School Board Member,Richard E Anderson,Non Partisan,Silver Creek School,2023
Cass,School Board Member,Rick Lee,Non Partisan,Lewis Cass Schools,1800
Dearborn,School Board Member,Robert L Miller,Non Partisan,LAWRENCEBURG COMM.,3823
Allen,School Board Member,Robert Nelson Jr.,Non Partisan,EAST ALLEN,7425
Dearborn,School Board Member,Robert S Davis,Non Partisan,SUNMAN-DEARBORN COMM.,10862
Boone,School Board Member,Robert Wirey,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",2775
Daviess,School Board Member,Robin Dove,Non Partisan,NORTH DAVIESS,1685
Elkhart,School Board Member,Rodney Dale,Non Partisan,ELKHART COMMUNITY SCHOOL,20796
Cass,School Board Member,Roger E Byrum,Non Partisan,CASTON SCHOOL CORPORATION,663
Allen,School Board Member,Ron Turpin,Non Partisan,EAST ALLEN 7E,5157
Carroll,School Board Member,RYAN ALLBAUGH,Non Partisan,"C1, C2, C3, C4, C5",1092
Bartholomew,School Board Member,Ryan Blaker,Non Partisan,EDINBURGH COMM SCHOOL COR,44
Clay,School Board Member,Ryan J Keller,Non Partisan,Clay Community,1504
Blackford,School Board Member,Ryan Wellman,Non Partisan,JAY SCHOOL CORP,962
Dearborn,School Board Member,Sara Hylton,Non Partisan,SUNMAN-DEARBORN COMM.,10747
Clark,School Board Member,Scott D Groan,Non Partisan,Silver Creek School,3912
Allen,School Board Member,SCOTT GARNER,Non Partisan,EAST ALLEN 4E,2402
Allen,School Board Member,Scott Myers,Non Partisan,SOUTHWEST ALLEN,5572
Elkhart,School Board Member,Shawn C. Johnson,Non Partisan,WA-NEE COMMUNITY SCHOOL,4748
Benton,School Board Member,Spencer Geib,Non Partisan,TRI-COUNTY,94
Brown,School Board Member,Stephanie P Kritzer,Non Partisan,Brown,1660
Decatur,School Board Member,Stephen R Amrhein,Non Partisan,Decatur County,3819
Allen,School Board Member,Steve Bartkus,Non Partisan,NORTHWEST ALLEN,8346
Allen,School Board Member,Steve Corona,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",8016
Delaware,School Board Member,Steve Dowling,Non Partisan,WASHINGTON,695
Dearborn,School Board Member,Steven M Hamlett,Non Partisan,SOUTH DEARBORN COMM.,4164
Allen,School Board Member,Steven M Screeton,Non Partisan,EAST ALLEN 4E,2960
Elkhart,School Board Member,Susan (Sue) Daiber,Non Partisan,ECS A,6596
Boone,School Board Member,Tad D Braner,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",3804
Delaware,School Board Member,Ted L Johnson II,Non Partisan,MT PLEASANT,4611
Clark,School Board Member,Teresa A Cummings,Non Partisan,Clarksville Community School Corp,2152
Clark,School Board Member,Teresa Bottorff-Perkins,Non Partisan,Greater Clark County Schools,20369
Clark,School Board Member,Terry L Roudenbush Sr.,Non Partisan,Borden-Henryville School,1318
Allen,School Board Member,THOMAS E SMITH,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",7046
Clay,School Board Member,Thomas K Reberger,Non Partisan,Clay Community,1747
Boone,School Board Member,Tiffany A Jones,Non Partisan,Lebanon Community School,4485
Elkhart,School Board Member,Tim A Yoder,Non Partisan,CONCORD COMMUNITY SCHOOL,7197
Dubois,School Board Member,Tim Demotte,Non Partisan,GREATER JASPER CONSOLIDATED,7385
Cass,School Board Member,Timothy A Johnson,Non Partisan,Lewis Cass Schools,3033
Adams,School Board Member,Timothy B Ehlerding,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",4940
Daviess,School Board Member,Timothy R Hedrick,Non Partisan,WASHINGTON,3365
Decatur,School Board Member,Timothy Roscoe,Non Partisan,Decatur County,1762
Allen,School Board Member,Todd Buckmaster,Non Partisan,EAST ALLEN,18448
Elkhart,School Board Member,Todd G Gongwer,Non Partisan,WA-NEE COMMUNITY SCHOOL,5635
Bartholomew,School Board Member,Todd R. Grimes,Non Partisan,Bartholomew Consolidated,14148
Boone,School Board Member,Tomas Wagner,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",1883
Allen,School Board Member,Tracy Bilodeau,Non Partisan,SOUTHWEST ALLEN,5684
DeKalb,School Board Member,Travis  Holcomb,Non Partisan,"GARRETT,  KEYSER,  BUTLER",707
Clinton,School Board Member,Travis J Robinson,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",1850
Boone,School Board Member,Trey Hendrix,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",5367
Blackford,School Board Member,Troy M Kaufman,Non Partisan,Blackford,3636
Elkhart,School Board Member,Tyler Rensberger,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,1789
DeKalb,School Board Member,Valerie K Armstrong,Non Partisan,DEKALB CENTRAL,7825
Delaware,School Board Member,Vick A Conway,Non Partisan,MONROE,1245
Delaware,School Board Member,Vickie L Rees,Non Partisan,SALEM,1275
Blackford,School Board Member,Vickie Reitz,Non Partisan,JAY SCHOOL CORP,15
Crawford,School Board Member,Warren L Laswell,Non Partisan,Crawford County,1221
