County,Office,Candidate,Party,District,Votes
Adams,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",2
Clinton,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",2
Crawford,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",13
Brown,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",26
Bartholomew,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",10
Blackford,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",1
Cass,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",5
Dearborn,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",9
DeKalb,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",51
Benton,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",3
Carroll,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",2
Dubois,Presidential Electors for US President & VP,Brian Carroll,American Solidarity,"1, 2, 3, 4, 5, 6, 7, 8, 9",13
Bartholomew,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",12934
Benton,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",1009
Brown,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",3036
DeKalb,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",4966
Elkhart,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",26108
Blackford,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",1376
Boone,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",15244
Dearborn,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",5446
Adams,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",3236
Clark,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",23093
Clay,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",2552
Clinton,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",3361
Delaware,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",20474
Allen,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",73189
Carroll,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",2224
Crawford,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",1355
Daviess,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",2169
Dubois,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",6292
Cass,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",4304
Decatur,Presidential Electors for US President & VP,Joseph R. Biden,Democratic,"1, 2, 3, 4, 5, 6, 7, 8, 9",2439
Bartholomew,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",9
Brown,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",3
Daviess,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",3
Decatur,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",29
Benton,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",1
Clay,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",6
Crawford,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",1
Clark,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",7
Clinton,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",6
Dearborn,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",12
Delaware,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Howie Hawkins,Green,"1, 2, 3, 4, 5, 6, 7, 8, 9",37
Adams,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Abram Loeb,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Christopher Stried,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Deborah Rouse,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",1
Adams,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Joe Schriner,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Kasey Wells,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Mitchell Williams,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Bartholomew,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Allen,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Randall F,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",2
Allen,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",2
Bartholomew,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Benton,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clark,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Blackford,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Brown,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Cass,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Adams,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Crawford,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dearborn,Presidential Electors for US President & VP,Shawn Howard,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",1
Adams,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Boone,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clay,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Clinton,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Elkhart,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Carroll,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Daviess,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Decatur,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
DeKalb,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Delaware,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
Dubois,Presidential Electors for US President & VP,Valerie McCray,Independent,"1, 2, 3, 4, 5, 6, 7, 8, 9",0
