County,Office,Candidate,Party,District,Votes
Allen,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,40
Benton,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Carroll,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Crawford,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,9
Daviess,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Dubois,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Adams,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,1
Clark,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,24
Clay,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,0
Clinton,Superintendent of Public Instruction,Kevin R. Brown,W/I (Democratic),Statewide,1
Benton,United States Representative,Peter J. Visclosky,Democratic,District 1,1801
Benton,United States Representative,Jeff Duensing,Libertarian,District 1,169
Benton,United States Representative,Mark Leyva,Republican,District 1,1703
Cass,United States Representative,Joe Donnelly,Democratic,District 2,8863
Carroll,United States Representative,Joe Donnelly,Democratic,District 2,4539
Elkhart,United States Representative,Joe Donnelly,Democratic,District 2,18917
Elkhart,United States Representative,Mark Vogel,Libertarian,District 2,778
Cass,United States Representative,Mark Vogel,Libertarian,District 2,488
Carroll,United States Representative,Mark Vogel,Libertarian,District 2,350
Cass,United States Representative,Luke Puckett,Republican,District 2,6085
Elkhart,United States Representative,Luke Puckett,Republican,District 2,10205
Carroll,United States Representative,Luke Puckett,Republican,District 2,3658
Allen,United States Representative,Michael A. (Mike) Montagano,Democratic,District 3,60314
Elkhart,United States Representative,Michael A. (Mike) Montagano,Democratic,District 3,14460
DeKalb,United States Representative,Michael A. (Mike) Montagano,Democratic,District 3,6754
Elkhart,United States Representative,William R. Larsen,Libertarian,District 3,1710
Allen,United States Representative,William R. Larsen,Libertarian,District 3,7405
DeKalb,United States Representative,William R. Larsen,Libertarian,District 3,919
DeKalb,United States Representative,Mark Edward Souder,Republican,District 3,9272
Elkhart,United States Representative,Mark Edward Souder,Republican,District 3,24302
Allen,United States Representative,Mark Edward Souder,Republican,District 3,72890
Boone,United States Representative,Nels Ackerson,Democratic,District 4,8633
Clinton,United States Representative,Nels Ackerson,Democratic,District 4,5575
Boone,United States Representative,Steve Buyer,Republican,District 4,17334
Clinton,United States Representative,Steve Buyer,Republican,District 4,6568
Decatur,United States Representative,Barry A. Welsh,Democratic,District 6,2365
Delaware,United States Representative,Barry A. Welsh,Democratic,District 6,20625
Bartholomew,United States Representative,Barry A. Welsh,Democratic,District 6,4322
Blackford,United States Representative,Barry A. Welsh,Democratic,District 6,1897
Allen,United States Representative,Barry A. Welsh,Democratic,District 6,1979
Adams,United States Representative,Barry A. Welsh,Democratic,District 6,3170
Dearborn,United States Representative,Barry A. Welsh,Democratic,District 6,1763
Adams,United States Representative,George T. Holland,Libertarian,District 6,258
Bartholomew,United States Representative,George T. Holland,Libertarian,District 6,301
Blackford,United States Representative,George T. Holland,Libertarian,District 6,123
Decatur,United States Representative,George T. Holland,Libertarian,District 6,277
Delaware,United States Representative,George T. Holland,Libertarian,District 6,1034
Allen,United States Representative,George T. Holland,Libertarian,District 6,113
Dearborn,United States Representative,George T. Holland,Libertarian,District 6,251
Allen,United States Representative,Mike Pence,Republican,District 6,3474
Bartholomew,United States Representative,Mike Pence,Republican,District 6,13099
Decatur,United States Representative,Mike Pence,Republican,District 6,7633
Blackford,United States Representative,Mike Pence,Republican,District 6,3280
Delaware,United States Representative,Mike Pence,Republican,District 6,27016
Adams,United States Representative,Mike Pence,Republican,District 6,9788
Dearborn,United States Representative,Mike Pence,Republican,District 6,5774
Daviess,United States Representative,Brad Ellsworth,Democratic,District 8,5774
Clay,United States Representative,Brad Ellsworth,Democratic,District 8,6912
Clay,United States Representative,Greg Goode,Republican,District 8,4363
Daviess,United States Representative,Greg Goode,Republican,District 8,4635
Clark,United States Representative,Baron P. Hill,Democratic,District 9,26913
Bartholomew,United States Representative,Baron P. Hill,Democratic,District 9,6675
Dubois,United States Representative,Baron P. Hill,Democratic,District 9,9860
Crawford,United States Representative,Baron P. Hill,Democratic,District 9,2980
Brown,United States Representative,Baron P. Hill,Democratic,District 9,4166
Dearborn,United States Representative,Baron P. Hill,Democratic,District 9,6466
Bartholomew,United States Representative,D. Eric Schansberg,Libertarian,District 9,492
Clark,United States Representative,D. Eric Schansberg,Libertarian,District 9,1383
Crawford,United States Representative,D. Eric Schansberg,Libertarian,District 9,168
Brown,United States Representative,D. Eric Schansberg,Libertarian,District 9,467
Dubois,United States Representative,D. Eric Schansberg,Libertarian,District 9,628
Dearborn,United States Representative,D. Eric Schansberg,Libertarian,District 9,481
Clark,United States Representative,Mike Sodrel,Republican,District 9,19054
Bartholomew,United States Representative,Mike Sodrel,Republican,District 9,5501
Brown,United States Representative,Mike Sodrel,Republican,District 9,3381
Dubois,United States Representative,Mike Sodrel,Republican,District 9,7624
Crawford,United States Representative,Mike Sodrel,Republican,District 9,1606
Dearborn,United States Representative,Mike Sodrel,Republican,District 9,6721
Carroll,State Senator,Brandt Hershman,Republican,District 7,6612
Clinton,State Senator,Brandt Hershman,Republican,District 7,2839
Elkhart,State Senator,Mike Settles,Democratic,District 9,2385
Elkhart,State Senator,Ryan D. Mishler,Republican,District 9,4806
Elkhart,State Senator,Don Metzler-Smith,Democratic,District 12,16569
Elkhart,State Senator,Carlin J. Yoder,Republican,District 12,27496
DeKalb,State Senator,Fred Demske,Democratic,District 13,244
DeKalb,State Senator,Marlin A. Stutzman,Republican,District 13,386
Allen,State Senator,David C. Long,Republican,District 16,37082
Cass,State Senator,Linda L. Klinck,Democratic,District 18,6524
Cass,State Senator,Randall Head,Republican,District 18,9021
Clay,State Senator,Joseph F. Osborn,Democratic,District 37,3733
Clay,State Senator,Richard D. Bray,Republican,District 37,4437
Brown,State Senator,Vi Simpson,Democratic,District 40,4663
Brown,State Senator,Leslie O. Compton,Republican,District 40,3215
Decatur,State Senator,Warren  Goodrich,Democratic,District 42,2814
Decatur,State Senator,Jean Leising,Republican,District 42,7302
Elkhart,State Representative,Craig R. Fry,Democratic,District 5,2767
Elkhart,State Representative,Dave Miller,Republican,District 5,1354
Benton,State Representative,Myron M. Sutton,Democratic,District 15,1681
Benton,State Representative,Donald J. Lehe,Republican,District 15,2059
Cass,State Representative,Bill Reutebuch,Democratic,District 16,849
Cass,State Representative,Douglas L. Gutwein,Republican,District 16,1491
Elkhart,State Representative,David A. Wolkins,Republican,District 18,4789
Elkhart,State Representative,Jackie Walorski,Republican,District 21,9597
Elkhart,State Representative,Clyde James,W/I (Independent),District 21,19
Elkhart,State Representative,William C. Friend,Republican,District 23,2209
Cass,State Representative,"Timothy J. Banter, Jr.",Democratic,District 24,5712
Carroll,State Representative,"Timothy J. Banter, Jr.",Democratic,District 24,3340
Cass,State Representative,Richard "Rich" McClain,Republican,District 24,7369
Carroll,State Representative,Richard "Rich" McClain,Republican,District 24,5130
Boone,State Representative,Jason Ellis,Democratic,District 28,3739
Boone,State Representative,Wade Mitchell,Libertarian,District 28,665
Boone,State Representative,Jeffrey A. Thompson,Republican,District 28,9524
Blackford,State Representative,Joe Pearson,Democratic,District 31,2835
Blackford,State Representative,Timothy W. Harris,Republican,District 31,2565
Delaware,State Representative,Andy Schemenaur,Democratic,District 33,4126
Delaware,State Representative,Bill J. Davis,Republican,District 33,3552
Delaware,State Representative,Dennis Tyler,Democratic,District 34,14234
Delaware,State Representative,Theodore (Ted) Baker,Republican,District 34,6796
Delaware,State Representative,Lee Ann Mengelt,Democratic,District 35,9067
Delaware,State Representative,L. Jack Lutz,Republican,District 35,10144
Boone,State Representative,Bob Snow,Democratic,District 38,781
Clinton,State Representative,Bob Snow,Democratic,District 38,4074
Clinton,State Representative,Jacqueline "Jacque" R. Clements,Republican,District 38,7786
Boone,State Representative,Jacqueline "Jacque" R. Clements,Republican,District 38,1932
Clay,State Representative,Clyde Kersey,Democratic,District 43,494
Clay,State Representative,Ryan J. Cummins,Republican,District 43,566
Clay,State Representative,Nancy A. Michael,Democratic,District 44,3730
Clay,State Representative,Darrell Goldman,Libertarian,District 44,199
Clay,State Representative,Amos P. Thomas,Republican,District 44,3413
Daviess,State Representative,Rick Marshall,Democratic,District 45,614
Daviess,State Representative,Bruce A. Borders,Republican,District 45,1394
Clay,State Representative,Vern Tincher,Democratic,District 46,1133
Clay,State Representative,Bob Heaton,Republican,District 46,1827
Elkhart,State Representative,John P. Hardy,Democratic,District 48,8468
Elkhart,State Representative,Timothy Neese,Republican,District 48,10235
Elkhart,State Representative,Vince Turner,Independent,District 49,8117
Elkhart,State Representative,Wes Culver,Republican,District 49,14889
DeKalb,State Representative,Lon Keyes,Democratic,District 51,4261
DeKalb,State Representative,Richard A. Dodge,Republican,District 51,6945
DeKalb,State Representative,Donald (Don) Papai,Democratic,District 52,940
DeKalb,State Representative,David Yarde II,Republican,District 52,2046
Bartholomew,State Representative,Sean R. Eberhart,Republican,District 57,6845
Bartholomew,State Representative,Rhonda Roush Bell,Democratic,District 59,5076
Bartholomew,State Representative,Milo Smith,Republican,District 59,10213
Brown,State Representative,Peggy Welch,Democratic,District 60,361
Dubois,State Representative,John G. Burger,Democratic,District 63,4573
Daviess,State Representative,John G. Burger,Democratic,District 63,3075
Dubois,State Representative,Mark B. Messmer,Republican,District 63,6040
Daviess,State Representative,Mark B. Messmer,Republican,District 63,4733
Daviess,State Representative,Kreg Battles,Democratic,District 64,324
Bartholomew,State Representative,Al Cox,Libertarian,District 65,517
Brown,State Representative,Al Cox,Libertarian,District 65,1282
Bartholomew,State Representative,Eric A. Koch,Republican,District 65,4076
Brown,State Representative,Eric A. Koch,Republican,District 65,4909
Clark,State Representative,Terry Goodin,Democratic,District 66,4116
Clark,State Representative,Jack R. Gillespie,Republican,District 66,2531
Decatur,State Representative,Mike Keller,Democratic,District 67,2516
Decatur,State Representative,Martin W. (Marty) Voegele,Independent,District 67,479
Decatur,State Representative,Cleo Duncan,Republican,District 67,7273
Dearborn,State Representative,Robert J. Bischoff,Democratic,District 68,7189
Dearborn,State Representative,Jud McMillin,Republican,District 68,6562
Clark,State Representative,Paul J. Robertson,Democratic,District 70,4821
Clark,State Representative,Tim Hunt,Republican,District 70,4398
Clark,State Representative,Steven Ray Stemler,Democratic,District 71,21202
Clark,State Representative,William C. Cochran,Democratic,District 72,190
Clark,State Representative,Edward D. (Ed) Clere,Republican,District 72,116
Clark,State Representative,Dennie Oxley,Democratic,District 73,707
Dubois,State Representative,Dennie Oxley,Democratic,District 73,1397
Crawford,State Representative,Dennie Oxley,Democratic,District 73,3275
Dubois,State Representative,Steve Davisson,Republican,District 73,475
Crawford,State Representative,Steve Davisson,Republican,District 73,1434
Clark,State Representative,Steve Davisson,Republican,District 73,704
Dubois,State Representative,Russ Stilwell,Democratic,District 74,3320
Dubois,State Representative,William Marcrum,Republican,District 74,1948
Allen,State Representative,Matthew S. Lehman,Republican,District 79,7694
Adams,State Representative,Matthew S. Lehman,Republican,District 79,10641
Allen,State Representative,Phil GiaQuinta,Democratic,District 80,14544
Allen,State Representative,Winfield C. Moses,Democratic,District 81,14475
Allen,State Representative,Jeff Espich,Republican,District 82,14815
Allen,State Representative,Steven B. Heaston,Democratic,District 83,5388
Allen,State Representative,Herbert (Jack) Evans,Libertarian,District 83,590
Allen,State Representative,Matt Bell,Republican,District 83,10701
Allen,State Representative,Mark Wehrle,Democratic,District 84,10217
Allen,State Representative,Randy L. Borror,Republican,District 84,17724
Allen,State Representative,Phyllis J. Pond,Republican,District 85,26037
DeKalb,State Representative,Phyllis J. Pond,Republican,District 85,1583
Boone,State Representative,Pamela Hickman,Democratic,District 87,2274
Boone,State Representative,Cindy Noe,Republican,District 87,6484
Allen,Judge of the Circuit Court,Thomas J. Felts,Republican,Allen (38th District),99423
Benton,Judge of the Circuit Court,Rex W. Kepner,Republican,Benton (76th Circuit) ,3164
Clark,Judge of the Circuit Court,Dan Moore,Democratic,"Clark (4th Circt), No. 1",26721
Clark,Judge of the Circuit Court,Abraham (Abe) Navarro,Republican,"Clark (4th Circt), No. 1",18460
Adams,Judge of the Superior Court,Thomas Wade Sheets,Democratic,Adams County ,4152
Adams,Judge of the Superior Court,Patrick R. Miller,Republican,Adams County ,9145
Allen,Judge of the Superior Court,Dan Heath,Non-Partisan,Allen Fam.Rel. (Heath),88415
Allen,Judge of the Superior Court,Stanley A. Levine,Non-Partisan,Allen Civil (Levine),83692
Allen,Judge of the Superior Court,Fran C. Gull,Non-Partisan,Allen Criminal (Gull),91300
Allen,Judge of the Superior Court,"John F. Surbeck, Jr.",Non-Partisan,Allen Criminal (Surbeck),91141
Allen,Judge of the Superior Court,Stephen M. Sims,Non-Partisan,Allen Family/Sims,92075
Bartholomew,Judge of the Superior Court,Kathleen (Kitty) Tighe Coriden,Democratic,"Bartholomew County, No. 2",15229
Bartholomew,Judge of the Superior Court,Roderick D. McGillivray,Republican,"Bartholomew County, No. 2",14683
Daviess,Judge of the Circuit Court,Jeffrey R. (Jeff) Norris,Democratic,Daviess (49th Circuit),4442
Daviess,Judge of the Circuit Court,Gregory A. Smith,Republican,Daviess (49th Circuit),5957
Boone,Judge of the Superior Court,Matt Kincaid,Republican,"Boone County, No. 1",21829
Boone,Judge of the Superior Court,Rebecca S. McClure,Republican,"Boone County, No. 2",21779
Delaware,Judge of the Circuit Court,Linda Ralu Wolf,Democratic,Delaware Ct. 3(46th Cir.),28506
Delaware,Judge of the Circuit Court,Mark A. Delgado,Republican,Delaware Ct. 3(46th Cir.),19638
Delaware,Judge of the Circuit Court,Diane M. Frye,Democratic,Delaware Ct. 4(46th Cir.),23166
Delaware,Judge of the Circuit Court,John M. Feick,Republican,Delaware Ct. 4(46th Cir.),24778
Delaware,Judge of the Circuit Court,"Thomas A. Cannon, Jr.",Democratic,Delaware Ct. 5(46th Cir.),28208
Delaware,Judge of the Circuit Court,Chris M. Teagle,Republican,Delaware Ct. 5(46th Cir.),19468
Carroll,Judge of the Superior Court,Jeffrey R. Smith,Republican,Carroll County,6547
Dubois,Judge of the Circuit Court,William E. Weikert,Democratic,Dubois (57th Circuit),13590
Clark,Judge of the Superior Court,Jerome F. (Jerry) Jacobi,Democratic,"Clark County, No. 2",32995
Clark,Judge of the Superior Court,Joseph "Joe P."  Weber,Democratic,"Clark County, No. 3",32406
Clinton,Judge of the Superior Court,Louis D. Evans,Democratic,Clinton County,4754
Clinton,Judge of the Superior Court,Justin Hunter,Republican,Clinton County,7446
Daviess,Judge of the Superior Court,Dean A. Sobecki,Republican,Daviess County,8032
Dearborn,Judge of the Superior Court,Barbara A. Wyly,Democratic,Dearborn County No. 1,6002
Dearborn,Judge of the Superior Court,Jonathan N. Cleary,Republican,Dearborn County No. 1,15727
Decatur,Judge of the Superior Court,Matthew D. Bailey,Republican,Decatur County,8724
DeKalb,Judge of the Superior Court,Kevin P. Wallace,Democratic,"DeKalb County, Court 1",11609
Elkhart,Judge of the Superior Court,Evan S. Roberts,Republican,"Elkhart County, No. 1",49200
Elkhart,Judge of the Superior Court,George W. Biddlecome,Republican,"Elkhart County, No. 3",49620
Elkhart,Judge of the Superior Court,Olga H. Stickel,Republican,"Elkhart County, No. 4",49055
Elkhart,Judge of the Superior Court,Fay Schwartz,Democratic,"Elkhart County, No. 5",28894
Elkhart,Judge of the Superior Court,Charles C. Wicks,Republican,"Elkhart County, No. 5",37301
